UTC time,coal,nat_gas,oil,hydro,solar,other
2023-04-24 00:00:00,1230.0,838.0,0.0,157.0,20.0,52.0
2023-04-24 01:00:00,1214.0,842.0,0.0,158.0,0.0,56.0
2023-04-24 02:00:00,1165.0,848.0,0.0,140.0,0.0,55.0
2023-04-24 03:00:00,1136.0,777.0,0.0,49.0,0.0,56.0
2023-04-24 04:00:00,1059.0,758.0,0.0,2.0,0.0,57.0
2023-04-24 05:00:00,982.0,755.0,0.0,2.0,0.0,56.0
2023-04-24 06:00:00,992.0,763.0,0.0,2.0,0.0,57.0
2023-04-24 07:00:00,937.0,767.0,0.0,1.0,0.0,60.0
2023-04-24 08:00:00,890.0,775.0,0.0,2.0,0.0,57.0
2023-04-24 09:00:00,925.0,793.0,0.0,2.0,0.0,63.0
2023-04-24 10:00:00,1013.0,795.0,0.0,0.0,0.0,57.0
2023-04-24 11:00:00,1241.0,790.0,0.0,1.0,0.0,62.0
2023-04-24 12:00:00,1315.0,799.0,0.0,2.0,6.0,58.0
2023-04-24 13:00:00,1352.0,801.0,0.0,2.0,31.0,62.0
2023-04-24 14:00:00,1320.0,798.0,0.0,1.0,44.0,55.0
2023-04-24 15:00:00,1297.0,792.0,0.0,2.0,86.0,59.0
2023-04-24 16:00:00,1258.0,788.0,0.0,1.0,168.0,58.0
2023-04-24 17:00:00,1255.0,786.0,0.0,3.0,195.0,59.0
2023-04-24 18:00:00,1157.0,763.0,0.0,63.0,202.0,60.0
2023-04-24 19:00:00,1134.0,762.0,0.0,87.0,187.0,55.0
2023-04-24 20:00:00,1176.0,773.0,0.0,94.0,188.0,58.0
2023-04-24 21:00:00,1141.0,764.0,0.0,128.0,169.0,57.0
2023-04-24 22:00:00,1060.0,756.0,0.0,190.0,122.0,56.0
2023-04-24 23:00:00,1098.0,788.0,0.0,212.0,67.0,59.0
