,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,other
0,2023-09-02 00:00:00,2023-09-04 18:10:14,3.0,706.57,1551.0,338.0,0.0,144.0,6.0,70.0
1,2023-09-02 01:00:00,2023-09-04 18:10:14,3.0,708.98,1444.0,335.0,0.0,126.0,0.0,72.0
2,2023-09-02 02:00:00,2023-09-04 18:10:14,3.0,705.9,1411.0,349.0,0.0,125.0,0.0,68.0
3,2023-09-02 03:00:00,2023-09-04 18:10:14,3.0,717.65,1277.0,347.0,0.0,73.0,0.0,61.0
4,2023-09-02 04:00:00,2023-09-04 18:10:14,3.0,722.11,1117.0,346.0,0.0,40.0,0.0,50.0
5,2023-09-02 05:00:00,2023-09-04 18:10:14,3.0,737.42,982.0,314.0,0.0,2.0,0.0,53.0
6,2023-09-02 06:00:00,2023-09-04 18:10:14,3.0,733.52,875.0,298.0,0.0,2.0,0.0,50.0
7,2023-09-02 07:00:00,2023-09-04 18:10:14,3.0,730.33,830.0,297.0,0.0,2.0,0.0,54.0
8,2023-09-02 08:00:00,2023-09-04 18:10:14,3.0,727.07,790.0,301.0,0.0,1.0,0.0,50.0
9,2023-09-02 09:00:00,2023-09-04 18:10:14,3.0,726.21,775.0,296.0,0.0,2.0,0.0,52.0
10,2023-09-02 10:00:00,2023-09-04 18:10:14,3.0,725.92,771.0,296.0,0.0,2.0,0.0,50.0
11,2023-09-02 11:00:00,2023-09-04 18:10:14,3.0,726.1,774.0,296.0,0.0,2.0,0.0,53.0
12,2023-09-02 12:00:00,2023-09-04 18:10:14,3.0,710.65,753.0,298.0,0.0,2.0,22.0,53.0
13,2023-09-02 13:00:00,2023-09-04 18:10:14,3.0,668.2,815.0,296.0,0.0,0.0,117.0,61.0
14,2023-09-02 14:00:00,2023-09-04 18:10:14,3.0,653.04,942.0,296.0,0.0,2.0,182.0,62.0
15,2023-09-02 15:00:00,2023-09-04 18:10:14,3.0,670.29,1096.0,297.0,0.0,2.0,178.0,69.0
16,2023-09-02 16:00:00,2023-09-04 18:10:14,3.0,679.42,1255.0,299.0,0.0,2.0,189.0,69.0
17,2023-09-02 17:00:00,2023-09-04 18:10:14,3.0,670.81,1280.0,375.0,0.0,2.0,198.0,70.0
18,2023-09-02 18:00:00,2023-09-04 18:10:14,3.0,668.72,1290.0,479.0,0.0,1.0,178.0,68.0
19,2023-09-02 19:00:00,2023-09-04 18:10:14,3.0,635.16,1365.0,497.0,0.0,108.0,201.0,69.0
20,2023-09-02 20:00:00,2023-09-04 18:10:14,3.0,619.44,1395.0,495.0,0.0,165.0,214.0,68.0
21,2023-09-02 21:00:00,2023-09-04 18:10:14,3.0,624.13,1461.0,492.0,0.0,172.0,211.0,69.0
22,2023-09-02 22:00:00,2023-09-04 18:10:14,3.0,634.47,1520.0,492.0,0.0,173.0,186.0,66.0
23,2023-09-02 23:00:00,2023-09-04 18:10:14,3.0,662.34,1558.0,495.0,0.0,172.0,86.0,68.0
