Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,other
,2023-12-08 00:00:00,2024-07-17 00:00:00,3.1,,,,,,,
,2023-12-08 01:00:00,2024-07-17 00:00:00,3.1,,,,,,,
,2023-12-08 02:00:00,2024-07-17 00:00:00,3.1,,,,,,,
,2023-12-08 03:00:00,2024-07-17 00:00:00,3.1,,,,,,,
,2023-12-08 04:00:00,2024-07-17 00:00:00,3.1,,,,,,,
,2023-12-08 05:00:00,2024-07-17 00:00:00,3.1,,,,,,,
,2023-12-08 06:00:00,2024-07-17 00:00:00,3.1,,,,,,,
,2023-12-08 07:00:00,2024-07-17 00:00:00,3.1,,,,,,,
,2023-12-08 08:00:00,2024-07-17 00:00:00,3.1,,,,,,,
,2023-12-08 09:00:00,2024-07-17 00:00:00,3.1,,,,,,,
,2023-12-08 10:00:00,2024-07-17 00:00:00,3.1,,,,,,,
,2023-12-08 11:00:00,2024-07-17 00:00:00,3.1,,,,,,,
,2023-12-08 12:00:00,2024-07-17 00:00:00,3.1,,,,,,,
,2023-12-08 13:00:00,2024-07-17 00:00:00,3.1,,,,,,,
43248.0,2023-12-08 14:00:00,2024-07-17 00:00:00,3.1,615.69,1467.0,609.0,0.0,55.0,41.0,73.0
43249.0,2023-12-08 15:00:00,2024-07-17 00:00:00,3.1,585.88,1281.0,598.0,0.0,57.0,102.0,73.0
43250.0,2023-12-08 16:00:00,2024-07-17 00:00:00,3.1,586.27,1294.0,488.0,0.0,56.0,146.0,75.0
43251.0,2023-12-08 17:00:00,2024-07-17 00:00:00,3.1,561.14,1043.0,480.0,0.0,52.0,156.0,76.0
43252.0,2023-12-08 18:00:00,2024-07-17 00:00:00,3.1,566.3,949.0,481.0,0.0,1.0,158.0,74.0
43253.0,2023-12-08 19:00:00,2024-07-17 00:00:00,3.1,566.3,909.0,479.0,0.0,2.0,144.0,72.0
43254.0,2023-12-08 20:00:00,2024-07-17 00:00:00,3.1,574.43,906.0,477.0,0.0,1.0,122.0,74.0
43255.0,2023-12-08 21:00:00,2024-07-17 00:00:00,3.1,593.72,892.0,479.0,0.0,2.0,65.0,74.0
43256.0,2023-12-08 22:00:00,2024-07-17 00:00:00,3.1,618.42,961.0,480.0,0.0,2.0,20.0,74.0
43257.0,2023-12-08 23:00:00,2024-07-17 00:00:00,3.1,625.08,1168.0,483.0,0.0,49.0,0.0,75.0
