Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,other
40416,2023-08-12 00:00:00,2024-07-17 00:00:00,3.1,688.73,1831.0,656.0,0.0,156.0,11.0,71.0
40417,2023-08-12 01:00:00,2024-07-17 00:00:00,3.1,685.27,1742.0,679.0,0.0,155.0,1.0,69.0
40418,2023-08-12 02:00:00,2024-07-17 00:00:00,3.1,700.54,1771.0,693.0,0.0,97.0,0.0,72.0
40419,2023-08-12 03:00:00,2024-07-17 00:00:00,3.1,724.15,1703.0,678.0,0.0,4.0,0.0,70.0
40420,2023-08-12 04:00:00,2024-07-17 00:00:00,3.1,715.21,1494.0,684.0,0.0,2.0,0.0,75.0
40421,2023-08-12 05:00:00,2024-07-17 00:00:00,3.1,707.52,1372.0,704.0,0.0,1.0,0.0,68.0
40422,2023-08-12 06:00:00,2024-07-17 00:00:00,3.1,700.38,1244.0,704.0,0.0,1.0,0.0,71.0
40423,2023-08-12 07:00:00,2024-07-17 00:00:00,3.1,692.69,1148.0,717.0,0.0,2.0,0.0,71.0
40424,2023-08-12 08:00:00,2024-07-17 00:00:00,3.1,691.75,1126.0,712.0,0.0,2.0,0.0,70.0
40425,2023-08-12 09:00:00,2024-07-17 00:00:00,3.1,703.25,1206.0,656.0,0.0,1.0,0.0,72.0
40426,2023-08-12 10:00:00,2024-07-17 00:00:00,3.1,707.85,1260.0,643.0,0.0,1.0,0.0,71.0
40427,2023-08-12 11:00:00,2024-07-17 00:00:00,3.1,707.43,1255.0,638.0,0.0,2.0,1.0,70.0
40428,2023-08-12 12:00:00,2024-07-17 00:00:00,3.1,689.87,1210.0,675.0,0.0,2.0,34.0,70.0
40429,2023-08-12 13:00:00,2024-07-17 00:00:00,3.1,680.21,1464.0,656.0,0.0,1.0,127.0,73.0
40430,2023-08-12 14:00:00,2024-07-17 00:00:00,3.1,676.01,1699.0,673.0,0.0,2.0,190.0,73.0
40431,2023-08-12 15:00:00,2024-07-17 00:00:00,3.1,684.95,1966.0,727.0,0.0,1.0,194.0,69.0
40432,2023-08-12 16:00:00,2024-07-17 00:00:00,3.1,705.22,2349.0,708.0,0.0,2.0,175.0,64.0
40433,2023-08-12 17:00:00,2024-07-17 00:00:00,3.1,692.13,2493.0,808.0,0.0,61.0,178.0,64.0
40434,2023-08-12 18:00:00,2024-07-17 00:00:00,3.1,689.8,2483.0,864.0,0.0,50.0,183.0,60.0
40435,2023-08-12 19:00:00,2024-07-17 00:00:00,3.1,685.21,2485.0,898.0,0.0,53.0,196.0,60.0
40436,2023-08-12 20:00:00,2024-07-17 00:00:00,3.1,684.24,2541.0,901.0,0.0,73.0,192.0,61.0
40437,2023-08-12 21:00:00,2024-07-17 00:00:00,3.1,674.31,2534.0,901.0,0.0,155.0,165.0,59.0
40438,2023-08-12 22:00:00,2024-07-17 00:00:00,3.1,675.11,2335.0,852.0,0.0,150.0,134.0,60.0
40439,2023-08-12 23:00:00,2024-07-17 00:00:00,3.1,687.22,2284.0,852.0,0.0,145.0,62.0,59.0
