UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_oil_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_other_production_forecast
2023-03-19 00:00:00,2024-07-17 00:00:00,3.1,3.123567891580556,282.1859464846869,269.7644472979458,436.97610018863264,0.0003962771600816,1182.84371,650.55955,0.0,51.31241,9.40009,66.1678
2023-03-19 01:00:00,2024-07-17 00:00:00,3.1,3.5478401903751022,281.4293698314027,269.8650003037483,0.0,0.0,1193.22181,654.63287,0.0,61.0867,0.16929,67.78488
2023-03-19 02:00:00,2024-07-17 00:00:00,3.1,3.5478401903751022,281.4293698314027,269.8650003037483,0.0,0.0,1190.64538,665.73386,0.0,61.93509,0.0,67.59289
2023-03-19 03:00:00,2024-07-17 00:00:00,3.1,3.5478401903751022,281.4293698314027,269.8650003037483,0.0,0.0,1192.52481,679.82684,0.0,57.83321,0.78716,69.10663
2023-03-19 04:00:00,2024-07-17 00:00:00,3.1,3.9779971897883,279.6216663973216,269.0242188155628,0.0,0.0,1177.20918,671.57919,0.33988,50.6637,0.37356,70.26687
2023-03-19 05:00:00,2024-07-17 00:00:00,3.1,3.9779971897883,279.6216663973216,269.0242188155628,0.0,0.0,1197.02102,659.21048,0.54538,38.02171,1.42537,70.38874
2023-03-19 06:00:00,2024-07-17 00:00:00,3.1,3.9779971897883,279.6216663973216,269.0242188155628,0.0,0.0,1204.52457,653.73178,1.12987,26.80232,2.07184,69.82418
2023-03-19 07:00:00,2024-07-17 00:00:00,3.1,4.185750425133657,278.150549856538,268.71110183361066,0.0,0.0021641300723425,1191.54571,663.34409,1.08266,17.75644,0.0,70.03807
2023-03-19 08:00:00,2024-07-17 00:00:00,3.1,4.185750425133657,278.150549856538,268.71110183361066,0.0,0.0021641300723425,1179.42814,672.72241,1.36473,10.23784,0.0,69.99326
2023-03-19 09:00:00,2024-07-17 00:00:00,3.1,4.185750425133657,278.150549856538,268.71110183361066,0.0,0.0021641300723425,1209.92724,670.53397,1.72834,9.53231,0.0,70.70434
2023-03-19 10:00:00,2024-07-17 00:00:00,3.1,4.204567644299392,277.6734518690168,268.9008448109428,1.7580295897845488,0.0306260328321996,1203.67886,663.79704,1.18165,25.10252,0.0,68.92344
2023-03-19 11:00:00,2024-07-17 00:00:00,3.1,4.204567644299392,277.6734518690168,268.9008448109428,1.7580295897845488,0.0306260328321996,1187.53809,664.89573,0.80433,33.79721,0.0,68.44579
2023-03-19 12:00:00,2024-07-17 00:00:00,3.1,4.204567644299392,277.6734518690168,268.9008448109428,1.7580295897845488,0.0306260328321996,1178.6128,658.25432,0.78647,40.36801,7.86666,67.33946
2023-03-19 13:00:00,2024-07-17 00:00:00,3.1,4.79257934305544,281.57812495288783,269.91374252666503,302.1852284907535,0.0661199020173551,1186.08912,665.25922,0.61935,48.45131,29.73006,66.99683
2023-03-19 14:00:00,2024-07-17 00:00:00,3.1,4.79257934305544,281.57812495288783,269.91374252666503,302.1852284907535,0.0661199020173551,1213.5226,675.1967,0.0,52.91555,46.67047,68.92871
2023-03-19 15:00:00,2024-07-17 00:00:00,3.1,4.79257934305544,281.57812495288783,269.91374252666503,302.1852284907535,0.0661199020173551,1211.96545,693.11386,0.0,49.66377,59.60663,67.12519
2023-03-19 16:00:00,2024-07-17 00:00:00,3.1,5.0463188746555705,284.2226655475938,272.1257312881256,496.2679643226893,0.1637866751507413,1228.90992,709.26824,0.0,39.1543,68.13385,68.73499
2023-03-19 17:00:00,2024-07-17 00:00:00,3.1,5.0463188746555705,284.2226655475938,272.1257312881256,496.2679643226893,0.1637866751507413,1222.47659,714.99821,0.62477,24.74788,69.40192,69.30013
2023-03-19 18:00:00,2024-07-17 00:00:00,3.1,5.0463188746555705,284.2226655475938,272.1257312881256,496.2679643226893,0.1637866751507413,1206.87894,711.84006,1.27566,10.27676,66.87377,69.9168
2023-03-19 19:00:00,2024-07-17 00:00:00,3.1,5.326961525083362,285.1858181930758,273.1518165322125,617.5494289166555,0.0781592395261623,1225.39666,687.05197,2.02606,6.73829,61.48537,70.24954
2023-03-19 20:00:00,2024-07-17 00:00:00,3.1,5.326961525083362,285.1858181930758,273.1518165322125,617.5494289166555,0.0781592395261623,1211.62154,687.50092,1.53674,10.79889,58.05482,70.79979
2023-03-19 21:00:00,2024-07-17 00:00:00,3.1,5.326961525083362,285.1858181930758,273.1518165322125,617.5494289166555,0.0781592395261623,1203.83221,690.49685,0.90049,20.37607,47.05461,71.33283
2023-03-19 22:00:00,2024-07-17 00:00:00,3.1,4.370532056149568,281.67369123651025,273.90351032834815,392.758036662721,0.1512545557755297,1187.62859,691.74053,0.63296,29.03241,34.9813,70.85573
2023-03-19 23:00:00,2024-07-17 00:00:00,3.1,4.370532056149568,281.67369123651025,273.90351032834815,392.758036662721,0.1512545557755297,1172.73441,681.41933,0.75405,35.34114,21.52143,70.94503
2023-03-20 00:00:00,2024-07-17 00:00:00,3.1,4.370532056149568,281.67369123651025,273.90351032834815,392.758036662721,0.1512545557755297,1218.51842,634.8208,0.0,19.00639,4.13541,66.83085
2023-03-20 01:00:00,2024-07-17 00:00:00,3.1,3.935955093359458,280.68625635118167,273.5698898457388,0.0,0.081280383251782,1227.77151,639.04413,0.0,27.26569,0.0,68.44819
2023-03-20 02:00:00,2024-07-17 00:00:00,3.1,3.935955093359458,280.68625635118167,273.5698898457388,0.0,0.081280383251782,1224.1667,648.7027,0.0,32.36266,0.0,68.24568
2023-03-20 03:00:00,2024-07-17 00:00:00,3.1,3.935955093359458,280.68625635118167,273.5698898457388,0.0,0.081280383251782,1225.66949,661.02728,0.0,34.38857,0.21919,69.75085
2023-03-20 04:00:00,2024-07-17 00:00:00,3.1,3.872853761876272,279.98602663614025,273.37867103399003,0.0,0.1178750573017892,1209.18201,652.95647,0.33988,33.7919,0.0,70.91689
