UTC time,coal,nat_gas,oil,hydro,solar,other
2023-10-07 00:00:00,1702.0,472.0,0.0,34.0,0.0,54.0
2023-10-07 01:00:00,1634.0,488.0,0.0,35.0,0.0,54.0
2023-10-07 02:00:00,1574.0,502.0,0.0,9.0,0.0,56.0
2023-10-07 03:00:00,1466.0,460.0,0.0,0.0,0.0,52.0
2023-10-07 04:00:00,1299.0,447.0,0.0,0.0,0.0,54.0
2023-10-07 05:00:00,992.0,472.0,0.0,0.0,0.0,56.0
2023-10-07 06:00:00,841.0,487.0,0.0,0.0,0.0,52.0
2023-10-07 07:00:00,732.0,499.0,0.0,0.0,0.0,54.0
2023-10-07 08:00:00,697.0,513.0,0.0,0.0,0.0,53.0
2023-10-07 09:00:00,704.0,496.0,0.0,0.0,0.0,52.0
2023-10-07 10:00:00,713.0,525.0,0.0,0.0,0.0,55.0
2023-10-07 11:00:00,787.0,528.0,0.0,0.0,0.0,55.0
2023-10-07 12:00:00,857.0,520.0,0.0,0.0,1.0,54.0
2023-10-07 13:00:00,939.0,511.0,0.0,0.0,65.0,55.0
2023-10-07 14:00:00,925.0,480.0,0.0,0.0,182.0,52.0
2023-10-07 15:00:00,960.0,500.0,0.0,0.0,187.0,52.0
2023-10-07 16:00:00,1034.0,515.0,0.0,0.0,223.0,52.0
2023-10-07 17:00:00,1107.0,516.0,0.0,0.0,216.0,51.0
2023-10-07 18:00:00,1206.0,508.0,0.0,41.0,199.0,52.0
2023-10-07 19:00:00,1241.0,513.0,0.0,71.0,165.0,51.0
2023-10-07 20:00:00,1317.0,502.0,0.0,70.0,156.0,54.0
2023-10-07 21:00:00,1307.0,489.0,0.0,70.0,182.0,51.0
2023-10-07 22:00:00,1253.0,497.0,0.0,69.0,117.0,50.0
2023-10-07 23:00:00,1243.0,492.0,0.0,69.0,21.0,54.0
