datetime,param,level,latitude,longitude,3 hr fcst,6 hr fcst,9 hr fcst,12 hr fcst,15 hr fcst,18 hr fcst,21 hr fcst,24 hr fcst,27 hr fcst,30 hr fcst,33 hr fcst,36 hr fcst,39 hr fcst,42 hr fcst,45 hr fcst,48 hr fcst,51 hr fcst,54 hr fcst,57 hr fcst,60 hr fcst,63 hr fcst,66 hr fcst,69 hr fcst,72 hr fcst,75 hr fcst,78 hr fcst,81 hr fcst,84 hr fcst,87 hr fcst,90 hr fcst,93 hr fcst,96 hr fcst
2023-07-21 00:00:00,DPT,2 m above ground,43.75,20.25,286.35543517326744,286.99930956168305,285.6676411886916,285.06464170752963,285.7290682274232,287.1480280665311,287.9261708683795,288.5307904512384,288.64522886174564,289.3792002224807,288.63125632978944,287.6694244381191,287.3817256689557,287.9255874058634,287.60025571180824,287.3774841672924,287.16080290013247,288.01120961900153,287.13486436647185,286.0145954536863,285.80576644677666,286.517151797791,286.0123153071628,285.81820326003617,285.8736018262461,287.21992720538816,286.69463067838825,285.2749414604389,285.3991305864796,286.6557135023381,286.6286956253954,287.0612441786664
