Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,biomass
37920,2023-04-30 00:00:00,2024-07-17 00:00:00,3.1,306.24,978.0,254.0,1034.0,193.0,0.0,253.0,22.0
37921,2023-04-30 01:00:00,2024-07-17 00:00:00,3.1,305.21,975.0,255.0,1038.0,194.0,0.0,253.0,22.0
37922,2023-04-30 02:00:00,2024-07-17 00:00:00,3.1,305.1,973.0,260.0,1033.0,220.0,0.0,231.0,22.0
37923,2023-04-30 03:00:00,2024-07-17 00:00:00,3.1,292.78,975.0,262.0,1032.0,401.0,14.0,157.0,21.0
37924,2023-04-30 04:00:00,2024-07-17 00:00:00,3.1,280.13,1114.0,261.0,1031.0,657.0,153.0,128.0,23.0
37925,2023-04-30 05:00:00,2024-07-17 00:00:00,3.1,256.04,1132.0,258.0,1032.0,728.0,473.0,86.0,24.0
37926,2023-04-30 06:00:00,2024-07-17 00:00:00,3.1,217.91,1036.0,249.0,1031.0,745.0,904.0,46.0,25.0
37927,2023-04-30 07:00:00,2024-07-17 00:00:00,3.1,210.73,988.0,247.0,1032.0,447.0,1190.0,70.0,23.0
37928,2023-04-30 08:00:00,2024-07-17 00:00:00,3.1,210.32,969.0,247.0,1029.0,222.0,1330.0,116.0,23.0
37929,2023-04-30 09:00:00,2024-07-17 00:00:00,3.1,210.48,970.0,246.0,1026.0,192.0,1330.0,148.0,23.0
37930,2023-04-30 10:00:00,2024-07-17 00:00:00,3.1,217.5,975.0,244.0,1030.0,185.0,1207.0,159.0,22.0
37931,2023-04-30 11:00:00,2024-07-17 00:00:00,3.1,219.34,969.0,241.0,1028.0,185.0,1170.0,148.0,23.0
37932,2023-04-30 12:00:00,2024-07-17 00:00:00,3.1,237.0,971.0,241.0,1026.0,181.0,943.0,104.0,24.0
37933,2023-04-30 13:00:00,2024-07-17 00:00:00,3.1,255.77,971.0,239.0,1026.0,184.0,729.0,60.0,22.0
37934,2023-04-30 14:00:00,2024-07-17 00:00:00,3.1,268.82,973.0,245.0,1027.0,204.0,585.0,32.0,22.0
37935,2023-04-30 15:00:00,2024-07-17 00:00:00,3.1,258.34,976.0,254.0,1027.0,584.0,343.0,29.0,22.0
37936,2023-04-30 16:00:00,2024-07-17 00:00:00,3.1,264.34,1039.0,257.0,1027.0,862.0,86.0,53.0,23.0
37937,2023-04-30 17:00:00,2024-07-17 00:00:00,3.1,252.95,1034.0,260.0,1028.0,1054.0,3.0,85.0,23.0
37938,2023-04-30 18:00:00,2024-07-17 00:00:00,3.1,249.66,1043.0,255.0,1027.0,1106.0,0.0,98.0,24.0
37939,2023-04-30 19:00:00,2024-07-17 00:00:00,3.1,264.92,1029.0,252.0,1027.0,891.0,0.0,81.0,24.0
37940,2023-04-30 20:00:00,2024-07-17 00:00:00,3.1,295.04,1030.0,247.0,1027.0,556.0,0.0,78.0,25.0
37941,2023-04-30 21:00:00,2024-07-17 00:00:00,3.1,335.89,1113.0,253.0,1029.0,306.0,0.0,73.0,23.0
37942,2023-04-30 22:00:00,2024-07-17 00:00:00,3.1,334.9,1019.0,244.0,1029.0,229.0,0.0,39.0,22.0
37943,2023-04-30 23:00:00,2024-07-17 00:00:00,3.1,332.42,1000.0,245.0,1028.0,215.0,0.0,46.0,25.0
