UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_biomass_production_forecast
2023-06-23 00:00:00,2024-07-17 00:00:00,3.1,1.835562113746117,291.7323223409447,286.7521444964649,0.0112526761220953,0.1139254191440497,905.11166,153.71733,2010.47866,522.57468,0.0,0.0,22.50993
2023-06-23 01:00:00,2024-07-17 00:00:00,3.1,1.5928187929588655,291.0737997116887,286.0936404602816,0.6464440430750722,0.054834824166286,908.02371,155.00163,2010.14666,522.78392,0.0,2.0,22.69752
2023-06-23 02:00:00,2024-07-17 00:00:00,3.1,1.5928187929588655,291.0737997116887,286.0936404602816,0.6464440430750722,0.054834824166286,924.10152,154.3899,1989.56965,643.29431,0.0,4.0,23.43109
2023-06-23 03:00:00,2024-07-17 00:00:00,3.1,1.5928187929588655,291.0737997116887,286.0936404602816,0.6464440430750722,0.054834824166286,964.75513,156.46325,2017.3136,723.71346,0.0,8.0,24.78848
2023-06-23 04:00:00,2024-07-17 00:00:00,3.1,1.8353890361940488,296.669126417424,287.7290214092054,118.3506356549857,0.0952780107156784,987.79384,158.32471,2022.33986,787.69867,75.0,10.0,23.58524
2023-06-23 05:00:00,2024-07-17 00:00:00,3.1,1.8353890361940488,296.669126417424,287.7290214092054,118.3506356549857,0.0952780107156784,1002.88527,157.78888,2031.94591,825.27067,333.99999,11.0,24.42775
2023-06-23 06:00:00,2024-07-17 00:00:00,3.1,1.8353890361940488,296.669126417424,287.7290214092054,118.3506356549857,0.0952780107156784,1000.35185,158.60087,2058.57803,853.60867,649.00001,5.0,23.97477
2023-06-23 07:00:00,2024-07-17 00:00:00,3.1,2.5181282581116147,300.88394044485483,287.62762167051187,719.1798893786843,0.0362081528031915,997.45341,158.38816,2047.28871,828.21554,968.99999,6.0,24.47125
2023-06-23 08:00:00,2024-07-17 00:00:00,3.1,2.5181282581116147,300.88394044485483,287.62762167051187,719.1798893786843,0.0362081528031915,981.20538,159.40374,2050.77326,769.07521,1254.99997,7.0,25.31678
2023-06-23 09:00:00,2024-07-17 00:00:00,3.1,2.5181282581116147,300.88394044485483,287.62762167051187,719.1798893786843,0.0362081528031915,975.43412,159.71081,2051.39416,668.63994,1457.00001,10.0,25.0908
2023-06-23 10:00:00,2024-07-17 00:00:00,3.1,2.7482828043083343,302.4456131685924,287.18258402613543,813.8667513894975,0.3412442284462275,946.51256,160.1651,2049.44996,548.62995,1589.99996,15.0,24.88655
2023-06-23 11:00:00,2024-07-17 00:00:00,3.1,2.7482828043083343,302.4456131685924,287.18258402613543,813.8667513894975,0.3412442284462275,931.17471,158.30888,2047.63242,499.38475,1610.00004,19.0,24.76864
2023-06-23 12:00:00,2024-07-17 00:00:00,3.1,2.7482828043083343,302.4456131685924,287.18258402613543,813.8667513894975,0.3412442284462275,937.31887,157.37898,2049.8106,564.26559,1558.99994,23.0,24.8031
2023-06-23 13:00:00,2024-07-17 00:00:00,3.1,3.25724482914114,301.35231403164755,287.6121319086009,647.6371724733028,0.6414501078024787,961.60253,158.48673,2050.86661,745.68159,1389.00001,25.0,24.70679
2023-06-23 14:00:00,2024-07-17 00:00:00,3.1,3.25724482914114,301.35231403164755,287.6121319086009,647.6371724733028,0.6414501078024787,1000.89993,158.52934,2052.26871,958.40255,1107.00005,26.0,25.04693
2023-06-23 15:00:00,2024-07-17 00:00:00,3.1,3.25724482914114,301.35231403164755,287.6121319086009,647.6371724733028,0.6414501078024787,1056.30099,159.59823,2052.07247,1167.93428,805.99999,25.0,25.42724
2023-06-23 16:00:00,2024-07-17 00:00:00,3.1,2.9771372991896783,294.5663988111089,288.07348769120745,404.834424211012,1.9959454865428867,1083.1402,159.71944,2052.88539,1299.51691,515.0,30.0,25.57089
