Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,biomass
42456,2023-11-05 00:00:00,2024-07-17 00:00:00,3.1,338.17,1179.0,184.0,1082.0,140.0,0.0,243.0,23.0
42457,2023-11-05 01:00:00,2024-07-17 00:00:00,3.1,341.37,1190.0,187.0,1082.0,139.0,0.0,230.0,24.0
42458,2023-11-05 02:00:00,2024-07-17 00:00:00,3.1,344.74,1193.0,191.0,1082.0,138.0,0.0,207.0,24.0
42459,2023-11-05 03:00:00,2024-07-17 00:00:00,3.1,350.04,1198.0,191.0,1082.0,137.0,0.0,172.0,23.0
42460,2023-11-05 04:00:00,2024-07-17 00:00:00,3.1,351.27,1189.0,197.0,1082.0,142.0,15.0,132.0,23.0
42461,2023-11-05 05:00:00,2024-07-17 00:00:00,3.1,341.74,1267.0,197.0,1082.0,169.0,196.0,97.0,23.0
42462,2023-11-05 06:00:00,2024-07-17 00:00:00,3.1,281.84,1261.0,197.0,1081.0,178.0,836.0,83.0,23.0
42463,2023-11-05 07:00:00,2024-07-17 00:00:00,3.1,237.99,1227.0,194.0,1081.0,173.0,1414.0,108.0,23.0
42464,2023-11-05 08:00:00,2024-07-17 00:00:00,3.1,217.08,1201.0,192.0,1081.0,153.0,1681.0,201.0,23.0
42465,2023-11-05 09:00:00,2024-07-17 00:00:00,3.1,214.1,1200.0,183.0,1081.0,98.0,1717.0,273.0,24.0
42466,2023-11-05 10:00:00,2024-07-17 00:00:00,3.1,219.45,1208.0,183.0,1081.0,60.0,1579.0,358.0,23.0
42467,2023-11-05 11:00:00,2024-07-17 00:00:00,3.1,230.06,1231.0,183.0,1081.0,59.0,1356.0,427.0,24.0
42468,2023-11-05 12:00:00,2024-07-17 00:00:00,3.1,247.22,1209.0,184.0,1082.0,72.0,993.0,429.0,23.0
42469,2023-11-05 13:00:00,2024-07-17 00:00:00,3.1,266.42,1218.0,184.0,1081.0,136.0,661.0,427.0,23.0
42470,2023-11-05 14:00:00,2024-07-17 00:00:00,3.1,319.69,1325.0,185.0,1081.0,150.0,181.0,418.0,24.0
42471,2023-11-05 15:00:00,2024-07-17 00:00:00,3.1,335.21,1437.0,193.0,1080.0,243.0,1.0,493.0,24.0
42472,2023-11-05 16:00:00,2024-07-17 00:00:00,3.1,313.57,1379.0,193.0,1081.0,372.0,1.0,520.0,24.0
42473,2023-11-05 17:00:00,2024-07-17 00:00:00,3.1,275.33,1274.0,193.0,1082.0,706.0,1.0,497.0,23.0
42474,2023-11-05 18:00:00,2024-07-17 00:00:00,3.1,293.08,1295.0,194.0,1081.0,526.0,1.0,482.0,24.0
42475,2023-11-05 19:00:00,2024-07-17 00:00:00,3.1,306.91,1289.0,190.0,1081.0,389.0,0.0,448.0,24.0
42476,2023-11-05 20:00:00,2024-07-17 00:00:00,3.1,338.78,1287.0,182.0,1081.0,130.0,0.0,382.0,24.0
42477,2023-11-05 21:00:00,2024-07-17 00:00:00,3.1,343.78,1315.0,182.0,1081.0,108.0,0.0,394.0,23.0
42478,2023-11-05 22:00:00,2024-07-17 00:00:00,3.1,314.59,1120.0,183.0,1081.0,76.0,0.0,437.0,24.0
42479,2023-11-05 23:00:00,2024-07-17 00:00:00,3.1,309.18,1067.0,184.0,1081.0,56.0,0.0,431.0,24.0
