UTC time,coal,nat_gas,nuclear,hydro,solar,wind,biomass
2023-12-07 00:00:00,1898.0,330.0,2123.0,115.0,0.0,221.0,21.0
2023-12-07 01:00:00,1896.0,331.0,2122.0,114.0,0.0,244.0,21.0
2023-12-07 02:00:00,1899.0,332.0,2123.0,114.0,0.0,285.0,21.0
2023-12-07 03:00:00,1930.0,333.0,2121.0,115.0,0.0,307.0,20.0
2023-12-07 04:00:00,2043.0,333.0,2121.0,131.0,0.0,309.0,20.0
2023-12-07 05:00:00,2166.0,338.0,2121.0,183.0,3.0,316.0,21.0
2023-12-07 06:00:00,2357.0,341.0,2122.0,324.0,87.0,330.0,21.0
2023-12-07 07:00:00,2403.0,338.0,2122.0,463.0,222.0,331.0,22.0
2023-12-07 08:00:00,2417.0,337.0,2123.0,400.0,317.0,338.0,22.0
2023-12-07 09:00:00,2379.0,341.0,2124.0,286.0,424.0,318.0,22.0
2023-12-07 10:00:00,2389.0,342.0,2121.0,275.0,449.0,300.0,23.0
2023-12-07 11:00:00,2385.0,339.0,2120.0,237.0,349.0,333.0,22.0
2023-12-07 12:00:00,2366.0,339.0,2120.0,229.0,227.0,351.0,22.0
2023-12-07 13:00:00,2301.0,342.0,2121.0,305.0,112.0,348.0,22.0
2023-12-07 14:00:00,2356.0,341.0,2122.0,604.0,12.0,365.0,21.0
2023-12-07 15:00:00,2414.0,341.0,2123.0,943.0,0.0,360.0,22.0
2023-12-07 16:00:00,2273.0,329.0,2121.0,1186.0,0.0,332.0,19.0
2023-12-07 17:00:00,2229.0,334.0,2123.0,1210.0,0.0,305.0,20.0
2023-12-07 18:00:00,2246.0,330.0,2122.0,1044.0,0.0,290.0,20.0
2023-12-07 19:00:00,2142.0,330.0,2121.0,541.0,0.0,281.0,19.0
2023-12-07 20:00:00,2083.0,331.0,2122.0,148.0,0.0,270.0,19.0
2023-12-07 21:00:00,2068.0,330.0,2121.0,103.0,0.0,253.0,19.0
2023-12-07 22:00:00,1999.0,345.0,2123.0,132.0,0.0,279.0,22.0
2023-12-07 23:00:00,1865.0,339.0,2123.0,105.0,0.0,272.0,22.0
