Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,biomass
40656,2023-08-22 00:00:00,2024-07-17 00:00:00,3.1,220.33,869.0,170.0,1973.0,75.0,0.0,178.0,18.0
40657,2023-08-22 01:00:00,2024-07-17 00:00:00,3.1,216.27,850.0,173.0,1974.0,75.0,0.0,193.0,18.0
40658,2023-08-22 02:00:00,2024-07-17 00:00:00,3.1,227.52,904.0,173.0,1972.0,75.0,0.0,160.0,17.0
40659,2023-08-22 03:00:00,2024-07-17 00:00:00,3.1,223.64,894.0,171.0,1973.0,81.0,7.0,178.0,17.0
40660,2023-08-22 04:00:00,2024-07-17 00:00:00,3.1,220.81,1008.0,171.0,1973.0,245.0,188.0,154.0,17.0
40661,2023-08-22 05:00:00,2024-07-17 00:00:00,3.1,207.52,1125.0,171.0,1973.0,383.0,675.0,82.0,16.0
40662,2023-08-22 06:00:00,2024-07-17 00:00:00,3.1,189.66,1141.0,168.0,1975.0,347.0,1197.0,57.0,15.0
40663,2023-08-22 07:00:00,2024-07-17 00:00:00,3.1,170.48,1037.0,164.0,1974.0,130.0,1586.0,71.0,17.0
40664,2023-08-22 08:00:00,2024-07-17 00:00:00,3.1,167.4,1063.0,161.0,1972.0,69.0,1821.0,79.0,17.0
40665,2023-08-22 09:00:00,2024-07-17 00:00:00,3.1,178.23,1185.0,159.0,1971.0,77.0,1860.0,115.0,16.0
40666,2023-08-22 10:00:00,2024-07-17 00:00:00,3.1,166.02,1065.0,160.0,1972.0,77.0,1812.0,131.0,15.0
40667,2023-08-22 11:00:00,2024-07-17 00:00:00,3.1,177.05,1114.0,158.0,1972.0,76.0,1636.0,140.0,16.0
40668,2023-08-22 12:00:00,2024-07-17 00:00:00,3.1,188.79,1143.0,160.0,1973.0,83.0,1408.0,131.0,17.0
40669,2023-08-22 13:00:00,2024-07-17 00:00:00,3.1,184.11,1129.0,157.0,1976.0,438.0,1124.0,135.0,17.0
40670,2023-08-22 14:00:00,2024-07-17 00:00:00,3.1,195.36,1223.0,157.0,1975.0,762.0,801.0,120.0,17.0
40671,2023-08-22 15:00:00,2024-07-17 00:00:00,3.1,225.58,1391.0,157.0,1974.0,987.0,350.0,68.0,17.0
40672,2023-08-22 16:00:00,2024-07-17 00:00:00,3.1,252.56,1534.0,159.0,1974.0,1059.0,77.0,30.0,16.0
40673,2023-08-22 17:00:00,2024-07-17 00:00:00,3.1,261.6,1630.0,168.0,1975.0,1157.0,1.0,26.0,16.0
40674,2023-08-22 18:00:00,2024-07-17 00:00:00,3.1,279.76,1711.0,164.0,1975.0,977.0,0.0,22.0,16.0
40675,2023-08-22 19:00:00,2024-07-17 00:00:00,3.1,279.51,1576.0,166.0,1972.0,768.0,0.0,7.0,16.0
40676,2023-08-22 20:00:00,2024-07-17 00:00:00,3.1,267.21,1354.0,169.0,1972.0,571.0,0.0,2.0,17.0
40677,2023-08-22 21:00:00,2024-07-17 00:00:00,3.1,265.15,1188.0,169.0,1974.0,290.0,0.0,3.0,17.0
40678,2023-08-22 22:00:00,2024-07-17 00:00:00,3.1,263.19,1093.0,167.0,1973.0,139.0,0.0,3.0,16.0
40679,2023-08-22 23:00:00,2024-07-17 00:00:00,3.1,269.66,1105.0,166.0,1972.0,76.0,0.0,6.0,17.0
