datetime,avg_coal_production_forecast
2023-06-27T00:00:00.000000000,920.93796
2023-06-27T01:00:00.000000000,938.55909
2023-06-27T02:00:00.000000000,914.98864
2023-06-27T03:00:00.000000000,877.29701
2023-06-27T04:00:00.000000000,813.83106
2023-06-27T05:00:00.000000000,751.82313
2023-06-27T06:00:00.000000000,778.67424
2023-06-27T07:00:00.000000000,745.24973
2023-06-27T08:00:00.000000000,738.66158
2023-06-27T09:00:00.000000000,762.351
2023-06-27T10:00:00.000000000,798.28771
2023-06-27T11:00:00.000000000,863.17318
2023-06-27T12:00:00.000000000,953.08993
2023-06-27T13:00:00.000000000,1002.98847
2023-06-27T14:00:00.000000000,1076.42125
2023-06-27T15:00:00.000000000,1136.18263
2023-06-27T16:00:00.000000000,1187.63254
2023-06-27T17:00:00.000000000,1247.55161
2023-06-27T18:00:00.000000000,1276.33863
2023-06-27T19:00:00.000000000,1296.73898
2023-06-27T20:00:00.000000000,1302.29786
2023-06-27T21:00:00.000000000,1292.78006
2023-06-27T22:00:00.000000000,1293.78537
2023-06-27T23:00:00.000000000,1263.7679
2023-06-28T00:00:00.000000000,1142.95129
2023-06-28T01:00:00.000000000,1187.60533
2023-06-28T02:00:00.000000000,1170.38077
2023-06-28T03:00:00.000000000,1137.73911
2023-06-28T04:00:00.000000000,1062.19659
2023-06-28T05:00:00.000000000,975.31183
2023-06-28T06:00:00.000000000,948.04925
2023-06-28T07:00:00.000000000,902.9166
2023-06-28T08:00:00.000000000,876.69028
2023-06-28T09:00:00.000000000,870.84388
2023-06-28T10:00:00.000000000,875.29034
2023-06-28T11:00:00.000000000,940.02452
2023-06-28T12:00:00.000000000,1032.18257
2023-06-28T13:00:00.000000000,1088.78809
2023-06-28T14:00:00.000000000,1172.00815
2023-06-28T15:00:00.000000000,1255.04611
2023-06-28T16:00:00.000000000,1310.4453
2023-06-28T17:00:00.000000000,1356.89556
2023-06-28T18:00:00.000000000,1375.78088
2023-06-28T19:00:00.000000000,1380.42384
2023-06-28T20:00:00.000000000,1375.65594
2023-06-28T21:00:00.000000000,1360.49405
2023-06-28T22:00:00.000000000,1370.27483
2023-06-28T23:00:00.000000000,1332.26049
2023-06-29T00:00:00.000000000,1210.21466
2023-06-29T01:00:00.000000000,1258.58098
2023-06-29T02:00:00.000000000,1245.90717
2023-06-29T03:00:00.000000000,1214.85344
2023-06-29T04:00:00.000000000,1137.52909
2023-06-29T05:00:00.000000000,1045.49203
2023-06-29T06:00:00.000000000,1009.47464
2023-06-29T07:00:00.000000000,959.24071
2023-06-29T08:00:00.000000000,925.83268
2023-06-29T09:00:00.000000000,915.41284
2023-06-29T10:00:00.000000000,916.26709
2023-06-29T11:00:00.000000000,979.35727
2023-06-29T12:00:00.000000000,1071.96888
2023-06-29T13:00:00.000000000,1129.07346
2023-06-29T14:00:00.000000000,1215.96844
2023-06-29T15:00:00.000000000,1305.25262
2023-06-29T16:00:00.000000000,1364.52811
2023-06-29T17:00:00.000000000,1413.07047
2023-06-29T18:00:00.000000000,1430.23147
2023-06-29T19:00:00.000000000,1434.18896
2023-06-29T20:00:00.000000000,1427.14298
2023-06-29T21:00:00.000000000,1412.87226
2023-06-29T22:00:00.000000000,1424.51066
2023-06-29T23:00:00.000000000,1389.21471
2023-06-30T00:00:00.000000000,1262.94266
2023-06-30T01:00:00.000000000,1313.89193
2023-06-30T02:00:00.000000000,1304.11589
2023-06-30T03:00:00.000000000,1273.6624
2023-06-30T04:00:00.000000000,1194.15405
2023-06-30T05:00:00.000000000,1097.30252
2023-06-30T06:00:00.000000000,1054.21763
2023-06-30T07:00:00.000000000,999.62058
2023-06-30T08:00:00.000000000,960.52067
2023-06-30T09:00:00.000000000,946.67011
2023-06-30T10:00:00.000000000,944.73333
2023-06-30T11:00:00.000000000,1007.14193
2023-06-30T12:00:00.000000000,1100.81723
2023-06-30T13:00:00.000000000,1158.84011
2023-06-30T14:00:00.000000000,1249.44794
2023-06-30T15:00:00.000000000,1344.39492
2023-06-30T16:00:00.000000000,1407.30474
2023-06-30T17:00:00.000000000,1457.88997
2023-06-30T18:00:00.000000000,1474.09979
2023-06-30T19:00:00.000000000,1477.73512
2023-06-30T20:00:00.000000000,1469.06271
2023-06-30T21:00:00.000000000,1455.40188
2023-06-30T22:00:00.000000000,1468.39955
2023-06-30T23:00:00.000000000,1434.76891
