datetime,avg_nat_gas_production_forecast
2023-06-27T00:00:00.000000000,1662.70567
2023-06-27T01:00:00.000000000,1602.81789
2023-06-27T02:00:00.000000000,1498.45392
2023-06-27T03:00:00.000000000,1352.71311
2023-06-27T04:00:00.000000000,1244.89323
2023-06-27T05:00:00.000000000,1232.21525
2023-06-27T06:00:00.000000000,1205.86556
2023-06-27T07:00:00.000000000,1178.2498
2023-06-27T08:00:00.000000000,1147.59584
2023-06-27T09:00:00.000000000,1056.12106
2023-06-27T10:00:00.000000000,1040.50308
2023-06-27T11:00:00.000000000,1062.49945
2023-06-27T12:00:00.000000000,1087.83354
2023-06-27T13:00:00.000000000,1131.86296
2023-06-27T14:00:00.000000000,1165.55594
2023-06-27T15:00:00.000000000,1242.88062
2023-06-27T16:00:00.000000000,1344.53333
2023-06-27T17:00:00.000000000,1444.52834
2023-06-27T18:00:00.000000000,1469.09533
2023-06-27T19:00:00.000000000,1495.40926
2023-06-27T20:00:00.000000000,1540.7758
2023-06-27T21:00:00.000000000,1564.40104
2023-06-27T22:00:00.000000000,1576.65366
2023-06-27T23:00:00.000000000,1549.86592
2023-06-28T00:00:00.000000000,1580.49401
2023-06-28T01:00:00.000000000,1521.08074
2023-06-28T02:00:00.000000000,1418.89637
2023-06-28T03:00:00.000000000,1274.04885
2023-06-28T04:00:00.000000000,1162.47376
2023-06-28T05:00:00.000000000,1144.21437
2023-06-28T06:00:00.000000000,1114.95503
2023-06-28T07:00:00.000000000,1086.67835
2023-06-28T08:00:00.000000000,1056.62004
2023-06-28T09:00:00.000000000,970.88778
2023-06-28T10:00:00.000000000,957.9479
2023-06-28T11:00:00.000000000,983.6188
2023-06-28T12:00:00.000000000,1013.46297
2023-06-28T13:00:00.000000000,1060.7625
2023-06-28T14:00:00.000000000,1099.53662
2023-06-28T15:00:00.000000000,1180.26335
2023-06-28T16:00:00.000000000,1283.1672
2023-06-28T17:00:00.000000000,1382.35994
2023-06-28T18:00:00.000000000,1412.51457
2023-06-28T19:00:00.000000000,1442.92769
2023-06-28T20:00:00.000000000,1489.33922
2023-06-28T21:00:00.000000000,1512.97552
2023-06-28T22:00:00.000000000,1525.46487
2023-06-28T23:00:00.000000000,1497.8858
2023-06-29T00:00:00.000000000,1500.06833
2023-06-29T01:00:00.000000000,1438.79087
2023-06-29T02:00:00.000000000,1335.55222
2023-06-29T03:00:00.000000000,1190.19854
2023-06-29T04:00:00.000000000,1074.55309
2023-06-29T05:00:00.000000000,1053.44072
2023-06-29T06:00:00.000000000,1025.08478
2023-06-29T07:00:00.000000000,999.81761
2023-06-29T08:00:00.000000000,973.90845
2023-06-29T09:00:00.000000000,895.04821
2023-06-29T10:00:00.000000000,887.12974
2023-06-29T11:00:00.000000000,918.40139
2023-06-29T12:00:00.000000000,955.30879
2023-06-29T13:00:00.000000000,1009.64591
2023-06-29T14:00:00.000000000,1054.30461
2023-06-29T15:00:00.000000000,1140.18692
2023-06-29T16:00:00.000000000,1245.43748
2023-06-29T17:00:00.000000000,1344.18641
2023-06-29T18:00:00.000000000,1376.90965
2023-06-29T19:00:00.000000000,1408.83134
2023-06-29T20:00:00.000000000,1452.21879
2023-06-29T21:00:00.000000000,1471.81906
2023-06-29T22:00:00.000000000,1483.83954
2023-06-29T23:00:00.000000000,1451.13569
2023-06-30T00:00:00.000000000,1427.75753
2023-06-30T01:00:00.000000000,1363.98483
2023-06-30T02:00:00.000000000,1258.65278
2023-06-30T03:00:00.000000000,1112.6376
2023-06-30T04:00:00.000000000,993.63114
2023-06-30T05:00:00.000000000,971.43356
2023-06-30T06:00:00.000000000,945.74567
2023-06-30T07:00:00.000000000,924.92783
2023-06-30T08:00:00.000000000,904.39559
2023-06-30T09:00:00.000000000,832.2894
2023-06-30T10:00:00.000000000,829.91277
2023-06-30T11:00:00.000000000,866.90448
2023-06-30T12:00:00.000000000,911.07773
2023-06-30T13:00:00.000000000,973.19227
2023-06-30T14:00:00.000000000,1023.24199
2023-06-30T15:00:00.000000000,1114.20415
2023-06-30T16:00:00.000000000,1221.72227
2023-06-30T17:00:00.000000000,1319.94247
2023-06-30T18:00:00.000000000,1353.36014
2023-06-30T19:00:00.000000000,1385.2542
2023-06-30T20:00:00.000000000,1423.94882
2023-06-30T21:00:00.000000000,1438.06164
2023-06-30T22:00:00.000000000,1449.30502
2023-06-30T23:00:00.000000000,1410.21291
