Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass,unknown
41712,2023-10-05 00:00:00,2024-07-17 00:00:00,3.1,411.89,2814.0,179.0,2824.0,7.0,97.0,0.0,71.0,333.0,319.0
41713,2023-10-05 01:00:00,2024-07-17 00:00:00,3.1,416.84,2896.0,178.0,2823.0,7.0,96.0,0.0,74.0,330.0,318.0
41714,2023-10-05 02:00:00,2024-07-17 00:00:00,3.1,420.59,2953.0,179.0,2822.0,8.0,97.0,0.0,68.0,330.0,317.0
41715,2023-10-05 03:00:00,2024-07-17 00:00:00,3.1,433.28,3248.0,180.0,2824.0,7.0,155.0,0.0,75.0,335.0,319.0
41716,2023-10-05 04:00:00,2024-07-17 00:00:00,3.1,426.16,3393.0,199.0,2827.0,10.0,415.0,15.0,84.0,334.0,338.0
41717,2023-10-05 05:00:00,2024-07-17 00:00:00,3.1,433.54,3589.0,205.0,2827.0,2.0,390.0,95.0,85.0,338.0,353.0
41718,2023-10-05 06:00:00,2024-07-17 00:00:00,3.1,419.64,3719.0,202.0,2825.0,1.0,379.0,531.0,88.0,349.0,354.0
41719,2023-10-05 07:00:00,2024-07-17 00:00:00,3.1,396.61,3735.0,191.0,2823.0,1.0,480.0,993.0,79.0,343.0,336.0
41720,2023-10-05 08:00:00,2024-07-17 00:00:00,3.1,387.63,3687.0,187.0,2818.0,0.0,198.0,1450.0,92.0,343.0,329.0
41721,2023-10-05 09:00:00,2024-07-17 00:00:00,3.1,370.78,3559.0,185.0,2810.0,0.0,146.0,1762.0,126.0,346.0,322.0
41722,2023-10-05 10:00:00,2024-07-17 00:00:00,3.1,365.79,3442.0,179.0,2798.0,0.0,97.0,1797.0,129.0,348.0,320.0
41723,2023-10-05 11:00:00,2024-07-17 00:00:00,3.1,375.55,3445.0,179.0,2796.0,3.0,99.0,1545.0,121.0,347.0,321.0
41724,2023-10-05 12:00:00,2024-07-17 00:00:00,3.1,403.16,3662.0,179.0,2797.0,8.0,97.0,1139.0,109.0,337.0,323.0
41725,2023-10-05 13:00:00,2024-07-17 00:00:00,3.1,425.31,3767.0,382.0,2794.0,8.0,97.0,791.0,98.0,348.0,327.0
41726,2023-10-05 14:00:00,2024-07-17 00:00:00,3.1,441.23,3810.0,859.0,2791.0,9.0,267.0,383.0,87.0,349.0,330.0
41727,2023-10-05 15:00:00,2024-07-17 00:00:00,3.1,445.99,3889.0,974.0,2793.0,7.0,494.0,136.0,82.0,349.0,344.0
41728,2023-10-05 16:00:00,2024-07-17 00:00:00,3.1,453.76,3929.0,1000.0,2793.0,7.0,480.0,33.0,69.0,350.0,349.0
41729,2023-10-05 17:00:00,2024-07-17 00:00:00,3.1,454.92,3932.0,1011.0,2793.0,10.0,490.0,7.0,70.0,350.0,359.0
41730,2023-10-05 18:00:00,2024-07-17 00:00:00,3.1,453.9,3884.0,1012.0,2794.0,7.0,472.0,0.0,75.0,349.0,362.0
41731,2023-10-05 19:00:00,2024-07-17 00:00:00,3.1,448.13,3790.0,913.0,2801.0,7.0,483.0,0.0,79.0,347.0,348.0
41732,2023-10-05 20:00:00,2024-07-17 00:00:00,3.1,452.8,3786.0,876.0,2805.0,8.0,369.0,0.0,73.0,346.0,322.0
41733,2023-10-05 21:00:00,2024-07-17 00:00:00,3.1,457.77,3747.0,384.0,2807.0,8.0,198.0,0.0,84.0,326.0,321.0
41734,2023-10-05 22:00:00,2024-07-17 00:00:00,3.1,444.07,3444.0,179.0,2807.0,10.0,185.0,0.0,65.0,322.0,323.0
41735,2023-10-05 23:00:00,2024-07-17 00:00:00,3.1,437.5,3308.0,181.0,2812.0,11.0,173.0,0.0,67.0,320.0,327.0
