UTC time,oil,wind,biomass,geothermal,unknown,hydro,nat_gas,nuclear,solar,coal
2023-01-03 04:00:00,364.0,14388.0,2452.0,0.0,352.0,19908.0,21760.0,28256.0,0.0,1828.0
2023-01-03 05:00:00,412.0,14340.0,2536.0,0.0,356.0,22664.0,22556.0,28264.0,0.0,2036.0
2023-01-03 06:00:00,500.0,15040.0,2560.0,0.0,368.0,23604.0,26456.0,28280.0,0.0,2332.0
2023-01-03 07:00:00,512.0,15372.0,2576.0,0.0,376.0,26212.0,30336.0,28272.0,52.0,2592.0
2023-01-03 08:00:00,528.0,13700.0,2596.0,0.0,380.0,26452.0,32492.0,28284.0,3588.0,2804.0
2023-01-03 09:00:00,540.0,11736.0,2600.0,0.0,408.0,24128.0,32064.0,28300.0,15668.0,2944.0
2023-01-03 10:00:00,472.0,10104.0,2576.0,0.0,400.0,22856.0,29128.0,28296.0,25144.0,2976.0
2023-01-03 11:00:00,416.0,9744.0,2548.0,0.0,364.0,24340.0,27712.0,28304.0,28764.0,3012.0
2023-01-03 12:00:00,436.0,9736.0,2512.0,0.0,340.0,23464.0,26044.0,28308.0,30456.0,2988.0
2023-01-03 13:00:00,428.0,9728.0,2524.0,0.0,340.0,22976.0,25840.0,28296.0,31236.0,2928.0
2023-01-03 14:00:00,436.0,9656.0,2536.0,0.0,364.0,20964.0,24612.0,28288.0,32988.0,2868.0
2023-01-03 15:00:00,488.0,9044.0,2580.0,0.0,368.0,22496.0,27932.0,28288.0,28060.0,2840.0
2023-01-03 16:00:00,580.0,8776.0,2588.0,0.0,368.0,26160.0,33800.0,28288.0,11612.0,2776.0
2023-01-03 17:00:00,576.0,10184.0,2572.0,0.0,400.0,27560.0,36984.0,28272.0,1396.0,2540.0
2023-01-03 18:00:00,584.0,11004.0,2568.0,0.0,388.0,29020.0,38960.0,28288.0,224.0,2416.0
2023-01-03 19:00:00,584.0,11300.0,2564.0,0.0,384.0,28540.0,38992.0,28292.0,196.0,2396.0
2023-01-03 20:00:00,576.0,11396.0,2584.0,0.0,392.0,28292.0,39808.0,28304.0,192.0,2228.0
2023-01-03 21:00:00,464.0,11304.0,2568.0,0.0,396.0,25492.0,33716.0,28304.0,192.0,2208.0
2023-01-03 22:00:00,408.0,11756.0,2536.0,0.0,384.0,23228.0,26688.0,28320.0,184.0,2208.0
2023-01-03 23:00:00,400.0,12936.0,2508.0,0.0,380.0,18840.0,20400.0,28336.0,176.0,2208.0
2023-01-04 00:00:00,400.0,13792.0,2500.0,0.0,360.0,17900.0,16436.0,28336.0,176.0,2128.0
2023-01-04 01:00:00,396.0,14292.0,2524.0,0.0,352.0,17220.0,15448.0,28336.0,156.0,1892.0
2023-01-04 02:00:00,396.0,14736.0,2500.0,0.0,336.0,16748.0,15108.0,28332.0,144.0,1900.0
2023-01-04 03:00:00,400.0,15316.0,2508.0,0.0,348.0,15636.0,14852.0,28336.0,144.0,1872.0
2023-01-04 04:00:00,400.0,16004.0,2476.0,0.0,336.0,16628.0,14948.0,28336.0,144.0,1892.0
2023-01-04 05:00:00,400.0,15868.0,2416.0,0.0,332.0,19264.0,16124.0,28336.0,144.0,2128.0
2023-01-04 06:00:00,404.0,15108.0,2412.0,0.0,324.0,24396.0,21144.0,28344.0,144.0,2516.0
2023-01-04 07:00:00,452.0,14240.0,2428.0,0.0,368.0,25676.0,25776.0,28328.0,124.0,2760.0
2023-01-04 08:00:00,464.0,13160.0,2572.0,0.0,388.0,26516.0,26664.0,28332.0,4708.0,2804.0
2023-01-04 09:00:00,464.0,12056.0,2596.0,0.0,392.0,24440.0,26396.0,28336.0,18432.0,2976.0
2023-01-04 10:00:00,420.0,10460.0,2548.0,0.0,376.0,23472.0,24052.0,28324.0,27136.0,2960.0
2023-01-04 11:00:00,400.0,9432.0,2468.0,0.0,372.0,20576.0,23840.0,28324.0,31160.0,2952.0
2023-01-04 12:00:00,400.0,8952.0,2464.0,0.0,364.0,18536.0,23420.0,28312.0,33028.0,2936.0
2023-01-04 13:00:00,392.0,8828.0,2464.0,0.0,376.0,18668.0,22508.0,28304.0,34956.0,2972.0
2023-01-04 14:00:00,400.0,8824.0,2424.0,0.0,380.0,17152.0,21396.0,28316.0,35940.0,2912.0
2023-01-04 15:00:00,392.0,8932.0,2416.0,0.0,356.0,17452.0,23192.0,28320.0,30580.0,2796.0
2023-01-04 16:00:00,464.0,8108.0,2584.0,0.0,364.0,22928.0,28532.0,28316.0,12920.0,2660.0
2023-01-04 17:00:00,588.0,7736.0,2592.0,0.0,384.0,28396.0,32256.0,28320.0,1624.0,2444.0
2023-01-04 18:00:00,632.0,7504.0,2648.0,0.0,392.0,29456.0,33964.0,28320.0,336.0,2380.0
2023-01-04 19:00:00,636.0,7904.0,2632.0,0.0,396.0,29228.0,33420.0,28332.0,272.0,2384.0
2023-01-04 20:00:00,632.0,8488.0,2620.0,0.0,400.0,28408.0,32600.0,28348.0,184.0,2308.0
2023-01-04 21:00:00,536.0,9520.0,2556.0,0.0,400.0,26228.0,29512.0,28352.0,128.0,2176.0
2023-01-04 22:00:00,432.0,10752.0,2428.0,0.0,376.0,25032.0,25976.0,28352.0,128.0,2168.0
2023-01-04 23:00:00,372.0,11188.0,2336.0,0.0,348.0,19788.0,20304.0,28364.0,128.0,1868.0
2023-01-05 00:00:00,304.0,11192.0,2332.0,0.0,336.0,16748.0,18556.0,28356.0,128.0,1076.0
2023-01-05 01:00:00,304.0,11484.0,2276.0,0.0,336.0,15996.0,18088.0,28340.0,128.0,1008.0
2023-01-05 02:00:00,304.0,11648.0,2308.0,0.0,340.0,15052.0,17648.0,28340.0,128.0,1008.0
2023-01-05 03:00:00,304.0,11164.0,2412.0,0.0,332.0,15012.0,17808.0,28352.0,128.0,1008.0
2023-01-05 04:00:00,304.0,10632.0,2420.0,0.0,324.0,15480.0,17524.0,28348.0,128.0,1012.0
2023-01-05 05:00:00,304.0,9748.0,2436.0,0.0,312.0,16740.0,19816.0,28336.0,128.0,1160.0
2023-01-05 06:00:00,304.0,9276.0,2472.0,0.0,312.0,22220.0,28048.0,28340.0,128.0,1372.0
2023-01-05 07:00:00,316.0,9300.0,2540.0,0.0,368.0,26348.0,33688.0,28328.0,192.0,1532.0
2023-01-05 08:00:00,320.0,8936.0,2548.0,0.0,384.0,27432.0,34456.0,28344.0,4772.0,1772.0
2023-01-05 09:00:00,316.0,7892.0,2460.0,0.0,384.0,25768.0,31368.0,28352.0,18908.0,1808.0
2023-01-05 10:00:00,316.0,7232.0,2392.0,0.0,408.0,23360.0,28092.0,28336.0,28724.0,1808.0
2023-01-05 11:00:00,304.0,6808.0,2528.0,0.0,396.0,20404.0,26340.0,28352.0,32956.0,1808.0
2023-01-05 12:00:00,312.0,6604.0,2472.0,0.0,396.0,21120.0,25400.0,28352.0,34132.0,1812.0
2023-01-05 13:00:00,304.0,6168.0,2456.0,0.0,396.0,21860.0,24792.0,28368.0,34848.0,1824.0
2023-01-05 14:00:00,304.0,5484.0,2456.0,0.0,388.0,21596.0,25104.0,28356.0,34312.0,1816.0
2023-01-05 15:00:00,304.0,4832.0,2436.0,0.0,388.0,23140.0,28224.0,28352.0,28732.0,1728.0
2023-01-05 16:00:00,332.0,4164.0,2480.0,0.0,396.0,23624.0,34624.0,28352.0,12904.0,1532.0
2023-01-05 17:00:00,508.0,4348.0,2544.0,0.0,404.0,26504.0,39636.0,28352.0,1924.0,1408.0
2023-01-05 18:00:00,544.0,4668.0,2588.0,0.0,416.0,28524.0,41040.0,28352.0,668.0,1320.0
2023-01-05 19:00:00,560.0,5144.0,2556.0,0.0,408.0,28928.0,40452.0,28348.0,456.0,1320.0
2023-01-05 20:00:00,560.0,5500.0,2592.0,0.0,404.0,28512.0,40460.0,28348.0,260.0,1204.0
2023-01-05 21:00:00,440.0,5988.0,2552.0,0.0,404.0,26936.0,39940.0,28352.0,92.0,1284.0
2023-01-05 22:00:00,332.0,6856.0,2568.0,0.0,408.0,24672.0,38336.0,28348.0,88.0,1444.0
2023-01-05 23:00:00,300.0,8112.0,2536.0,0.0,388.0,20696.0,24952.0,28344.0,84.0,1464.0
2023-01-06 00:00:00,304.0,8828.0,2460.0,0.0,364.0,19168.0,18784.0,28348.0,80.0,1440.0
2023-01-06 01:00:00,304.0,9052.0,2436.0,0.0,360.0,19360.0,18644.0,28356.0,80.0,1440.0
2023-01-06 02:00:00,304.0,8820.0,2432.0,0.0,344.0,17768.0,17532.0,28356.0,80.0,1572.0
2023-01-06 03:00:00,304.0,9384.0,2400.0,0.0,352.0,17156.0,16244.0,28352.0,80.0,1776.0
2023-01-06 04:00:00,304.0,9968.0,2468.0,0.0,360.0,17860.0,18432.0,28344.0,80.0,1768.0
2023-01-06 05:00:00,304.0,11168.0,2404.0,0.0,340.0,20544.0,20620.0,28344.0,80.0,1704.0
2023-01-06 06:00:00,304.0,11172.0,2460.0,0.0,356.0,23116.0,22404.0,28336.0,88.0,1300.0
2023-01-06 07:00:00,304.0,10980.0,2496.0,0.0,376.0,23632.0,22528.0,28340.0,176.0,780.0
2023-01-06 08:00:00,288.0,11440.0,2552.0,0.0,384.0,24132.0,20496.0,28352.0,4760.0,768.0
2023-01-06 09:00:00,280.0,10832.0,2540.0,0.0,408.0,21740.0,16544.0,28348.0,17772.0,784.0
2023-01-06 10:00:00,300.0,9720.0,2504.0,0.0,400.0,19540.0,14208.0,28336.0,26164.0,816.0
2023-01-06 11:00:00,284.0,9532.0,2448.0,0.0,396.0,17364.0,13676.0,28336.0,30224.0,808.0
2023-01-06 12:00:00,260.0,9992.0,2456.0,0.0,400.0,17068.0,13424.0,28340.0,31524.0,752.0
2023-01-06 13:00:00,260.0,10924.0,2484.0,0.0,388.0,17368.0,13868.0,28336.0,31768.0,752.0
2023-01-06 14:00:00,284.0,12084.0,2504.0,0.0,400.0,16668.0,14516.0,28336.0,31424.0,752.0
2023-01-06 15:00:00,304.0,13572.0,2424.0,0.0,392.0,16852.0,13948.0,28344.0,26228.0,752.0
2023-01-06 16:00:00,300.0,15940.0,2548.0,0.0,408.0,21408.0,19028.0,28336.0,11728.0,752.0
2023-01-06 17:00:00,272.0,18680.0,2588.0,0.0,408.0,22764.0,24072.0,28336.0,1588.0,752.0
2023-01-06 18:00:00,276.0,20796.0,2544.0,0.0,408.0,25604.0,24200.0,28336.0,288.0,752.0
2023-01-06 19:00:00,312.0,23228.0,2512.0,0.0,416.0,26116.0,23936.0,28328.0,80.0,752.0
2023-01-06 20:00:00,308.0,25544.0,2500.0,0.0,416.0,26284.0,23260.0,28324.0,80.0,752.0
2023-01-06 21:00:00,304.0,27864.0,2472.0,0.0,404.0,24624.0,22312.0,28324.0,80.0,752.0
2023-01-06 22:00:00,304.0,29476.0,2416.0,0.0,396.0,18808.0,21340.0,28336.0,80.0,752.0
2023-01-06 23:00:00,204.0,31344.0,1972.0,0.0,376.0,16220.0,17136.0,28324.0,80.0,752.0
2023-01-07 00:00:00,176.0,33496.0,1732.0,0.0,372.0,14704.0,14560.0,26888.0,80.0,752.0
2023-01-07 01:00:00,176.0,35884.0,1736.0,0.0,384.0,14580.0,14800.0,23248.0,80.0,752.0
2023-01-07 02:00:00,172.0,36724.0,1736.0,0.0,380.0,13628.0,15784.0,22612.0,80.0,752.0
2023-01-07 03:00:00,176.0,37548.0,1716.0,0.0,364.0,13888.0,15496.0,22636.0,80.0,752.0
2023-01-07 04:00:00,176.0,39176.0,1740.0,0.0,352.0,13756.0,15416.0,22644.0,80.0,752.0
2023-01-07 05:00:00,176.0,40648.0,1760.0,0.0,340.0,14004.0,15768.0,22648.0,80.0,752.0
2023-01-07 06:00:00,176.0,43244.0,1744.0,0.0,344.0,14192.0,14744.0,22660.0,80.0,752.0
2023-01-07 07:00:00,176.0,45544.0,1776.0,0.0,348.0,15120.0,14976.0,22672.0,164.0,752.0
2023-01-07 08:00:00,176.0,47192.0,1780.0,0.0,352.0,14804.0,13408.0,22688.0,3592.0,752.0
2023-01-07 09:00:00,176.0,50160.0,1792.0,0.0,348.0,12960.0,11976.0,22672.0,12340.0,752.0
2023-01-07 10:00:00,176.0,51208.0,1756.0,0.0,352.0,14212.0,11436.0,22688.0,18680.0,752.0
2023-01-07 11:00:00,176.0,51560.0,1784.0,0.0,352.0,12628.0,10804.0,22684.0,21912.0,752.0
2023-01-07 12:00:00,176.0,54440.0,1808.0,0.0,360.0,13676.0,11216.0,22692.0,21908.0,752.0
2023-01-07 13:00:00,176.0,57560.0,1788.0,0.0,340.0,13472.0,11476.0,22684.0,20684.0,752.0
2023-01-07 14:00:00,176.0,58236.0,1800.0,0.0,344.0,13784.0,10700.0,22680.0,17708.0,752.0
2023-01-07 15:00:00,176.0,60008.0,1804.0,0.0,352.0,13224.0,10692.0,22676.0,11608.0,752.0
2023-01-07 16:00:00,176.0,61792.0,1788.0,0.0,360.0,13772.0,11080.0,22660.0,3800.0,752.0
2023-01-07 17:00:00,176.0,61320.0,1768.0,0.0,384.0,15880.0,12012.0,22664.0,324.0,752.0
2023-01-07 18:00:00,176.0,61396.0,1720.0,0.0,412.0,16464.0,12484.0,22660.0,176.0,752.0
2023-01-07 19:00:00,176.0,63116.0,1720.0,0.0,416.0,16948.0,12500.0,22676.0,176.0,752.0
2023-01-07 20:00:00,176.0,62392.0,1700.0,0.0,416.0,17632.0,12536.0,22408.0,176.0,752.0
2023-01-07 21:00:00,176.0,60752.0,1664.0,0.0,408.0,16528.0,11584.0,21496.0,176.0,752.0
2023-01-07 22:00:00,176.0,59636.0,1692.0,0.0,372.0,14096.0,11544.0,20556.0,176.0,752.0
2023-01-07 23:00:00,176.0,59996.0,1696.0,0.0,356.0,13800.0,12120.0,20128.0,176.0,752.0
2023-01-08 00:00:00,176.0,57592.0,1684.0,0.0,336.0,13012.0,12672.0,20136.0,176.0,752.0
2023-01-08 01:00:00,172.0,55692.0,1704.0,0.0,348.0,12072.0,12644.0,20148.0,176.0,752.0
2023-01-08 02:00:00,176.0,53556.0,1704.0,0.0,348.0,11768.0,12872.0,20144.0,176.0,752.0
2023-01-08 03:00:00,176.0,50220.0,1712.0,0.0,348.0,12296.0,13260.0,20156.0,176.0,752.0
2023-01-08 04:00:00,176.0,51064.0,1700.0,0.0,344.0,11708.0,12884.0,20160.0,176.0,752.0
2023-01-08 05:00:00,176.0,50848.0,1712.0,0.0,340.0,11956.0,13308.0,20172.0,176.0,752.0
2023-01-08 06:00:00,176.0,51264.0,1740.0,0.0,336.0,12156.0,13156.0,20176.0,176.0,876.0
2023-01-08 07:00:00,176.0,52064.0,1768.0,0.0,336.0,12448.0,13968.0,20168.0,236.0,1140.0
2023-01-08 08:00:00,176.0,55860.0,1772.0,0.0,336.0,12808.0,12252.0,20160.0,1172.0,1416.0
2023-01-08 09:00:00,176.0,60488.0,1760.0,0.0,348.0,12840.0,12932.0,20172.0,3588.0,1680.0
2023-01-08 10:00:00,176.0,61844.0,1736.0,0.0,336.0,13516.0,14184.0,20176.0,6576.0,1776.0
2023-01-08 11:00:00,176.0,64720.0,1744.0,0.0,336.0,14372.0,11328.0,20168.0,9596.0,1616.0
2023-01-08 12:00:00,176.0,68956.0,1748.0,0.0,352.0,14144.0,10284.0,20168.0,11440.0,1064.0
2023-01-08 13:00:00,176.0,70228.0,1736.0,0.0,352.0,14312.0,10808.0,20164.0,11444.0,1016.0
2023-01-08 14:00:00,176.0,69584.0,1728.0,0.0,356.0,13380.0,11028.0,20160.0,8924.0,1012.0
2023-01-08 15:00:00,176.0,69064.0,1712.0,0.0,356.0,12836.0,10832.0,20164.0,5904.0,1016.0
2023-01-08 16:00:00,176.0,68052.0,1720.0,0.0,344.0,14324.0,11004.0,20128.0,2496.0,1016.0
2023-01-08 17:00:00,176.0,69484.0,1720.0,0.0,344.0,15796.0,10708.0,20144.0,400.0,1020.0
2023-01-08 18:00:00,176.0,71524.0,1732.0,0.0,352.0,16820.0,10320.0,20144.0,288.0,1016.0
2023-01-08 19:00:00,176.0,72336.0,1748.0,0.0,352.0,18124.0,10092.0,20144.0,288.0,1016.0
2023-01-08 20:00:00,176.0,72280.0,1756.0,0.0,352.0,18472.0,10128.0,20152.0,288.0,1012.0
2023-01-08 21:00:00,176.0,70516.0,1752.0,0.0,348.0,16848.0,9144.0,20160.0,196.0,1008.0
2023-01-08 22:00:00,176.0,67940.0,1740.0,0.0,344.0,14800.0,9828.0,20164.0,176.0,1020.0
2023-01-08 23:00:00,176.0,61192.0,1756.0,0.0,340.0,14580.0,12312.0,20292.0,176.0,1008.0
2023-01-09 00:00:00,176.0,58860.0,1748.0,0.0,320.0,13840.0,12276.0,20584.0,176.0,1012.0
2023-01-09 01:00:00,168.0,56736.0,1756.0,0.0,344.0,12152.0,12108.0,20820.0,176.0,1024.0
2023-01-09 02:00:00,168.0,54140.0,1736.0,0.0,328.0,11752.0,11992.0,21060.0,176.0,1056.0
2023-01-09 03:00:00,176.0,52316.0,1760.0,0.0,324.0,12312.0,11884.0,21288.0,176.0,1056.0
2023-01-09 04:00:00,176.0,51952.0,1756.0,0.0,332.0,13352.0,12012.0,21524.0,176.0,1052.0
2023-01-09 05:00:00,176.0,56152.0,1800.0,0.0,324.0,14408.0,12528.0,21760.0,176.0,1040.0
2023-01-09 06:00:00,204.0,59284.0,1924.0,0.0,336.0,16884.0,15432.0,22392.0,176.0,1048.0
2023-01-09 07:00:00,352.0,57132.0,2208.0,0.0,344.0,18008.0,17932.0,23628.0,256.0,1212.0
2023-01-09 08:00:00,384.0,54492.0,2472.0,0.0,364.0,19524.0,18448.0,24704.0,3020.0,1220.0
2023-01-09 09:00:00,356.0,50932.0,2512.0,0.0,352.0,17996.0,16376.0,25112.0,14540.0,1416.0
2023-01-09 10:00:00,340.0,49544.0,2552.0,0.0,336.0,15772.0,14124.0,25440.0,23316.0,1568.0
2023-01-09 11:00:00,384.0,48644.0,2620.0,0.0,336.0,17236.0,13320.0,25760.0,26360.0,1756.0
2023-01-09 12:00:00,392.0,50128.0,2644.0,0.0,356.0,17068.0,12456.0,26092.0,27860.0,1824.0
2023-01-09 13:00:00,396.0,49576.0,2688.0,0.0,372.0,16344.0,12984.0,26420.0,28468.0,1824.0
2023-01-09 14:00:00,400.0,49144.0,2520.0,0.0,360.0,15588.0,14216.0,26740.0,27060.0,1824.0
2023-01-09 15:00:00,400.0,47560.0,2412.0,0.0,376.0,16832.0,16320.0,27132.0,23180.0,1732.0
2023-01-09 16:00:00,440.0,46308.0,2552.0,0.0,372.0,20588.0,21688.0,27448.0,10156.0,1472.0
2023-01-09 17:00:00,560.0,42344.0,2376.0,0.0,392.0,24624.0,25968.0,27768.0,1064.0,1324.0
2023-01-09 18:00:00,576.0,41516.0,2392.0,0.0,400.0,27228.0,26868.0,27908.0,140.0,1132.0
2023-01-09 19:00:00,580.0,41292.0,2400.0,0.0,396.0,27480.0,26908.0,28060.0,124.0,1016.0
2023-01-09 20:00:00,528.0,42556.0,2484.0,0.0,396.0,26472.0,24832.0,28168.0,120.0,1020.0
2023-01-09 21:00:00,564.0,43656.0,2544.0,0.0,408.0,23364.0,21980.0,28228.0,120.0,1020.0
2023-01-09 22:00:00,484.0,43352.0,2532.0,0.0,416.0,20816.0,18856.0,28248.0,112.0,1020.0
2023-01-09 23:00:00,372.0,39936.0,2476.0,0.0,364.0,21504.0,16704.0,28236.0,108.0,1036.0
2023-01-10 00:00:00,364.0,39104.0,2384.0,0.0,328.0,21372.0,14596.0,28248.0,100.0,1088.0
2023-01-10 01:00:00,368.0,37140.0,2480.0,0.0,332.0,20372.0,15012.0,28276.0,100.0,1088.0
2023-01-10 02:00:00,368.0,35184.0,2536.0,0.0,336.0,20652.0,15440.0,28264.0,100.0,1104.0
2023-01-10 03:00:00,368.0,36020.0,2488.0,0.0,340.0,19556.0,15540.0,28288.0,96.0,1236.0
2023-01-10 04:00:00,368.0,37884.0,2480.0,0.0,344.0,18792.0,15256.0,28280.0,96.0,1384.0
2023-01-10 05:00:00,388.0,39044.0,2444.0,0.0,364.0,18176.0,15840.0,28272.0,96.0,1612.0
2023-01-10 06:00:00,428.0,38452.0,2468.0,0.0,364.0,23360.0,20136.0,28260.0,100.0,1928.0
2023-01-10 07:00:00,440.0,36876.0,2556.0,0.0,360.0,26968.0,23008.0,28268.0,188.0,2440.0
2023-01-10 08:00:00,404.0,34888.0,2612.0,0.0,384.0,27740.0,23248.0,28308.0,4636.0,2916.0
2023-01-10 09:00:00,404.0,32760.0,2508.0,0.0,356.0,26360.0,20636.0,28324.0,15684.0,3028.0
2023-01-10 10:00:00,352.0,31252.0,2444.0,0.0,344.0,25448.0,18692.0,28324.0,22228.0,3012.0
2023-01-10 11:00:00,368.0,29588.0,2484.0,0.0,360.0,26564.0,17964.0,28300.0,25136.0,2980.0
2023-01-10 12:00:00,384.0,29008.0,2516.0,0.0,368.0,27000.0,17016.0,28300.0,26180.0,2800.0
2023-01-10 13:00:00,384.0,29588.0,2496.0,0.0,368.0,25296.0,15552.0,28300.0,26748.0,2868.0
2023-01-10 14:00:00,380.0,30820.0,2532.0,0.0,368.0,24840.0,15676.0,28280.0,26472.0,2916.0
2023-01-10 15:00:00,392.0,31144.0,2608.0,0.0,388.0,25336.0,16436.0,28244.0,21976.0,3012.0
2023-01-10 16:00:00,452.0,31088.0,2704.0,0.0,412.0,26440.0,19440.0,28244.0,9556.0,3240.0
2023-01-10 17:00:00,464.0,32272.0,2680.0,0.0,428.0,28760.0,22916.0,28256.0,1224.0,3456.0
