,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,other
0,2023-08-06 00:00:00,2023-08-07 21:51:59,3.0,412.19,30987.0,39053.0,11650.0,1896.0,694.0,8226.0,799.0
1,2023-08-06 01:00:00,2023-08-07 21:51:59,3.0,408.8,29899.0,37752.0,11652.0,1581.0,203.0,8990.0,794.0
2,2023-08-06 02:00:00,2023-08-07 21:51:59,3.0,407.23,28939.0,36533.0,11649.0,763.0,3.0,9635.0,781.0
3,2023-08-06 03:00:00,2023-08-07 21:51:59,3.0,398.47,27436.0,34258.0,11573.0,477.0,1.0,10732.0,765.0
4,2023-08-06 04:00:00,2023-08-07 21:51:59,3.0,383.75,24670.0,31123.0,11491.0,494.0,1.0,11466.0,760.0
5,2023-08-06 05:00:00,2023-08-07 21:51:59,3.0,376.94,22029.0,28676.0,11477.0,471.0,1.0,10310.0,761.0
6,2023-08-06 06:00:00,2023-08-07 21:51:59,3.0,385.43,22062.0,27422.0,11429.0,468.0,1.0,8822.0,769.0
7,2023-08-06 07:00:00,2023-08-07 21:51:59,3.0,375.65,20471.0,26389.0,11449.0,470.0,1.0,9038.0,771.0
8,2023-08-06 08:00:00,2023-08-07 21:51:59,3.0,370.46,18835.0,25643.0,11489.0,470.0,1.0,8239.0,771.0
9,2023-08-06 09:00:00,2023-08-07 21:51:59,3.0,364.98,17644.0,24655.0,11488.0,472.0,1.0,7917.0,769.0
10,2023-08-06 10:00:00,2023-08-07 21:51:59,3.0,356.15,16542.0,23720.0,11627.0,471.0,1.0,8049.0,762.0
11,2023-08-06 11:00:00,2023-08-07 21:51:59,3.0,359.22,16568.0,23995.0,11660.0,473.0,1.0,7533.0,768.0
12,2023-08-06 12:00:00,2023-08-07 21:51:59,3.0,357.8,16638.0,24235.0,11661.0,475.0,61.0,7803.0,777.0
13,2023-08-06 13:00:00,2023-08-07 21:51:59,3.0,363.67,17951.0,25484.0,11658.0,486.0,636.0,7683.0,785.0
14,2023-08-06 14:00:00,2023-08-07 21:51:59,3.0,374.4,19767.0,26400.0,11653.0,522.0,1278.0,7018.0,791.0
15,2023-08-06 15:00:00,2023-08-07 21:51:59,3.0,389.22,21900.0,28286.0,11649.0,523.0,1467.0,6206.0,793.0
16,2023-08-06 16:00:00,2023-08-07 21:51:59,3.0,401.12,24227.0,30054.0,11646.0,555.0,1447.0,6040.0,792.0
17,2023-08-06 17:00:00,2023-08-07 21:51:59,3.0,407.4,26062.0,31179.0,11640.0,558.0,1488.0,6333.0,791.0
18,2023-08-06 18:00:00,2023-08-07 21:51:59,3.0,405.53,27126.0,32512.0,11637.0,838.0,1642.0,7075.0,791.0
19,2023-08-06 19:00:00,2023-08-07 21:51:59,3.0,405.8,28010.0,33925.0,11631.0,906.0,1635.0,7614.0,792.0
20,2023-08-06 20:00:00,2023-08-07 21:51:59,3.0,400.26,28351.0,34670.0,11638.0,1956.0,1548.0,8064.0,794.0
21,2023-08-06 21:00:00,2023-08-07 21:51:59,3.0,393.61,28234.0,35086.0,11630.0,2624.0,1572.0,8716.0,793.0
22,2023-08-06 22:00:00,2023-08-07 21:51:59,3.0,394.22,28647.0,36255.0,11629.0,2926.0,1382.0,8784.0,804.0
23,2023-08-06 23:00:00,2023-08-07 21:51:59,3.0,395.81,29016.0,36195.0,11627.0,2727.0,1361.0,8993.0,816.0
