UTC time,creation_time (UTC),version,coal,nat_gas,nuclear,hydro,solar,wind,other
2023-08-30 00:00:00,2023-09-02 22:35:24,3.0,31542.0,39005.0,10515.0,2518.0,993.0,5764.0,778.0
2023-08-30 01:00:00,2023-09-02 22:35:24,3.0,31842.0,38508.0,10518.0,1950.0,165.0,4542.0,780.0
2023-08-30 02:00:00,2023-09-02 22:35:24,3.0,30798.0,37353.0,10522.0,1293.0,88.0,5732.0,784.0
2023-08-30 03:00:00,2023-09-02 22:35:24,3.0,28432.0,35036.0,10526.0,674.0,88.0,6840.0,798.0
2023-08-30 04:00:00,2023-09-02 22:35:24,3.0,25735.0,31792.0,10529.0,532.0,88.0,7315.0,794.0
2023-08-30 05:00:00,2023-09-02 22:35:24,3.0,23382.0,28985.0,10533.0,507.0,88.0,7727.0,769.0
2023-08-30 06:00:00,2023-09-02 22:35:24,3.0,20807.0,26713.0,10542.0,501.0,88.0,7948.0,763.0
2023-08-30 07:00:00,2023-09-02 22:35:24,3.0,18351.0,26114.0,10549.0,503.0,88.0,7873.0,763.0
2023-08-30 08:00:00,2023-09-02 22:35:24,3.0,16753.0,25936.0,10553.0,502.0,87.0,7510.0,762.0
2023-08-30 09:00:00,2023-09-02 22:35:24,3.0,16235.0,26374.0,10562.0,498.0,88.0,6563.0,763.0
2023-08-30 10:00:00,2023-09-02 22:35:24,3.0,17590.0,26613.0,10569.0,495.0,87.0,6263.0,761.0
2023-08-30 11:00:00,2023-09-02 22:35:24,3.0,19858.0,27370.0,10571.0,495.0,88.0,6422.0,770.0
2023-08-30 12:00:00,2023-09-02 22:35:24,3.0,21889.0,28484.0,10575.0,504.0,119.0,6148.0,771.0
2023-08-30 13:00:00,2023-09-02 22:35:24,3.0,22447.0,29027.0,10582.0,516.0,838.0,6323.0,778.0
2023-08-30 14:00:00,2023-09-02 22:35:24,3.0,22785.0,29852.0,10577.0,498.0,2068.0,5428.0,798.0
2023-08-30 15:00:00,2023-09-02 22:35:24,3.0,22933.0,31438.0,10576.0,495.0,2566.0,4388.0,799.0
2023-08-30 16:00:00,2023-09-02 22:35:24,3.0,23588.0,32624.0,10571.0,504.0,2900.0,4354.0,814.0
2023-08-30 17:00:00,2023-09-02 22:35:24,3.0,25175.0,34005.0,10565.0,509.0,3008.0,4439.0,810.0
2023-08-30 18:00:00,2023-09-02 22:35:24,3.0,26443.0,34802.0,10561.0,533.0,3070.0,4303.0,799.0
2023-08-30 19:00:00,2023-09-02 22:35:24,3.0,27338.0,35534.0,10556.0,1283.0,3069.0,4534.0,796.0
2023-08-30 20:00:00,2023-09-02 22:35:24,3.0,27494.0,36306.0,10551.0,1949.0,2975.0,4838.0,791.0
2023-08-30 21:00:00,2023-09-02 22:35:24,3.0,27592.0,36670.0,10552.0,2706.0,3168.0,5251.0,814.0
2023-08-30 22:00:00,2023-09-02 22:35:24,3.0,27788.0,36943.0,10547.0,2758.0,2999.0,5728.0,822.0
2023-08-30 23:00:00,2023-09-02 22:35:24,3.0,27449.0,36507.0,10541.0,2407.0,2685.0,6251.0,811.0
