,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,other
0,2023-08-13 00:00:00,2023-08-15 01:14:24,3.0,418.16,30247.0,44976.0,11655.0,2623.0,1443.0,4163.0,899.0
1,2023-08-13 01:00:00,2023-08-15 01:14:24,3.0,431.23,30056.0,43727.0,11655.0,2296.0,355.0,2690.0,870.0
2,2023-08-13 02:00:00,2023-08-15 01:14:24,3.0,435.53,29218.0,41878.0,11663.0,1949.0,4.0,2126.0,860.0
3,2023-08-13 03:00:00,2023-08-15 01:14:24,3.0,440.88,28522.0,39730.0,11669.0,773.0,1.0,2074.0,850.0
4,2023-08-13 04:00:00,2023-08-15 01:14:24,3.0,439.57,27407.0,36403.0,11673.0,509.0,1.0,2296.0,849.0
5,2023-08-13 05:00:00,2023-08-15 01:14:24,3.0,436.91,26221.0,33307.0,11682.0,481.0,1.0,2387.0,830.0
6,2023-08-13 06:00:00,2023-08-15 01:14:24,3.0,433.02,24665.0,31349.0,11689.0,486.0,1.0,2159.0,830.0
7,2023-08-13 07:00:00,2023-08-15 01:14:24,3.0,423.08,22545.0,29556.0,11693.0,504.0,0.0,2346.0,827.0
8,2023-08-13 08:00:00,2023-08-15 01:14:24,3.0,411.58,20761.0,28384.0,11695.0,531.0,1.0,2808.0,823.0
9,2023-08-13 09:00:00,2023-08-15 01:14:24,3.0,401.49,19343.0,27675.0,11700.0,522.0,1.0,3235.0,823.0
10,2023-08-13 10:00:00,2023-08-15 01:14:24,3.0,397.81,18445.0,27289.0,11699.0,512.0,1.0,3041.0,823.0
11,2023-08-13 11:00:00,2023-08-15 01:14:24,3.0,399.06,18597.0,27158.0,11698.0,504.0,1.0,3003.0,822.0
12,2023-08-13 12:00:00,2023-08-15 01:14:24,3.0,392.5,18583.0,26891.0,11701.0,505.0,137.0,3898.0,823.0
13,2023-08-13 13:00:00,2023-08-15 01:14:24,3.0,378.1,18367.0,27120.0,11698.0,530.0,1117.0,5055.0,824.0
14,2023-08-13 14:00:00,2023-08-15 01:14:24,3.0,391.58,20635.0,28934.0,11694.0,577.0,1969.0,3967.0,825.0
15,2023-08-13 15:00:00,2023-08-15 01:14:24,3.0,412.79,23907.0,31154.0,11688.0,603.0,2116.0,2797.0,825.0
16,2023-08-13 16:00:00,2023-08-15 01:14:24,3.0,419.69,26194.0,33044.0,11686.0,605.0,2058.0,3292.0,846.0
17,2023-08-13 17:00:00,2023-08-15 01:14:24,3.0,415.93,26738.0,34962.0,11690.0,575.0,2125.0,4187.0,836.0
18,2023-08-13 18:00:00,2023-08-15 01:14:24,3.0,416.44,28044.0,37035.0,11686.0,927.0,2047.0,4668.0,848.0
19,2023-08-13 19:00:00,2023-08-15 01:14:24,3.0,415.53,28875.0,38531.0,11679.0,1940.0,2023.0,4402.0,854.0
20,2023-08-13 20:00:00,2023-08-15 01:14:24,3.0,421.19,29743.0,40677.0,11671.0,2425.0,1851.0,3348.0,855.0
21,2023-08-13 21:00:00,2023-08-15 01:14:24,3.0,421.71,30003.0,41597.0,11665.0,2665.0,1645.0,3305.0,860.0
22,2023-08-13 22:00:00,2023-08-15 01:14:24,3.0,422.34,30146.0,42714.0,11662.0,2911.0,1124.0,3427.0,871.0
23,2023-08-13 23:00:00,2023-08-15 01:14:24,3.0,424.44,30313.0,42693.0,11663.0,2755.0,753.0,3626.0,870.0
