datetime,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_oil_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_other_production_forecast
2023-08-05 00:00:00,3.367279564259888,296.6617161876743,288.6684377982334,36.0021604540023,0.5328599716418031,33145.12769,50583.15226,11531.78982,2529.12971,10521.04997,3111.74005,383.05062
2023-08-05 01:00:00,3.367279564259888,296.6617161876743,288.6684377982334,36.0021604540023,0.5328599716418031,33444.60304,48348.19412,11539.56267,2470.8763,5290.6699,3600.88992,424.75292
2023-08-05 02:00:00,3.367279564259888,296.6617161876743,288.6684377982334,36.0021604540023,0.5328599716418031,33081.80297,46321.88304,11541.52952,2285.65766,712.93,3815.99005,443.0912
2023-08-05 03:00:00,3.367279564259888,296.6617161876743,288.6684377982334,36.0021604540023,0.5328599716418031,31888.76213,44121.53449,11542.84227,2107.9736,2.59,3888.06007,449.23551
2023-08-05 04:00:00,3.1398782134515475,295.01118921011107,288.6725928069933,36.0021604540023,0.5328599716418031,30716.95542,42178.0269,11537.94422,1817.27332,0.0,3853.36,446.27716
2023-08-05 05:00:00,3.1398782134515475,295.01118921011107,288.6725928069933,36.0021604540023,0.5328599716418031,29532.75803,39236.63471,11533.39798,1562.60532,0.0,3753.33994,437.74999
2023-08-05 06:00:00,3.1398782134515475,295.01118921011107,288.6725928069933,36.0021604540023,0.5328599716418031,28277.80879,36350.33171,11504.29705,1251.70024,0.0,3641.41994,428.20829
2023-08-05 07:00:00,2.986322329483844,293.9230272824299,288.5815116670346,18.00104608064175,0.912414650916028,26582.68525,33476.45902,11508.46897,1058.29919,0.0,3583.8799,423.30273
2023-08-05 08:00:00,2.986322329483844,293.9230272824299,288.5815116670346,18.00104608064175,0.912414650916028,25107.22075,30817.15222,11510.12669,834.23429,0.0,3463.75004,413.06111
2023-08-05 09:00:00,2.986322329483844,293.9230272824299,288.5815116670346,18.00104608064175,0.912414650916028,24269.24063,28826.87365,11512.22389,650.91858,0.0,3332.60014,401.87997
2023-08-05 10:00:00,2.941978372559668,293.6863243720294,288.72755754836953,0.0,1.2229922926881316,23636.50522,27707.30066,11472.17113,467.40807,0.0,3185.70985,389.35689
2023-08-05 11:00:00,2.941978372559668,293.6863243720294,288.72755754836953,0.0,1.2229922926881316,23879.85121,28210.32897,11459.27533,466.78775,0.0,2973.15004,371.23518
2023-08-05 12:00:00,2.941978372559668,293.6863243720294,288.72755754836953,0.0,1.2229922926881316,24502.27642,29727.49841,11449.87373,494.65312,0.23,2663.50004,344.83608
2023-08-05 13:00:00,3.7504632880788007,298.8958342883847,288.7660495014836,4.162205099135599,1.669891669588096,25528.89056,31825.08342,11428.91615,615.26762,1477.58999,2239.43008,308.68214
2023-08-05 14:00:00,3.7504632880788007,298.8958342883847,288.7660495014836,4.162205099135599,1.669891669588096,27152.92749,34685.07677,11437.89808,680.21878,6563.4402,1686.57993,261.5491
2023-08-05 15:00:00,3.7504632880788007,298.8958342883847,288.7660495014836,4.162205099135599,1.669891669588096,28655.49315,37784.011,11449.77272,813.16154,11149.30029,1146.74996,215.52608
2023-08-05 16:00:00,3.922364622644126,302.996215394824,287.81035645773403,280.8038372084948,2.067769714832348,29783.19851,40924.74775,11452.09329,1035.44723,12730.72967,772.61,183.62892
2023-08-05 17:00:00,3.922364622644126,302.996215394824,287.81035645773403,280.8038372084948,2.067769714832348,30932.63373,44245.95774,11456.48325,1279.48143,13317.87999,552.91,164.89847
2023-08-05 18:00:00,3.922364622644126,302.996215394824,287.81035645773403,280.8038372084948,2.067769714832348,32045.92263,46414.78274,11457.00507,1530.92977,13619.70011,465.86999,157.4779
2023-08-05 19:00:00,4.387196086508457,304.0848385567678,286.97219352832815,487.0158518154191,2.390267642544249,32966.31673,47807.52894,11457.03938,1753.15034,13699.89021,526.73001,162.6665
2023-08-05 20:00:00,4.387196086508457,304.0848385567678,286.97219352832815,487.0158518154191,2.390267642544249,33446.72538,48536.95947,11448.31664,1904.96365,13682.81041,747.64998,181.50096
2023-08-05 21:00:00,4.387196086508457,304.0848385567678,286.97219352832815,487.0158518154191,2.390267642544249,33467.63762,48058.5529,11449.85467,2086.24976,13573.19005,1131.48001,214.22425
2023-08-05 22:00:00,4.750857563957382,300.8495993989309,287.6548698692292,728.4586948150553,2.781248460493138,33675.56906,47585.09914,11465.21284,2248.16101,13206.05962,1709.41001,263.49547
2023-08-05 23:00:00,4.750857563957382,300.8495993989309,287.6548698692292,728.4586948150553,2.781248460493138,33851.33277,46667.67869,11475.73089,2339.91438,12498.75994,2328.80995,316.30219
2023-08-06 00:00:00,4.750857563957382,300.8495993989309,287.6548698692292,728.4586948150553,2.781248460493138,33629.43337,48389.96531,11355.01687,2827.29476,8300.90408,2180.33929,215.99385
2023-08-06 01:00:00,4.145504899438526,296.09621228721034,287.6748104928664,548.5385111346609,3.670885679232611,34090.11648,46066.64515,11362.19814,2766.1387,5606.82532,2232.85724,226.42103
2023-08-06 02:00:00,4.145504899438526,296.09621228721034,287.6748104928664,548.5385111346609,3.670885679232611,33867.90162,43920.86884,11364.04339,2555.85057,1411.62379,2318.41209,229.86982
2023-08-06 03:00:00,4.145504899438526,296.09621228721034,287.6748104928664,548.5385111346609,3.670885679232611,32765.7652,41612.07029,11365.61268,2370.89655,0.0,2437.77723,238.38687
2023-08-06 04:00:00,3.752438777251372,294.2802744829122,287.9052468950803,34.266732940024426,4.68074266657034,31648.22089,39585.09866,11361.3588,2082.10038,0.0,2598.42429,245.25069
2023-08-06 05:00:00,3.752438777251372,294.2802744829122,287.9052468950803,34.266732940024426,4.68074266657034,30463.83894,36687.85093,11357.34811,1840.64715,0.0,2747.30893,243.76272
2023-08-06 06:00:00,3.752438777251372,294.2802744829122,287.9052468950803,34.266732940024426,4.68074266657034,29149.98778,33891.52868,11329.47912,1505.14524,0.0,2772.43406,245.93607
2023-08-06 07:00:00,3.4895069394621787,293.17595799409725,287.9582806672054,17.133482025767172,5.250423738455512,27343.36518,31178.78275,11333.89538,1315.39288,0.0,2767.73415,246.00738
2023-08-06 08:00:00,3.4895069394621787,293.17595799409725,287.9582806672054,17.133482025767172,5.250423738455512,25736.40354,28710.85215,11335.75778,1094.4222,0.0,2799.96354,246.48691
2023-08-06 09:00:00,3.4895069394621787,293.17595799409725,287.9582806672054,17.133482025767172,5.250423738455512,24767.51428,26912.1221,11338.08674,920.84099,0.0,2926.63056,250.79681
2023-08-06 10:00:00,3.2621337135795683,292.7958825413525,288.20607733520825,0.0,5.638827430645098,24018.60164,26001.48728,11299.82435,721.46082,721.46215,3075.0536,254.72914
2023-08-06 11:00:00,3.2621337135795683,292.7958825413525,288.20607733520825,0.0,5.638827430645098,24174.06256,26628.666,11287.4355,745.89148,1231.91114,3232.08885,249.66942
2023-08-06 12:00:00,3.2621337135795683,292.7958825413525,288.20607733520825,0.0,5.638827430645098,24730.56001,28216.89006,11278.43108,789.48369,1971.73293,3296.68101,246.77986
2023-08-06 13:00:00,3.963041215316986,297.5383421474801,288.28772546324984,3.44548054271325,5.9588030751750445,25719.61581,30363.35825,11258.15504,917.12132,2852.03488,3372.96109,249.50819
2023-08-06 14:00:00,3.963041215316986,297.5383421474801,288.28772546324984,3.44548054271325,5.9588030751750445,27341.30292,33264.93741,11267.17394,950.13724,4080.07754,3472.52491,251.24768
2023-08-06 15:00:00,3.963041215316986,297.5383421474801,288.28772546324984,3.44548054271325,5.9588030751750445,28849.4695,36415.1307,11278.76232,1070.42768,6116.77067,3558.8793,254.59473
2023-08-06 16:00:00,4.234969088999335,301.64592310104774,287.28942414986096,265.2792177921781,6.1680008504828345,29979.77361,39593.93904,11281.60358,1279.84631,8538.2618,3686.38588,252.89729
2023-08-06 17:00:00,4.234969088999335,301.64592310104774,287.28942414986096,265.2792177921781,6.1680008504828345,31135.07799,42911.68703,11286.42616,1513.09078,10626.15742,3823.27669,249.46851
2023-08-06 18:00:00,4.234969088999335,301.64592310104774,287.28942414986096,265.2792177921781,6.1680008504828345,32245.09861,45101.46159,11287.09169,1768.54719,11876.87284,4009.42839,254.48388
2023-08-06 19:00:00,4.546164275054726,302.98111702164374,286.62937670505386,469.3561351905541,6.36359599906808,33155.27157,46532.18277,11287.15229,1985.11653,12215.62634,4053.33844,252.18121
2023-08-06 20:00:00,4.546164275054726,302.98111702164374,286.62937670505386,469.3561351905541,6.36359599906808,33636.85405,47274.05928,11278.66131,2140.78434,12133.48067,4116.78636,251.31485
2023-08-06 21:00:00,4.546164275054726,302.98111702164374,286.62937670505386,469.3561351905541,6.36359599906808,33671.64842,46802.58456,11280.7345,2351.54395,11251.37933,4211.55292,250.4582
