UTC time,creation_time (UTC),version,coal,nat_gas,nuclear,hydro,solar,wind,other
2023-09-04 00:00:00,2023-09-06 23:37:32,3.0,29551.0,43861.0,10514.0,2632.0,1026.0,11572.0,991.0
2023-09-04 01:00:00,2023-09-06 23:37:32,3.0,28609.0,40563.0,10517.0,2104.0,103.0,13486.0,944.0
2023-09-04 02:00:00,2023-09-06 23:37:32,3.0,26540.0,36642.0,10520.0,1689.0,52.0,17066.0,890.0
2023-09-04 03:00:00,2023-09-06 23:37:32,3.0,23955.0,32639.0,10525.0,784.0,52.0,18930.0,853.0
2023-09-04 04:00:00,2023-09-06 23:37:32,3.0,22454.0,28663.0,10531.0,387.0,52.0,19925.0,855.0
2023-09-04 05:00:00,2023-09-06 23:37:32,3.0,20423.0,24854.0,10533.0,381.0,52.0,20327.0,852.0
2023-09-04 06:00:00,2023-09-06 23:37:32,3.0,19127.0,22361.0,10539.0,356.0,52.0,20551.0,853.0
2023-09-04 07:00:00,2023-09-06 23:37:32,3.0,17429.0,20257.0,10541.0,353.0,52.0,20183.0,855.0
2023-09-04 08:00:00,2023-09-06 23:37:32,3.0,16541.0,19688.0,10544.0,355.0,52.0,19596.0,851.0
2023-09-04 09:00:00,2023-09-06 23:37:32,3.0,16131.0,19299.0,10549.0,363.0,52.0,18597.0,852.0
2023-09-04 10:00:00,2023-09-06 23:37:32,3.0,16222.0,18996.0,10549.0,372.0,52.0,18038.0,857.0
2023-09-04 11:00:00,2023-09-06 23:37:32,3.0,16318.0,19596.0,10548.0,401.0,52.0,17557.0,856.0
2023-09-04 12:00:00,2023-09-06 23:37:32,3.0,16541.0,19661.0,10554.0,400.0,75.0,17111.0,853.0
2023-09-04 13:00:00,2023-09-06 23:37:32,3.0,16504.0,20499.0,10548.0,422.0,828.0,16592.0,847.0
2023-09-04 14:00:00,2023-09-06 23:37:32,3.0,17647.0,25109.0,10542.0,456.0,2306.0,13926.0,840.0
2023-09-04 15:00:00,2023-09-06 23:37:32,3.0,20037.0,28829.0,10538.0,492.0,2680.0,11644.0,848.0
2023-09-04 16:00:00,2023-09-06 23:37:32,3.0,25008.0,33017.0,10531.0,505.0,2858.0,10749.0,863.0
2023-09-04 17:00:00,2023-09-06 23:37:32,3.0,27563.0,36480.0,10528.0,503.0,2840.0,11309.0,894.0
2023-09-04 18:00:00,2023-09-06 23:37:32,3.0,29706.0,38524.0,10526.0,997.0,2846.0,12828.0,906.0
2023-09-04 19:00:00,2023-09-06 23:37:32,3.0,30073.0,40245.0,10530.0,1304.0,2865.0,14355.0,973.0
2023-09-04 20:00:00,2023-09-06 23:37:32,3.0,30155.0,40933.0,10531.0,2107.0,2785.0,15612.0,1074.0
2023-09-04 21:00:00,2023-09-06 23:37:32,3.0,30419.0,42255.0,10526.0,2363.0,2655.0,15829.0,1078.0
2023-09-04 22:00:00,2023-09-06 23:37:32,3.0,31119.0,42785.0,10523.0,2724.0,2537.0,15586.0,1078.0
2023-09-04 23:00:00,2023-09-06 23:37:32,3.0,31575.0,43868.0,10528.0,2967.0,1988.0,14478.0,1085.0
