UTC time,creation_time (UTC),version,coal,nat_gas,nuclear,hydro,solar,wind,other
2023-08-28 00:00:00,2023-08-30 02:35:36,3.0,31968.0,37359.0,10536.0,1854.0,1136.0,2070.0,784.0
2023-08-28 01:00:00,2023-08-30 02:35:36,3.0,31104.0,37190.0,10541.0,1449.0,93.0,2198.0,806.0
2023-08-28 02:00:00,2023-08-30 02:35:36,3.0,29573.0,36363.0,10545.0,686.0,1.0,3309.0,806.0
2023-08-28 03:00:00,2023-08-30 02:35:36,3.0,26089.0,34026.0,10554.0,484.0,1.0,4718.0,802.0
2023-08-28 04:00:00,2023-08-30 02:35:36,3.0,23127.0,31437.0,10556.0,457.0,1.0,6054.0,785.0
2023-08-28 05:00:00,2023-08-30 02:35:36,3.0,21201.0,28827.0,10558.0,404.0,1.0,6768.0,780.0
2023-08-28 06:00:00,2023-08-30 02:35:36,3.0,19478.0,26781.0,10563.0,399.0,1.0,6931.0,772.0
2023-08-28 07:00:00,2023-08-30 02:35:36,3.0,17668.0,26370.0,10565.0,400.0,1.0,6431.0,776.0
2023-08-28 08:00:00,2023-08-30 02:35:36,3.0,16817.0,26180.0,10570.0,420.0,1.0,5933.0,757.0
2023-08-28 09:00:00,2023-08-30 02:35:36,3.0,16481.0,25679.0,10564.0,430.0,1.0,5925.0,738.0
2023-08-28 10:00:00,2023-08-30 02:35:36,3.0,17253.0,27111.0,10573.0,416.0,1.0,5719.0,753.0
2023-08-28 11:00:00,2023-08-30 02:35:36,3.0,19578.0,28339.0,10580.0,519.0,1.0,5344.0,779.0
2023-08-28 12:00:00,2023-08-30 02:35:36,3.0,22031.0,29200.0,10581.0,403.0,68.0,5256.0,776.0
2023-08-28 13:00:00,2023-08-30 02:35:36,3.0,22574.0,30220.0,10579.0,426.0,950.0,5396.0,773.0
2023-08-28 14:00:00,2023-08-30 02:35:36,3.0,23452.0,31943.0,10575.0,427.0,2294.0,3880.0,772.0
2023-08-28 15:00:00,2023-08-30 02:35:36,3.0,24949.0,34253.0,10575.0,467.0,2748.0,2120.0,785.0
2023-08-28 16:00:00,2023-08-30 02:35:36,3.0,25741.0,35946.0,10572.0,429.0,2982.0,2019.0,801.0
2023-08-28 17:00:00,2023-08-30 02:35:36,3.0,27425.0,37378.0,10561.0,464.0,3180.0,2262.0,808.0
2023-08-28 18:00:00,2023-08-30 02:35:36,3.0,28235.0,38568.0,10555.0,1377.0,3109.0,2140.0,803.0
2023-08-28 19:00:00,2023-08-30 02:35:36,3.0,29515.0,39633.0,10544.0,2306.0,2973.0,2288.0,851.0
2023-08-28 20:00:00,2023-08-30 02:35:36,3.0,30239.0,39999.0,10536.0,2435.0,2997.0,2819.0,941.0
2023-08-28 21:00:00,2023-08-30 02:35:36,3.0,30731.0,40289.0,10534.0,2855.0,2988.0,3275.0,944.0
2023-08-28 22:00:00,2023-08-30 02:35:36,3.0,31279.0,40977.0,10530.0,3006.0,2808.0,3428.0,972.0
2023-08-28 23:00:00,2023-08-30 02:35:36,3.0,31656.0,40434.0,10525.0,2723.0,2391.0,3691.0,968.0
