Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,hydro,solar,wind,biomass,unknown
39192,2023-06-22 00:00:00,421.45,87.0,48.0,0.0,0.0,64.0,64.0,2.0
39193,2023-06-22 01:00:00,449.88,89.0,49.0,0.0,5.0,44.0,64.0,2.0
39194,2023-06-22 02:00:00,398.47,84.0,44.0,0.0,22.0,55.0,65.0,2.0
39195,2023-06-22 03:00:00,372.46,88.0,45.0,0.0,49.0,55.0,66.0,2.0
39196,2023-06-22 04:00:00,348.53,91.0,43.0,0.0,93.0,39.0,70.0,2.0
39197,2023-06-22 05:00:00,340.01,94.0,47.0,0.0,116.0,32.0,74.0,2.0
39198,2023-06-22 06:00:00,357.58,99.0,48.0,0.0,104.0,31.0,75.0,2.0
39199,2023-06-22 07:00:00,390.51,100.0,50.0,0.0,73.0,31.0,72.0,2.0
39200,2023-06-22 08:00:00,413.22,105.0,53.0,0.0,61.0,30.0,70.0,2.0
39201,2023-06-22 09:00:00,377.17,96.0,49.0,0.0,88.0,25.0,70.0,2.0
39202,2023-06-22 10:00:00,337.45,92.0,48.0,0.0,116.0,35.0,66.0,2.0
39203,2023-06-22 11:00:00,335.38,93.0,49.0,0.0,123.0,33.0,66.0,2.0
39204,2023-06-22 12:00:00,309.34,91.0,50.0,0.0,126.0,60.0,64.0,2.0
39205,2023-06-22 13:00:00,275.6,85.0,49.0,0.0,143.0,83.0,59.0,2.0
39206,2023-06-22 14:00:00,258.09,86.0,50.0,0.0,146.0,113.0,63.0,2.0
39207,2023-06-22 15:00:00,265.41,88.0,52.0,0.0,121.0,127.0,67.0,2.0
39208,2023-06-22 16:00:00,294.73,86.0,52.0,0.0,76.0,115.0,70.0,2.0
39209,2023-06-22 17:00:00,308.46,83.0,50.0,0.0,36.0,125.0,72.0,2.0
39210,2023-06-22 18:00:00,367.98,86.0,50.0,0.0,12.0,88.0,75.0,2.0
39211,2023-06-22 19:00:00,384.8,85.0,47.0,0.0,2.0,81.0,75.0,2.0
39212,2023-06-22 20:00:00,391.97,87.0,47.0,0.0,0.0,80.0,74.0,2.0
39213,2023-06-22 21:00:00,399.48,81.0,48.0,0.0,0.0,69.0,72.0,2.0
39214,2023-06-22 22:00:00,418.84,104.0,47.0,0.0,0.0,79.0,71.0,2.0
39215,2023-06-22 23:00:00,374.69,77.0,46.0,0.0,0.0,84.0,67.0,2.0
