UTC time,coal,nat_gas,hydro,solar,wind,biomass,unknown
2023-03-16 00:00:00,309.0,62.0,1.0,0.0,72.0,92.0,1.0
2023-03-16 01:00:00,319.0,63.0,1.0,0.0,62.0,93.0,1.0
2023-03-16 02:00:00,310.0,63.0,1.0,0.0,49.0,93.0,1.0
2023-03-16 03:00:00,374.0,62.0,1.0,0.0,40.0,94.0,1.0
2023-03-16 04:00:00,452.0,61.0,1.0,2.0,23.0,103.0,1.0
2023-03-16 05:00:00,488.0,61.0,1.0,24.0,17.0,105.0,1.0
2023-03-16 06:00:00,521.0,62.0,1.0,81.0,16.0,106.0,1.0
2023-03-16 07:00:00,511.0,63.0,1.0,167.0,21.0,103.0,1.0
2023-03-16 08:00:00,418.0,60.0,1.0,266.0,28.0,97.0,1.0
2023-03-16 09:00:00,396.0,61.0,1.0,339.0,35.0,93.0,1.0
2023-03-16 10:00:00,327.0,63.0,1.0,387.0,37.0,93.0,1.0
2023-03-16 11:00:00,323.0,59.0,1.0,390.0,35.0,93.0,1.0
2023-03-16 12:00:00,315.0,61.0,1.0,363.0,34.0,92.0,1.0
2023-03-16 13:00:00,330.0,62.0,1.0,274.0,27.0,95.0,1.0
2023-03-16 14:00:00,319.0,61.0,1.0,148.0,19.0,94.0,1.0
2023-03-16 15:00:00,418.0,59.0,1.0,39.0,12.0,99.0,1.0
2023-03-16 16:00:00,522.0,59.0,1.0,2.0,8.0,105.0,1.0
2023-03-16 17:00:00,530.0,57.0,1.0,0.0,8.0,105.0,1.0
2023-03-16 18:00:00,513.0,60.0,1.0,0.0,9.0,105.0,1.0
2023-03-16 19:00:00,467.0,59.0,1.0,0.0,8.0,100.0,1.0
2023-03-16 20:00:00,433.0,58.0,1.0,0.0,8.0,99.0,1.0
2023-03-16 21:00:00,341.0,58.0,1.0,0.0,7.0,97.0,1.0
2023-03-16 22:00:00,284.0,56.0,1.0,0.0,8.0,89.0,1.0
2023-03-16 23:00:00,254.0,58.0,1.0,0.0,9.0,68.0,1.0
