Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,hydro,solar,wind,biomass,unknown
40344,2023-08-09 00:00:00,141.8,14.0,54.0,0.0,0.0,109.0,42.0,1.0
40345,2023-08-09 01:00:00,138.55,13.0,53.0,0.0,0.0,108.0,42.0,1.0
40346,2023-08-09 02:00:00,127.54,9.0,52.0,0.0,3.0,102.0,42.0,1.0
40347,2023-08-09 03:00:00,114.0,7.0,50.0,0.0,21.0,89.0,46.0,1.0
40348,2023-08-09 04:00:00,99.74,7.0,52.0,0.0,77.0,73.0,42.0,1.0
40349,2023-08-09 05:00:00,72.14,6.0,53.0,0.0,192.0,54.0,37.0,1.0
40350,2023-08-09 06:00:00,55.27,9.0,53.0,0.0,327.0,64.0,35.0,1.0
40351,2023-08-09 07:00:00,44.81,10.0,53.0,0.0,433.0,87.0,36.0,1.0
40352,2023-08-09 08:00:00,38.79,7.0,54.0,0.0,464.0,105.0,36.0,1.0
40353,2023-08-09 09:00:00,37.25,5.0,52.0,0.0,440.0,100.0,36.0,1.0
40354,2023-08-09 10:00:00,43.41,7.0,54.0,0.0,406.0,92.0,36.0,1.0
40355,2023-08-09 11:00:00,41.11,4.0,53.0,0.0,386.0,85.0,36.0,1.0
40356,2023-08-09 12:00:00,42.61,2.0,51.0,0.0,318.0,84.0,36.0,1.0
40357,2023-08-09 13:00:00,64.1,8.0,52.0,0.0,240.0,67.0,36.0,1.0
40358,2023-08-09 14:00:00,90.51,13.0,51.0,0.0,166.0,57.0,36.0,1.0
40359,2023-08-09 15:00:00,117.06,16.0,51.0,0.0,118.0,48.0,36.0,1.0
40360,2023-08-09 16:00:00,162.15,18.0,50.0,0.0,53.0,44.0,36.0,1.0
40361,2023-08-09 17:00:00,253.54,29.0,54.0,0.0,15.0,33.0,36.0,1.0
40362,2023-08-09 18:00:00,248.37,21.0,56.0,0.0,2.0,34.0,36.0,1.0
40363,2023-08-09 19:00:00,245.57,19.0,53.0,0.0,1.0,32.0,35.0,1.0
40364,2023-08-09 20:00:00,249.38,23.0,55.0,0.0,0.0,39.0,36.0,1.0
40365,2023-08-09 21:00:00,357.55,76.0,53.0,0.0,0.0,52.0,36.0,1.0
40366,2023-08-09 22:00:00,397.67,109.0,54.0,0.0,0.0,58.0,38.0,1.0
40367,2023-08-09 23:00:00,401.01,117.0,54.0,0.0,0.0,64.0,37.0,1.0
