UTC time,coal,nat_gas,hydro,solar,wind,biomass,unknown
2023-05-22 00:00:00,149.0,68.0,0.0,0.0,28.0,53.0,1.0
2023-05-22 01:00:00,143.0,66.0,0.0,1.0,23.0,54.0,1.0
2023-05-22 02:00:00,154.0,68.0,0.0,13.0,17.0,54.0,1.0
2023-05-22 03:00:00,210.0,67.0,0.0,40.0,18.0,54.0,1.0
2023-05-22 04:00:00,257.0,66.0,0.0,108.0,23.0,52.0,1.0
2023-05-22 05:00:00,194.0,67.0,0.0,214.0,33.0,49.0,1.0
2023-05-22 06:00:00,213.0,67.0,0.0,316.0,39.0,52.0,1.0
2023-05-22 07:00:00,183.0,67.0,0.0,370.0,42.0,52.0,1.0
2023-05-22 08:00:00,143.0,65.0,0.0,387.0,48.0,51.0,1.0
2023-05-22 09:00:00,187.0,65.0,0.0,388.0,45.0,51.0,1.0
2023-05-22 10:00:00,168.0,68.0,0.0,361.0,49.0,51.0,1.0
2023-05-22 11:00:00,180.0,66.0,0.0,309.0,57.0,51.0,1.0
2023-05-22 12:00:00,151.0,65.0,0.0,268.0,59.0,50.0,1.0
2023-05-22 13:00:00,162.0,66.0,0.0,245.0,55.0,51.0,1.0
2023-05-22 14:00:00,224.0,66.0,0.0,186.0,45.0,52.0,1.0
2023-05-22 15:00:00,220.0,66.0,0.0,125.0,31.0,47.0,1.0
2023-05-22 16:00:00,230.0,66.0,0.0,54.0,18.0,43.0,1.0
2023-05-22 17:00:00,243.0,66.0,0.0,22.0,18.0,47.0,1.0
2023-05-22 18:00:00,255.0,66.0,0.0,5.0,35.0,50.0,1.0
2023-05-22 19:00:00,223.0,66.0,0.0,0.0,32.0,51.0,1.0
2023-05-22 20:00:00,201.0,64.0,0.0,0.0,39.0,50.0,1.0
2023-05-22 21:00:00,184.0,63.0,0.0,0.0,29.0,49.0,1.0
2023-05-22 22:00:00,137.0,64.0,0.0,0.0,35.0,48.0,1.0
2023-05-22 23:00:00,121.0,64.0,0.0,0.0,31.0,51.0,1.0
