datetime,avg_nuclear_production_forecast
2023-06-27T00:00:00.000000000,8163.96111
2023-06-27T01:00:00.000000000,8161.05617
2023-06-27T02:00:00.000000000,8170.19997
2023-06-27T03:00:00.000000000,8164.86116
2023-06-27T04:00:00.000000000,8162.93809
2023-06-27T05:00:00.000000000,8163.06674
2023-06-27T06:00:00.000000000,8159.87046
2023-06-27T07:00:00.000000000,8200.86735
2023-06-27T08:00:00.000000000,8172.60545
2023-06-27T09:00:00.000000000,8195.69928
2023-06-27T10:00:00.000000000,8233.68293
2023-06-27T11:00:00.000000000,8185.93639
2023-06-27T12:00:00.000000000,8195.88185
2023-06-27T13:00:00.000000000,8185.71504
2023-06-27T14:00:00.000000000,8178.20628
2023-06-27T15:00:00.000000000,8200.52824
2023-06-27T16:00:00.000000000,8175.86417
2023-06-27T17:00:00.000000000,8166.15519
2023-06-27T18:00:00.000000000,8156.94092
2023-06-27T19:00:00.000000000,8179.79165
2023-06-27T20:00:00.000000000,8176.22551
2023-06-27T21:00:00.000000000,8164.83373
2023-06-27T22:00:00.000000000,8157.84901
2023-06-27T23:00:00.000000000,8107.63644
2023-06-28T00:00:00.000000000,8087.36525
2023-06-28T01:00:00.000000000,8084.6443
2023-06-28T02:00:00.000000000,8093.67647
2023-06-28T03:00:00.000000000,8088.7586
2023-06-28T04:00:00.000000000,8087.09188
2023-06-28T05:00:00.000000000,8087.32268
2023-06-28T06:00:00.000000000,8084.61355
2023-06-28T07:00:00.000000000,8122.70551
2023-06-28T08:00:00.000000000,8097.57037
2023-06-28T09:00:00.000000000,8120.45184
2023-06-28T10:00:00.000000000,8156.23432
2023-06-28T11:00:00.000000000,8111.56203
2023-06-28T12:00:00.000000000,8121.72316
2023-06-28T13:00:00.000000000,8112.03405
2023-06-28T14:00:00.000000000,8104.89231
2023-06-28T15:00:00.000000000,8126.35111
2023-06-28T16:00:00.000000000,8103.08559
2023-06-28T17:00:00.000000000,8093.81457
2023-06-28T18:00:00.000000000,8084.83963
2023-06-28T19:00:00.000000000,8107.29969
2023-06-28T20:00:00.000000000,8103.9776
2023-06-28T21:00:00.000000000,8093.08526
2023-06-28T22:00:00.000000000,8086.31527
2023-06-28T23:00:00.000000000,8035.21826
2023-06-29T00:00:00.000000000,8016.72494
2023-06-29T01:00:00.000000000,8014.17425
2023-06-29T02:00:00.000000000,8023.10284
2023-06-29T03:00:00.000000000,8018.57328
2023-06-29T04:00:00.000000000,8017.14256
2023-06-29T05:00:00.000000000,8017.46796
2023-06-29T06:00:00.000000000,8015.20815
2023-06-29T07:00:00.000000000,8050.62077
2023-06-29T08:00:00.000000000,8028.36976
2023-06-29T09:00:00.000000000,8051.05589
2023-06-29T10:00:00.000000000,8084.80794
2023-06-29T11:00:00.000000000,8042.97107
2023-06-29T12:00:00.000000000,8053.33179
2023-06-29T13:00:00.000000000,8044.08158
2023-06-29T14:00:00.000000000,8037.27943
2023-06-29T15:00:00.000000000,8057.94176
2023-06-29T16:00:00.000000000,8035.96554
2023-06-29T17:00:00.000000000,8027.09938
2023-06-29T18:00:00.000000000,8018.34578
2023-06-29T19:00:00.000000000,8040.4445
2023-06-29T20:00:00.000000000,8037.34801
2023-06-29T21:00:00.000000000,8026.91587
2023-06-29T22:00:00.000000000,8020.34358
2023-06-29T23:00:00.000000000,7968.43165
2023-06-30T00:00:00.000000000,7951.53883
2023-06-30T01:00:00.000000000,7949.14469
2023-06-30T02:00:00.000000000,7957.97775
2023-06-30T03:00:00.000000000,7953.80716
2023-06-30T04:00:00.000000000,7952.59448
2023-06-30T05:00:00.000000000,7953.00691
2023-06-30T06:00:00.000000000,7951.16188
2023-06-30T07:00:00.000000000,7984.10232
2023-06-30T08:00:00.000000000,7964.5122
2023-06-30T09:00:00.000000000,7987.01767
2023-06-30T10:00:00.000000000,8018.89631
2023-06-30T11:00:00.000000000,7979.67586
2023-06-30T12:00:00.000000000,7990.22057
2023-06-30T13:00:00.000000000,7981.37522
2023-06-30T14:00:00.000000000,7974.88712
2023-06-30T15:00:00.000000000,7994.81399
2023-06-30T16:00:00.000000000,7974.02774
2023-06-30T17:00:00.000000000,7965.53428
2023-06-30T18:00:00.000000000,7956.985
2023-06-30T19:00:00.000000000,7978.75122
2023-06-30T20:00:00.000000000,7975.86237
2023-06-30T21:00:00.000000000,7965.85447
2023-06-30T22:00:00.000000000,7959.46569
2023-06-30T23:00:00.000000000,7906.80128
