datetime,avg_other_production_forecast
2023-06-27T00:00:00.000000000,inf
2023-06-27T01:00:00.000000000,inf
2023-06-27T02:00:00.000000000,inf
2023-06-27T03:00:00.000000000,inf
2023-06-27T04:00:00.000000000,inf
2023-06-27T05:00:00.000000000,inf
2023-06-27T06:00:00.000000000,inf
2023-06-27T07:00:00.000000000,inf
2023-06-27T08:00:00.000000000,inf
2023-06-27T09:00:00.000000000,inf
2023-06-27T10:00:00.000000000,inf
2023-06-27T11:00:00.000000000,inf
2023-06-27T12:00:00.000000000,inf
2023-06-27T13:00:00.000000000,inf
2023-06-27T14:00:00.000000000,inf
2023-06-27T15:00:00.000000000,inf
2023-06-27T16:00:00.000000000,inf
2023-06-27T17:00:00.000000000,inf
2023-06-27T18:00:00.000000000,inf
2023-06-27T19:00:00.000000000,inf
2023-06-27T20:00:00.000000000,inf
2023-06-27T21:00:00.000000000,inf
2023-06-27T22:00:00.000000000,inf
2023-06-27T23:00:00.000000000,inf
2023-06-28T00:00:00.000000000,nan
2023-06-28T01:00:00.000000000,inf
2023-06-28T02:00:00.000000000,nan
2023-06-28T03:00:00.000000000,nan
2023-06-28T04:00:00.000000000,nan
2023-06-28T05:00:00.000000000,nan
2023-06-28T06:00:00.000000000,nan
2023-06-28T07:00:00.000000000,nan
2023-06-28T08:00:00.000000000,nan
2023-06-28T09:00:00.000000000,inf
2023-06-28T10:00:00.000000000,inf
2023-06-28T11:00:00.000000000,nan
2023-06-28T12:00:00.000000000,inf
2023-06-28T13:00:00.000000000,inf
2023-06-28T14:00:00.000000000,inf
2023-06-28T15:00:00.000000000,inf
2023-06-28T16:00:00.000000000,inf
2023-06-28T17:00:00.000000000,inf
2023-06-28T18:00:00.000000000,nan
2023-06-28T19:00:00.000000000,inf
2023-06-28T20:00:00.000000000,nan
2023-06-28T21:00:00.000000000,nan
2023-06-28T22:00:00.000000000,inf
2023-06-28T23:00:00.000000000,nan
2023-06-29T00:00:00.000000000,0.97944
2023-06-29T01:00:00.000000000,1.66903
2023-06-29T02:00:00.000000000,2.54579
2023-06-29T03:00:00.000000000,3.64013
2023-06-29T04:00:00.000000000,4.44795
2023-06-29T05:00:00.000000000,5.82702
2023-06-29T06:00:00.000000000,6.77457
2023-06-29T07:00:00.000000000,6.80274
2023-06-29T08:00:00.000000000,6.89584
2023-06-29T09:00:00.000000000,6.7309
2023-06-29T10:00:00.000000000,6.86559
2023-06-29T11:00:00.000000000,6.67481
2023-06-29T12:00:00.000000000,7.00196
2023-06-29T13:00:00.000000000,7.34141
2023-06-29T14:00:00.000000000,7.51351
2023-06-29T15:00:00.000000000,7.34996
2023-06-29T16:00:00.000000000,7.22539
2023-06-29T17:00:00.000000000,7.45793
2023-06-29T18:00:00.000000000,7.11693
2023-06-29T19:00:00.000000000,7.33127
2023-06-29T20:00:00.000000000,7.23563
2023-06-29T21:00:00.000000000,7.96788
2023-06-29T22:00:00.000000000,8.06181
2023-06-29T23:00:00.000000000,8.75853
2023-06-30T00:00:00.000000000,8.95523
2023-06-30T01:00:00.000000000,8.97227
2023-06-30T02:00:00.000000000,9.4684
2023-06-30T03:00:00.000000000,10.22538
2023-06-30T04:00:00.000000000,10.47588
2023-06-30T05:00:00.000000000,11.69288
2023-06-30T06:00:00.000000000,12.31531
2023-06-30T07:00:00.000000000,12.31527
2023-06-30T08:00:00.000000000,12.2043
2023-06-30T09:00:00.000000000,12.00045
2023-06-30T10:00:00.000000000,11.92239
2023-06-30T11:00:00.000000000,11.44541
2023-06-30T12:00:00.000000000,11.8695
2023-06-30T13:00:00.000000000,11.94664
2023-06-30T14:00:00.000000000,12.17727
2023-06-30T15:00:00.000000000,11.82476
2023-06-30T16:00:00.000000000,11.47517
2023-06-30T17:00:00.000000000,11.65497
2023-06-30T18:00:00.000000000,11.2481
2023-06-30T19:00:00.000000000,11.40846
2023-06-30T20:00:00.000000000,11.31299
2023-06-30T21:00:00.000000000,11.99825
2023-06-30T22:00:00.000000000,12.10224
2023-06-30T23:00:00.000000000,12.81178
