datetime,avg_coal_production_forecast
2023-06-27T00:00:00.000000000,3920.56554
2023-06-27T01:00:00.000000000,3806.57402
2023-06-27T02:00:00.000000000,3745.6935
2023-06-27T03:00:00.000000000,3584.99796
2023-06-27T04:00:00.000000000,3428.6091
2023-06-27T05:00:00.000000000,3224.80323
2023-06-27T06:00:00.000000000,3123.27646
2023-06-27T07:00:00.000000000,3035.24171
2023-06-27T08:00:00.000000000,2978.32397
2023-06-27T09:00:00.000000000,2878.50299
2023-06-27T10:00:00.000000000,2813.12107
2023-06-27T11:00:00.000000000,2772.66335
2023-06-27T12:00:00.000000000,2852.94979
2023-06-27T13:00:00.000000000,2991.53398
2023-06-27T14:00:00.000000000,3152.12033
2023-06-27T15:00:00.000000000,3301.4142
2023-06-27T16:00:00.000000000,3463.00507
2023-06-27T17:00:00.000000000,3562.48967
2023-06-27T18:00:00.000000000,3665.89904
2023-06-27T19:00:00.000000000,3726.90775
2023-06-27T20:00:00.000000000,3794.00142
2023-06-27T21:00:00.000000000,3871.42616
2023-06-27T22:00:00.000000000,3848.26434
2023-06-27T23:00:00.000000000,3790.54564
2023-06-28T00:00:00.000000000,3976.17885
2023-06-28T01:00:00.000000000,3879.89896
2023-06-28T02:00:00.000000000,3837.86342
2023-06-28T03:00:00.000000000,3697.80418
2023-06-28T04:00:00.000000000,3559.61737
2023-06-28T05:00:00.000000000,3367.97898
2023-06-28T06:00:00.000000000,3277.67951
2023-06-28T07:00:00.000000000,3192.82073
2023-06-28T08:00:00.000000000,3132.48943
2023-06-28T09:00:00.000000000,3024.55303
2023-06-28T10:00:00.000000000,2948.04328
2023-06-28T11:00:00.000000000,2892.17845
2023-06-28T12:00:00.000000000,2953.379
2023-06-28T13:00:00.000000000,3069.40385
2023-06-28T14:00:00.000000000,3206.2544
2023-06-28T15:00:00.000000000,3329.90777
2023-06-28T16:00:00.000000000,3475.99252
2023-06-28T17:00:00.000000000,3562.52857
2023-06-28T18:00:00.000000000,3657.57587
2023-06-28T19:00:00.000000000,3713.48092
2023-06-28T20:00:00.000000000,3785.39159
2023-06-28T21:00:00.000000000,3868.66614
2023-06-28T22:00:00.000000000,3858.68515
2023-06-28T23:00:00.000000000,3818.76029
2023-06-29T00:00:00.000000000,4013.52227
2023-06-29T01:00:00.000000000,3928.40269
2023-06-29T02:00:00.000000000,3897.98719
2023-06-29T03:00:00.000000000,3769.90227
2023-06-29T04:00:00.000000000,3641.57202
2023-06-29T05:00:00.000000000,3455.65105
2023-06-29T06:00:00.000000000,3370.56264
2023-06-29T07:00:00.000000000,3285.6643
2023-06-29T08:00:00.000000000,3221.11848
2023-06-29T09:00:00.000000000,3105.78784
2023-06-29T10:00:00.000000000,3020.3142
2023-06-29T11:00:00.000000000,2953.54962
2023-06-29T12:00:00.000000000,3002.2547
2023-06-29T13:00:00.000000000,3104.28119
2023-06-29T14:00:00.000000000,3226.61952
2023-06-29T15:00:00.000000000,3335.34693
2023-06-29T16:00:00.000000000,3472.998
2023-06-29T17:00:00.000000000,3553.099
2023-06-29T18:00:00.000000000,3644.65384
2023-06-29T19:00:00.000000000,3699.14949
2023-06-29T20:00:00.000000000,3776.07917
2023-06-29T21:00:00.000000000,3865.27048
2023-06-29T22:00:00.000000000,3865.6798
2023-06-29T23:00:00.000000000,3838.53397
2023-06-30T00:00:00.000000000,4037.88332
2023-06-30T01:00:00.000000000,3959.89985
2023-06-30T02:00:00.000000000,3936.742
2023-06-30T03:00:00.000000000,3815.68377
2023-06-30T04:00:00.000000000,3692.66383
2023-06-30T05:00:00.000000000,3509.21004
2023-06-30T06:00:00.000000000,3426.28845
2023-06-30T07:00:00.000000000,3340.10094
2023-06-30T08:00:00.000000000,3271.59609
2023-06-30T09:00:00.000000000,3150.14646
2023-06-30T10:00:00.000000000,3057.76525
2023-06-30T11:00:00.000000000,2983.3264
2023-06-30T12:00:00.000000000,3023.77329
2023-06-30T13:00:00.000000000,3116.99546
2023-06-30T14:00:00.000000000,3230.34935
2023-06-30T15:00:00.000000000,3330.32107
2023-06-30T16:00:00.000000000,3463.40422
2023-06-30T17:00:00.000000000,3540.47181
2023-06-30T18:00:00.000000000,3630.88776
2023-06-30T19:00:00.000000000,3685.59669
2023-06-30T20:00:00.000000000,3766.9398
2023-06-30T21:00:00.000000000,3861.27278
2023-06-30T22:00:00.000000000,3869.59838
2023-06-30T23:00:00.000000000,3851.58706
