Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,other
35232,2023-01-08 00:00:00,151.0,235.0,2250.0,4011.0,0.0,200.0,0.0,0.0
35233,2023-01-08 01:00:00,163.18,238.0,2489.0,4009.0,0.0,16.0,0.0,0.0
35234,2023-01-08 02:00:00,164.41,236.0,2523.0,4010.0,0.0,0.0,0.0,0.0
35235,2023-01-08 03:00:00,164.6,235.0,2539.0,4012.0,0.0,9.0,0.0,1.0
35236,2023-01-08 04:00:00,164.46,235.0,2539.0,4014.0,0.0,10.0,0.0,0.0
35237,2023-01-08 05:00:00,164.23,235.0,2524.0,4014.0,0.0,1.0,0.0,0.0
35238,2023-01-08 06:00:00,160.9,235.0,2420.0,4015.0,0.0,0.0,5.0,0.0
35239,2023-01-08 07:00:00,154.93,250.0,2199.0,4017.0,0.0,0.0,12.0,0.0
35240,2023-01-08 08:00:00,141.59,235.0,1867.0,4015.0,0.0,0.0,23.0,0.0
35241,2023-01-08 09:00:00,140.83,236.0,1840.0,4019.0,0.0,0.0,13.0,0.0
35242,2023-01-08 10:00:00,141.15,235.0,1849.0,4020.0,0.0,0.0,8.0,0.0
35243,2023-01-08 11:00:00,142.07,235.0,1871.0,4021.0,0.0,0.0,3.0,0.0
35244,2023-01-08 12:00:00,149.28,235.0,2070.0,4021.0,0.0,0.0,1.0,0.0
35245,2023-01-08 13:00:00,153.43,235.0,2189.0,4019.0,0.0,0.0,0.0,0.0
35246,2023-01-08 14:00:00,157.92,264.0,2253.0,4023.0,0.0,9.0,0.0,0.0
35247,2023-01-08 15:00:00,166.81,311.0,2413.0,4022.0,0.0,22.0,1.0,0.0
35248,2023-01-08 16:00:00,158.53,270.0,2401.0,4021.0,0.0,192.0,14.0,0.0
35249,2023-01-08 17:00:00,147.82,237.0,2249.0,4018.0,0.0,315.0,29.0,0.0
35250,2023-01-08 18:00:00,140.72,235.0,2059.0,4019.0,0.0,343.0,27.0,0.0
35251,2023-01-08 19:00:00,137.32,235.0,1953.0,4014.0,0.0,334.0,27.0,0.0
35252,2023-01-08 20:00:00,131.38,235.0,1782.0,4017.0,0.0,318.0,26.0,0.0
35253,2023-01-08 21:00:00,117.39,235.0,1432.0,4013.0,0.0,318.0,37.0,0.0
35254,2023-01-08 22:00:00,117.01,235.0,1424.0,4013.0,0.0,334.0,27.0,1.0
35255,2023-01-08 23:00:00,125.14,235.0,1618.0,4009.0,0.0,328.0,21.0,0.0
