UTC time,coal,nat_gas,nuclear,hydro,solar,wind,other
2023-12-15 00:00:00,775.0,1964.0,4008.0,0.0,208.0,0.0,0.0
2023-12-15 01:00:00,792.0,2658.0,4009.0,0.0,110.0,0.0,10.0
2023-12-15 02:00:00,776.0,2871.0,4009.0,0.0,275.0,0.0,10.0
2023-12-15 03:00:00,767.0,2844.0,4008.0,0.0,232.0,0.0,10.0
2023-12-15 04:00:00,777.0,2833.0,4011.0,0.0,117.0,0.0,9.0
2023-12-15 05:00:00,776.0,2723.0,4012.0,0.0,6.0,0.0,1.0
2023-12-15 06:00:00,776.0,2703.0,4013.0,0.0,0.0,0.0,3.0
2023-12-15 07:00:00,779.0,2782.0,4018.0,0.0,0.0,0.0,1.0
2023-12-15 08:00:00,765.0,2521.0,4019.0,0.0,0.0,0.0,0.0
2023-12-15 09:00:00,768.0,2465.0,4019.0,0.0,0.0,0.0,0.0
2023-12-15 10:00:00,774.0,2456.0,4021.0,0.0,0.0,0.0,0.0
2023-12-15 11:00:00,757.0,2520.0,4022.0,0.0,0.0,0.0,0.0
2023-12-15 12:00:00,760.0,2566.0,4025.0,0.0,0.0,0.0,0.0
2023-12-15 13:00:00,759.0,2691.0,4021.0,0.0,234.0,0.0,10.0
2023-12-15 14:00:00,787.0,2786.0,4020.0,0.0,420.0,0.0,10.0
2023-12-15 15:00:00,782.0,2760.0,4022.0,0.0,377.0,0.0,7.0
2023-12-15 16:00:00,766.0,2400.0,4021.0,0.0,338.0,0.0,0.0
2023-12-15 17:00:00,762.0,2098.0,4021.0,0.0,630.0,0.0,1.0
2023-12-15 18:00:00,669.0,1974.0,4018.0,0.0,665.0,0.0,9.0
2023-12-15 19:00:00,566.0,2175.0,4016.0,0.0,552.0,0.0,0.0
2023-12-15 20:00:00,491.0,1612.0,4009.0,0.0,459.0,0.0,0.0
2023-12-15 21:00:00,415.0,1348.0,4006.0,0.0,419.0,0.0,0.0
2023-12-15 22:00:00,386.0,1297.0,4011.0,0.0,431.0,0.0,0.0
2023-12-15 23:00:00,358.0,1446.0,4007.0,0.0,323.0,0.0,0.0
