Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,other
42576,2023-11-10 00:00:00,202.42,416.0,1977.0,2616.0,7.0,145.0,33.0,10.0
42577,2023-11-10 01:00:00,226.33,487.0,2559.0,2614.0,135.0,3.0,36.0,10.0
42578,2023-11-10 02:00:00,233.58,542.0,2671.0,2618.0,116.0,6.0,56.0,10.0
42579,2023-11-10 03:00:00,230.6,434.0,2747.0,2614.0,32.0,8.0,18.0,10.0
42580,2023-11-10 04:00:00,236.08,485.0,2766.0,2619.0,34.0,0.0,4.0,8.0
42581,2023-11-10 05:00:00,239.35,530.0,2785.0,2618.0,34.0,0.0,21.0,0.0
42582,2023-11-10 06:00:00,232.85,483.0,2692.0,2619.0,33.0,0.0,27.0,0.0
42583,2023-11-10 07:00:00,227.51,430.0,2677.0,2622.0,31.0,0.0,30.0,0.0
42584,2023-11-10 08:00:00,220.15,369.0,2580.0,2621.0,0.0,0.0,40.0,0.0
42585,2023-11-10 09:00:00,212.85,329.0,2464.0,2621.0,0.0,0.0,44.0,0.0
42586,2023-11-10 10:00:00,212.91,329.0,2454.0,2623.0,0.0,0.0,33.0,0.0
42587,2023-11-10 11:00:00,213.2,329.0,2437.0,2628.0,0.0,0.0,8.0,0.0
42588,2023-11-10 12:00:00,220.78,359.0,2597.0,2624.0,0.0,0.0,8.0,0.0
42589,2023-11-10 13:00:00,228.06,462.0,2552.0,2629.0,32.0,0.0,5.0,0.0
42590,2023-11-10 14:00:00,240.07,601.0,2715.0,2630.0,135.0,6.0,0.0,0.0
42591,2023-11-10 15:00:00,231.94,556.0,2675.0,2633.0,113.0,111.0,1.0,0.0
42592,2023-11-10 16:00:00,201.22,469.0,2031.0,2630.0,34.0,342.0,0.0,0.0
42593,2023-11-10 17:00:00,194.18,431.0,1946.0,2626.0,0.0,392.0,0.0,0.0
42594,2023-11-10 18:00:00,181.83,368.0,1771.0,2627.0,0.0,376.0,0.0,0.0
42595,2023-11-10 19:00:00,173.38,329.0,1648.0,2623.0,0.0,359.0,0.0,0.0
42596,2023-11-10 20:00:00,162.85,345.0,1345.0,2620.0,0.0,356.0,0.0,0.0
42597,2023-11-10 21:00:00,171.29,329.0,1600.0,2620.0,0.0,366.0,1.0,0.0
42598,2023-11-10 22:00:00,189.4,379.0,1957.0,2625.0,0.0,380.0,3.0,0.0
42599,2023-11-10 23:00:00,191.34,337.0,2107.0,2622.0,0.0,365.0,0.0,9.0
