datetime,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_other_production_forecast
2023-02-27 00:00:00,4.53454191996244,286.0249938022638,268.6495709268637,680.2866266320912,0.0,368.49736,2731.34193,3994.86506,8.52267,149.28199,75.3986,0.15488
2023-02-27 01:00:00,2.509837381479187,282.3986503633572,270.3833830510663,50.26089658544701,0.0,377.46795,2355.53916,3995.775,17.02894,33.83209,75.02226,0.15922
2023-02-27 02:00:00,2.509837381479187,282.3986503633572,270.3833830510663,50.26089658544701,0.0,382.09044,2194.41223,4011.55957,23.35545,0.0,65.21253,0.41565
2023-02-27 03:00:00,2.509837381479187,282.3986503633572,270.3833830510663,50.26089658544701,0.0,378.31866,2593.33399,4010.09447,16.94065,0.0,56.95287,1.14834
2023-02-27 04:00:00,2.3871107998903343,281.0441235715245,270.4415843347371,25.1293484539111,0.0,373.01541,2163.54742,3997.61307,14.13348,0.0,51.9635,1.07233
2023-02-27 05:00:00,2.3871107998903343,281.0441235715245,270.4415843347371,25.1293484539111,0.0,373.90484,2710.92372,3990.74405,27.11126,0.0,54.24533,0.44389
2023-02-27 06:00:00,2.3871107998903343,281.0441235715245,270.4415843347371,25.1293484539111,0.0,359.55937,2573.14676,3969.7588,14.40115,0.0,56.00074,0.52756
2023-02-27 07:00:00,2.234081861738503,279.79504778466,270.8552559767395,0.0,0.0,346.58846,2354.02406,3992.30058,10.91466,0.0,55.80197,0.08764
2023-02-27 08:00:00,2.234081861738503,279.79504778466,270.8552559767395,0.0,0.0,348.32737,2408.66411,3988.7157,0.0,0.0,52.41707,0.40841
2023-02-27 09:00:00,2.234081861738503,279.79504778466,270.8552559767395,0.0,0.0,344.50994,3540.5961,3994.86573,11.72526,0.0,55.83952,0.41023
2023-02-27 10:00:00,1.8067336215856729,278.6734544964688,271.16618877787755,0.0,0.0,345.66771,2387.51882,3995.55391,15.33966,0.0,56.96999,0.16769
2023-02-27 11:00:00,1.8067336215856729,278.6734544964688,271.16618877787755,0.0,0.0,345.22918,2405.7714,3998.71901,16.25007,0.0,57.21726,0.21155
2023-02-27 12:00:00,1.8067336215856729,278.6734544964688,271.16618877787755,0.0,0.0,341.10355,2500.20543,3993.44845,19.00388,15.40664,53.74049,0.44857
2023-02-27 13:00:00,1.621700661462284,280.08959026836976,272.16418144116074,22.36016239293529,0.0,332.71842,3033.35804,3966.70382,17.59183,44.02029,56.212,0.57501
2023-02-27 14:00:00,1.621700661462284,280.08959026836976,272.16418144116074,22.36016239293529,0.0,328.52499,2309.86498,3982.66907,24.86168,120.99545,53.89027,0.95642
2023-02-27 15:00:00,1.621700661462284,280.08959026836976,272.16418144116074,22.36016239293529,0.0,334.33989,2952.51047,4000.68135,33.9225,187.65558,56.28852,0.36412
2023-02-27 16:00:00,3.760480404442131,284.1786555260403,271.42373824985464,244.76977017745023,0.0044004028113702,336.63178,3209.7248,3989.14626,34.64146,247.58073,55.81963,0.98842
2023-02-27 17:00:00,3.760480404442131,284.1786555260403,271.42373824985464,244.76977017745023,0.0044004028113702,338.86889,3070.21947,3990.0008,31.88773,298.81581,55.71848,0.46604
2023-02-27 18:00:00,3.760480404442131,284.1786555260403,271.42373824985464,244.76977017745023,0.0044004028113702,342.95621,2472.99009,3985.30746,20.35905,331.09596,50.90791,0.0
2023-02-27 19:00:00,6.328864439458287,286.2841882765339,271.4111167181269,745.1495653449617,0.0068059965720248,346.04252,2219.98408,4000.34155,28.3684,355.73643,43.71819,0.68887
2023-02-27 20:00:00,6.328864439458287,286.2841882765339,271.4111167181269,745.1495653449617,0.0068059965720248,346.78143,2389.90527,4010.79561,40.26545,372.00177,45.08967,0.0
2023-02-27 21:00:00,6.328864439458287,286.2841882765339,271.4111167181269,745.1495653449617,0.0068059965720248,348.18757,2258.95123,4010.49471,30.89499,378.94332,49.44722,0.0
2023-02-27 22:00:00,6.268580440275303,285.67374035583555,271.59396267598845,596.3590401223739,0.022825965872205,351.5026,2476.30493,4014.75312,24.88623,336.23467,49.94701,0.00562
2023-02-27 23:00:00,6.268580440275303,285.67374035583555,271.59396267598845,596.3590401223739,0.022825965872205,355.93199,2316.68529,4011.05846,25.19276,274.87745,48.47092,0.24857
2023-02-28 00:00:00,6.268580440275303,285.67374035583555,271.59396267598845,596.3590401223739,0.022825965872205,348.76654,2731.34193,3982.52796,8.52267,107.34975,53.29735,0.11031
2023-02-28 01:00:00,4.119864773890447,282.83324487975995,272.7068272963573,37.8401321752546,0.0280382791463767,356.86027,2355.53916,3987.73622,17.02894,15.1626,53.59697,0.0
2023-02-28 02:00:00,4.119864773890447,282.83324487975995,272.7068272963573,37.8401321752546,0.0280382791463767,361.55964,2194.41223,4000.44561,23.35545,0.0,46.99759,0.3988
2023-02-28 03:00:00,4.119864773890447,282.83324487975995,272.7068272963573,37.8401321752546,0.0280382791463767,358.181,2593.33399,3994.86438,16.94065,0.0,40.85104,1.60191
2023-02-28 04:00:00,3.871076484443092,281.4181475067027,273.07351360628047,18.92065966485892,0.0957187737615654,353.59245,2163.54742,3987.32823,14.13348,0.0,37.22596,1.94849
2023-02-28 05:00:00,3.871076484443092,281.4181475067027,273.07351360628047,18.92065966485892,0.0957187737615654,355.27318,2710.92372,3981.70288,27.11126,0.0,39.03758,1.50513
2023-02-28 06:00:00,3.871076484443092,281.4181475067027,273.07351360628047,18.92065966485892,0.0957187737615654,342.50796,2573.14676,3957.87448,14.40115,0.0,40.56857,1.27234
2023-02-28 07:00:00,4.315528682904873,279.9941223557649,273.12936810774875,0.0,0.1024994583792265,330.72245,2354.02406,3976.43771,10.91466,0.0,40.31362,0.33343
2023-02-28 08:00:00,4.315528682904873,279.9941223557649,273.12936810774875,0.0,0.1024994583792265,332.35359,2408.66411,3972.14748,0.0,0.0,38.15821,0.18167
2023-02-28 09:00:00,4.315528682904873,279.9941223557649,273.12936810774875,0.0,0.1024994583792265,329.68406,3540.5961,3976.38939,11.72526,0.0,40.75579,0.25142
2023-02-28 10:00:00,4.189160508771916,278.9233541228024,273.5248772747758,0.0,0.2988333998498769,331.57538,2387.51882,3983.21395,15.33966,0.0,41.70386,0.20671
2023-02-28 11:00:00,4.189160508771916,278.9233541228024,273.5248772747758,0.0,0.2988333998498769,331.3498,2405.7714,3978.64471,16.25007,0.0,42.19851,0.39358
2023-02-28 12:00:00,4.189160508771916,278.9233541228024,273.5248772747758,0.0,0.2988333998498769,327.62845,2500.20543,3974.03017,19.00388,30.3998,39.82837,0.54755
2023-02-28 13:00:00,4.652665109333079,279.3627226035333,274.2103820598768,16.36482636035891,0.390755857347895,319.81057,3033.35804,3966.00335,17.59183,73.23909,41.40742,0.53135
2023-02-28 14:00:00,4.652665109333079,279.3627226035333,274.2103820598768,16.36482636035891,0.390755857347895,315.93528,2309.86498,3972.983,24.86168,152.98039,39.84906,0.86318
2023-02-28 15:00:00,4.652665109333079,279.3627226035333,274.2103820598768,16.36482636035891,0.390755857347895,321.06804,2952.51047,3981.46294,33.9225,216.25077,41.16761,0.26018
2023-02-28 16:00:00,7.856400165569197,282.84650458616125,274.4928071288196,173.8496488225352,0.8458688369052035,322.43418,3209.7248,3978.24227,34.64146,268.38658,40.95377,0.96814
2023-02-28 17:00:00,7.856400165569197,282.84650458616125,274.4928071288196,173.8496488225352,0.8458688369052035,324.24771,3070.21947,3975.19723,31.88773,310.15431,40.73078,0.41533
2023-02-28 18:00:00,7.856400165569197,282.84650458616125,274.4928071288196,173.8496488225352,0.8458688369052035,328.07104,2472.99009,3973.58682,20.35905,337.85481,37.71674,0.0
2023-02-28 19:00:00,10.420998330719431,284.1267790906809,275.38050749833974,408.6482602274247,0.9688720013866632,331.09815,2219.98408,3980.86046,28.3684,348.90153,33.00518,0.61153
2023-02-28 20:00:00,10.420998330719431,284.1267790906809,275.38050749833974,408.6482602274247,0.9688720013866632,331.29477,2389.90527,3994.12063,40.26545,346.94274,33.61418,0.0
2023-02-28 21:00:00,10.420998330719431,284.1267790906809,275.38050749833974,408.6482602274247,0.9688720013866632,332.59019,2258.95123,4004.86314,30.89499,334.05281,37.02115,0.02418
2023-02-28 22:00:00,11.907776429239648,281.5631744666707,276.2880171399671,294.1389959829212,3.535576076872247,335.22687,2476.30493,4002.71003,24.88623,280.01193,37.37658,0.09468
2023-02-28 23:00:00,11.907776429239648,281.5631744666707,276.2880171399671,294.1389959829212,3.535576076872247,340.20553,2316.68529,3992.41171,25.19276,220.52692,36.45575,0.31797
2023-03-01 00:00:00,11.907776429239648,281.5631744666707,276.2880171399671,294.1389959829212,3.535576076872247,334.87782,2731.34193,3968.54273,8.52267,5.49741,62.20356,0.06151
2023-03-01 01:00:00,9.263852278931914,276.8442905055023,272.5855078538558,10.07679615381528,4.5084466104436585,342.3543,2355.53916,3973.04547,17.02894,0.0,62.23078,0.0
2023-03-01 02:00:00,9.263852278931914,276.8442905055023,272.5855078538558,10.07679615381528,4.5084466104436585,347.10782,2194.41223,3986.12143,23.35545,11.08289,54.33771,0.38034
2023-03-01 03:00:00,9.263852278931914,276.8442905055023,272.5855078538558,10.07679615381528,4.5084466104436585,344.00591,2593.33399,3980.84261,16.94065,16.27794,47.33964,2.09849
2023-03-01 04:00:00,6.96631018245675,275.2517344408828,270.0229614868243,5.038168154159776,6.522462342537706,339.92046,2163.54742,3972.9308,14.13348,20.23876,43.16479,2.90772
2023-03-01 05:00:00,6.96631018245675,275.2517344408828,270.0229614868243,5.038168154159776,6.522462342537706,342.15818,2710.92372,3968.20226,27.11126,8.81206,45.1659,2.66699
2023-03-01 06:00:00,6.96631018245675,275.2517344408828,270.0229614868243,5.038168154159776,6.522462342537706,330.50529,2573.14676,3944.70608,14.40115,0.0,46.78732,2.08773
2023-03-01 07:00:00,6.12739099834598,275.1355068197977,269.1586191215295,0.0,0.5707402168301816,319.55422,2354.02406,3962.90089,10.91466,0.0,46.55501,0.60252
2023-03-01 08:00:00,6.12739099834598,275.1355068197977,269.1586191215295,0.0,0.5707402168301816,321.10951,2408.66411,3958.71892,0.0,0.0,43.90415,0.0
