Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,other
37056,2023-03-25 00:00:00,86.49,235.0,852.0,3998.0,45.0,467.0,113.0,0.0
37057,2023-03-25 01:00:00,110.28,236.0,1280.0,3997.0,48.0,268.0,96.0,1.0
37058,2023-03-25 02:00:00,153.51,234.0,2309.0,4009.0,141.0,33.0,61.0,23.0
37059,2023-03-25 03:00:00,159.21,236.0,2495.0,3999.0,191.0,10.0,59.0,25.0
37060,2023-03-25 04:00:00,162.51,234.0,2612.0,3999.0,192.0,10.0,55.0,24.0
37061,2023-03-25 05:00:00,161.84,235.0,2623.0,4005.0,191.0,10.0,39.0,1.0
37062,2023-03-25 06:00:00,165.97,235.0,2677.0,4006.0,99.0,0.0,32.0,2.0
37063,2023-03-25 07:00:00,165.09,228.0,2634.0,4005.0,46.0,0.0,40.0,0.0
37064,2023-03-25 08:00:00,159.11,170.0,2609.0,4006.0,45.0,0.0,49.0,0.0
37065,2023-03-25 09:00:00,156.49,135.0,2614.0,4009.0,46.0,0.0,32.0,0.0
37066,2023-03-25 10:00:00,150.85,135.0,2429.0,4008.0,44.0,0.0,22.0,0.0
37067,2023-03-25 11:00:00,149.88,135.0,2395.0,4006.0,46.0,0.0,15.0,0.0
37068,2023-03-25 12:00:00,158.02,203.0,2453.0,4004.0,45.0,0.0,15.0,0.0
37069,2023-03-25 13:00:00,164.1,235.0,2557.0,4002.0,45.0,0.0,17.0,1.0
37070,2023-03-25 14:00:00,152.89,237.0,2199.0,4008.0,52.0,19.0,18.0,12.0
37071,2023-03-25 15:00:00,138.29,235.0,1987.0,4009.0,191.0,249.0,0.0,20.0
37072,2023-03-25 16:00:00,115.36,235.0,1446.0,4006.0,50.0,453.0,0.0,1.0
37073,2023-03-25 17:00:00,85.12,182.0,923.0,4000.0,45.0,487.0,0.0,0.0
37074,2023-03-25 18:00:00,78.01,135.0,897.0,4000.0,44.0,494.0,0.0,0.0
37075,2023-03-25 19:00:00,76.84,135.0,874.0,3997.0,46.0,492.0,0.0,0.0
37076,2023-03-25 20:00:00,76.58,134.0,872.0,4000.0,45.0,492.0,0.0,0.0
37077,2023-03-25 21:00:00,77.67,135.0,890.0,4000.0,45.0,491.0,0.0,0.0
37078,2023-03-25 22:00:00,78.03,135.0,898.0,3997.0,46.0,493.0,4.0,0.0
37079,2023-03-25 23:00:00,71.69,136.0,779.0,3998.0,45.0,490.0,14.0,0.0
