Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,other
37944,2023-05-01 00:00:00,277.33,225.0,3340.0,2653.0,137.0,327.0,67.0,0.0
37945,2023-05-01 01:00:00,278.32,224.0,3349.0,2651.0,141.0,282.0,86.0,1.0
37946,2023-05-01 02:00:00,303.47,235.0,3851.0,2647.0,140.0,61.0,78.0,24.0
37947,2023-05-01 03:00:00,303.28,235.0,3612.0,2637.0,48.0,9.0,75.0,25.0
37948,2023-05-01 04:00:00,300.53,237.0,3585.0,2649.0,94.0,10.0,66.0,24.0
37949,2023-05-01 05:00:00,297.18,235.0,3494.0,2653.0,94.0,1.0,52.0,2.0
37950,2023-05-01 06:00:00,291.05,235.0,3279.0,2657.0,94.0,0.0,39.0,2.0
37951,2023-05-01 07:00:00,280.45,234.0,2965.0,2656.0,96.0,0.0,37.0,0.0
37952,2023-05-01 08:00:00,276.0,227.0,2850.0,2657.0,93.0,0.0,32.0,0.0
37953,2023-05-01 09:00:00,274.39,174.0,2865.0,2656.0,45.0,0.0,17.0,0.0
37954,2023-05-01 10:00:00,272.97,165.0,2839.0,2660.0,45.0,0.0,4.0,0.0
37955,2023-05-01 11:00:00,268.93,165.0,2744.0,2664.0,44.0,0.0,9.0,0.0
37956,2023-05-01 12:00:00,255.15,165.0,2416.0,2657.0,45.0,0.0,17.0,0.0
37957,2023-05-01 13:00:00,247.27,167.0,2204.0,2665.0,44.0,2.0,20.0,25.0
37958,2023-05-01 14:00:00,265.14,222.0,2630.0,2670.0,44.0,148.0,25.0,25.0
37959,2023-05-01 15:00:00,258.77,199.0,2665.0,2666.0,44.0,316.0,11.0,24.0
37960,2023-05-01 16:00:00,257.64,224.0,2650.0,2661.0,43.0,363.0,7.0,2.0
37961,2023-05-01 17:00:00,264.86,225.0,2848.0,2661.0,10.0,399.0,31.0,11.0
37962,2023-05-01 18:00:00,257.4,224.0,2717.0,2648.0,10.0,445.0,55.0,5.0
37963,2023-05-01 19:00:00,258.73,225.0,2787.0,2651.0,10.0,460.0,65.0,0.0
37964,2023-05-01 20:00:00,261.72,225.0,2898.0,2645.0,11.0,481.0,79.0,0.0
37965,2023-05-01 21:00:00,266.54,270.0,2980.0,2642.0,106.0,447.0,71.0,0.0
37966,2023-05-01 22:00:00,280.23,307.0,3264.0,2644.0,105.0,395.0,81.0,1.0
37967,2023-05-01 23:00:00,278.61,344.0,3235.0,2642.0,138.0,450.0,95.0,0.0
