datetime,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_other_production_forecast
2023-07-25 00:00:00,4.90595696686341,314.50870967487697,281.1477015698096,843.6288125484609,0.0024210632370694,602.9141,4202.39469,3838.88759,30.67653,248.5511,14.68858,2.51454
2023-07-25 01:00:00,4.046834542168825,308.69370419310223,283.23882913680654,157.86258097324148,0.0980694534076554,603.3026,3558.08385,3831.82198,29.84707,172.34667,13.70865,2.65374
2023-07-25 02:00:00,4.046834542168825,308.69370419310223,283.23882913680654,157.86258097324148,0.0980694534076554,599.68365,2826.56319,3824.76817,39.67728,91.80621,13.00287,2.4502
2023-07-25 03:00:00,4.046834542168825,308.69370419310223,283.23882913680654,157.86258097324148,0.0980694534076554,594.51718,3092.20669,3815.73864,37.84548,48.00015,12.59821,1.81354
2023-07-25 04:00:00,2.860037318328622,305.9863602745182,284.2516413310997,78.93207774143016,0.1417353240992135,589.91328,3231.96463,3810.6678,37.56458,32.49937,11.62166,1.66727
2023-07-25 05:00:00,2.860037318328622,305.9863602745182,284.2516413310997,78.93207774143016,0.1417353240992135,580.04287,2726.39427,3807.74021,44.82658,37.30845,11.6062,1.35338
2023-07-25 06:00:00,2.860037318328622,305.9863602745182,284.2516413310997,78.93207774143016,0.1417353240992135,571.10881,3479.50944,3799.00129,32.80653,41.28946,12.51968,1.70205
2023-07-25 07:00:00,2.3129181446252507,304.412895146014,284.61055118469005,0.0,0.0097795952236987,560.7567,3521.15159,3796.28002,31.51504,1.94833,11.54033,1.39254
2023-07-25 08:00:00,2.3129181446252507,304.412895146014,284.61055118469005,0.0,0.0097795952236987,552.37236,2677.44302,3795.73287,44.40441,0.0,11.7832,1.97936
2023-07-25 09:00:00,2.3129181446252507,304.412895146014,284.61055118469005,0.0,0.0097795952236987,537.02126,3031.27628,3796.34644,35.56014,0.0,11.63247,2.60694
2023-07-25 10:00:00,2.199521714096578,303.1602198831821,284.806792260616,0.0,0.069138114470537,520.13936,3158.05845,3798.20702,46.52414,0.0,11.38982,2.63196
2023-07-25 11:00:00,2.199521714096578,303.1602198831821,284.806792260616,0.0,0.069138114470537,507.95296,3064.06427,3799.4564,51.7959,0.0,11.55582,2.61377
2023-07-25 12:00:00,2.199521714096578,303.1602198831821,284.806792260616,0.0,0.069138114470537,493.57163,2790.7127,3801.29339,62.0251,24.4329,10.38777,2.2397
2023-07-25 13:00:00,2.209690803515484,306.91013047767524,284.74402214292434,133.71339411934883,0.0314968555292785,485.78051,3474.77689,3803.41525,64.07211,79.21523,9.42618,2.49567
2023-07-25 14:00:00,2.209690803515484,306.91013047767524,284.74402214292434,133.71339411934883,0.0314968555292785,478.6553,3267.45027,3805.73736,65.99337,132.01903,10.33783,2.33559
2023-07-25 15:00:00,2.209690803515484,306.91013047767524,284.74402214292434,133.71339411934883,0.0314968555292785,469.09974,3324.92469,3808.81227,60.07687,214.80697,10.1437,2.63472
