datetime,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_other_production_forecast
2023-06-27 00:00:00,5.257281636773499,302.56234261634035,289.0154076258236,63.74416430397655,0.032610394026309,11557.48547,43558.14322,6767.41981,2584.72412,11036.26003,4055.50011,29.07405
2023-06-27 01:00:00,5.257281636773499,302.56234261634035,289.0154076258236,63.74416430397655,0.032610394026309,11243.32582,36414.74097,7013.36066,2585.04576,6677.44018,4104.37001,29.46391
2023-06-27 02:00:00,5.257281636773499,302.56234261634035,289.0154076258236,63.74416430397655,0.032610394026309,10854.3981,31169.38135,7323.38607,2587.22301,1746.83009,4250.10006,30.62648
2023-06-27 03:00:00,5.257281636773499,302.56234261634035,289.0154076258236,63.74416430397655,0.032610394026309,10455.20097,25465.9666,7954.11388,2589.89427,6.09,4194.18989,30.18045
2023-06-27 04:00:00,5.007918002479163,300.43947606597305,289.69577868557747,63.74416430397655,0.032610394026309,9899.86277,23313.13754,8440.37231,2592.06881,0.0,4226.61,30.43908
2023-06-27 05:00:00,5.007918002479163,300.43947606597305,289.69577868557747,63.74416430397655,0.032610394026309,9176.13625,25311.23601,8869.82924,2597.34527,0.0,4272.14992,30.80238
2023-06-27 06:00:00,5.007918002479163,300.43947606597305,289.69577868557747,63.74416430397655,0.032610394026309,8731.78514,24609.67833,9112.99266,2599.13416,0.0,4312.40016,31.12348
2023-06-27 07:00:00,4.455673582875338,298.8566085897494,289.81879083025217,31.871830590801707,0.0625627556367121,8408.08015,17224.83876,9149.72412,2595.89871,0.0,4406.75987,31.87623
2023-06-27 08:00:00,4.455673582875338,298.8566085897494,289.81879083025217,31.871830590801707,0.0625627556367121,7848.55546,3354.06774,8953.71935,2596.95062,0.0,4367.38997,31.56216
2023-06-27 09:00:00,4.455673582875338,298.8566085897494,289.81879083025217,31.871830590801707,0.0625627556367121,7263.77294,0.0,8812.03338,2595.5933,0.0,4311.5501,31.11669
2023-06-27 10:00:00,3.7822748453109662,297.7490642375392,290.0926100780671,0.0,0.0974589455085583,6803.1814,0.0,8803.40477,2595.9712,0.0,4189.35986,30.14192
2023-06-27 11:00:00,3.7822748453109662,297.7490642375392,290.0926100780671,0.0,0.0974589455085583,6969.91919,0.0,8463.44293,2600.74085,0.0,3994.89005,28.59053
2023-06-27 12:00:00,3.7822748453109662,297.7490642375392,290.0926100780671,0.0,0.0974589455085583,7288.63997,0.0,8028.44386,2604.81084,45.7,3730.68007,26.48279
2023-06-27 13:00:00,4.817547454842414,303.7399999081752,289.0777451436559,1.3255073612653658,0.1608728825491906,7876.73126,7319.01231,7728.20131,2608.73309,2600.8499,3335.16992,23.32761
2023-06-27 14:00:00,4.817547454842414,303.7399999081752,289.0777451436559,1.3255073612653658,0.1608728825491906,8556.15275,12095.65218,7391.3856,2611.55758,8045.61011,2753.97003,18.69108
2023-06-27 15:00:00,4.817547454842414,303.7399999081752,289.0777451436559,1.3255073612653658,0.1608728825491906,9344.81643,9775.87612,7270.74813,2616.49988,11741.30021,2145.64998,13.83819
2023-06-27 16:00:00,5.448886442984072,309.0397924375536,286.3021872936639,317.83410283147606,0.1810083763383358,9981.91281,5448.80914,7214.303,2622.4564,13072.48013,1692.72004,10.22494
2023-06-27 17:00:00,5.448886442984072,309.0397924375536,286.3021872936639,317.83410283147606,0.1810083763383358,10608.78399,4351.76336,7153.13509,2625.61097,13704.61027,1415.58996,8.01413
2023-06-27 18:00:00,5.448886442984072,309.0397924375536,286.3021872936639,317.83410283147606,0.1810083763383358,11187.82666,5651.58086,7072.64647,2628.1072,14054.70008,1301.36001,7.10286
2023-06-27 19:00:00,6.513392492474946,311.17667422757046,284.4185166243303,580.729599862809,0.1830615338337431,11709.86523,10538.7001,6973.99377,2631.09298,14132.8799,1378.38002,7.71729
2023-06-27 20:00:00,6.513392492474946,311.17667422757046,284.4185166243303,580.729599862809,0.1830615338337431,11741.85286,23868.81705,7093.53109,2635.54411,14080.08984,1670.57997,10.04832
2023-06-27 21:00:00,6.513392492474946,311.17667422757046,284.4185166243303,580.729599862809,0.1830615338337431,11683.06387,36338.3105,7317.79382,2640.05122,13935.2807,2076.47002,13.28631
2023-06-27 22:00:00,6.92027393249983,309.4354314710969,284.95568002369794,958.1864097744002,0.1851312505482203,11541.09945,44328.71647,7929.84208,2645.82045,13549.28016,2514.58001,16.78134
2023-06-27 23:00:00,6.92027393249983,309.4354314710969,284.95568002369794,958.1864097744002,0.1851312505482203,11349.60444,43283.85967,8660.17477,2652.29289,12807.84967,2920.32,20.01814
2023-06-28 00:00:00,6.92027393249983,309.4354314710969,284.95568002369794,958.1864097744002,0.1851312505482203,11185.16757,53097.01507,10808.92629,2646.49016,126.08512,14853.7106,10.5266
2023-06-28 01:00:00,6.317065956555149,303.65174389882765,286.0924562267135,763.7035577620713,0.1926045560986365,10841.27105,48621.20971,11034.43395,2646.75578,148.56378,13451.74307,14.67754
2023-06-28 02:00:00,6.317065956555149,303.65174389882765,286.0924562267135,763.7035577620713,0.1926045560986365,10432.33773,41795.10887,11193.5967,2648.88588,134.66302,11973.05313,16.19791
2023-06-28 03:00:00,6.317065956555149,303.65174389882765,286.0924562267135,763.7035577620713,0.1926045560986365,10018.23216,31915.83565,11615.75029,2651.41681,135.02128,10442.40738,20.2701
2023-06-28 04:00:00,6.033063670414336,301.22794590317164,287.57715521609737,64.02969718507836,0.2161752951184892,9501.07116,24350.13589,11872.96593,2653.49111,129.85429,8758.14736,18.3159
2023-06-28 05:00:00,6.033063670414336,301.22794590317164,287.57715521609737,64.02969718507836,0.2161752951184892,8867.35512,20301.50004,12124.51853,2658.85849,29.0661,7334.26769,17.80127
2023-06-28 06:00:00,6.033063670414336,301.22794590317164,287.57715521609737,64.02969718507836,0.2161752951184892,8522.04416,14881.52263,12233.47989,2661.01383,25.97674,6217.8581,18.10857
2023-06-28 07:00:00,4.913474672197294,299.2106185467468,288.17834972841626,32.014743434780776,0.2397718310165454,8299.20769,7317.36499,12208.69262,2657.95417,30.06472,5438.52028,16.38273
2023-06-28 08:00:00,4.913474672197294,299.2106185467468,288.17834972841626,32.014743434780776,0.2397718310165454,7842.42587,0.0,11972.11262,2658.97938,44.11312,5098.80746,13.60592
2023-06-28 09:00:00,4.913474672197294,299.2106185467468,288.17834972841626,32.014743434780776,0.2397718310165454,7363.94934,0.0,11679.43353,2657.44437,36.16983,5265.05739,16.81207
2023-06-28 10:00:00,4.351015036336692,298.0650374842147,288.4523717571884,0.0,0.2753029545456386,7017.97395,0.0,11471.93481,2657.66915,82.65919,5772.17592,19.01329
2023-06-28 11:00:00,4.351015036336692,298.0650374842147,288.4523717571884,0.0,0.2753029545456386,7254.57067,0.0,11007.99287,2662.21185,83.08862,6519.76272,19.74207
2023-06-28 12:00:00,4.351015036336692,298.0650374842147,288.4523717571884,0.0,0.2753029545456386,7618.60119,0.0,10515.07704,2666.1443,76.76512,7228.59249,18.77173
2023-06-28 13:00:00,6.047693809447513,303.9510777891942,287.8969052509969,1.3377246521418622,0.2762339008875043,8221.55321,0.0,10125.37281,2669.93025,82.61655,8124.21009,16.16499
2023-06-28 14:00:00,6.047693809447513,303.9510777891942,287.8969052509969,1.3377246521418622,0.2762339008875043,8872.88729,0.0,9636.27688,2672.7474,88.77527,9090.2348,13.02991
2023-06-28 15:00:00,6.047693809447513,303.9510777891942,287.8969052509969,1.3377246521418622,0.2762339008875043,9586.8734,0.0,9337.22437,2677.54381,108.46123,10145.83677,14.35662
2023-06-28 16:00:00,6.41111053309503,308.9921038401112,285.5410987066925,320.94682149040494,0.2790968437272922,10141.73101,4063.07361,9159.66528,2683.33375,121.77503,11433.2434,15.78311
2023-06-28 17:00:00,6.41111053309503,308.9921038401112,285.5410987066925,320.94682149040494,0.2790968437272922,10635.25279,12731.66181,9014.75521,2686.41153,119.82413,12730.37354,16.98235
2023-06-28 18:00:00,6.41111053309503,308.9921038401112,285.5410987066925,320.94682149040494,0.2790968437272922,11098.42799,18887.61485,8887.20658,2688.85113,112.68907,14575.55741,18.9956
2023-06-28 19:00:00,6.705703581073567,310.9209083977429,284.1104921346321,585.9666198596426,0.2828961921661598,11517.94083,21993.54911,8785.07126,2691.80134,108.77765,16169.53214,21.42067
2023-06-28 20:00:00,6.705703581073567,310.9209083977429,284.1104921346321,585.9666198596426,0.2828961921661598,11487.57531,28451.545,8860.28503,2696.09065,109.28046,17177.47623,24.06816
2023-06-28 21:00:00,6.705703581073567,310.9209083977429,284.1104921346321,585.9666198596426,0.2828961921661598,11387.91004,34477.20823,9053.1023,2700.42503,105.60394,17835.58455,19.69316
2023-06-28 22:00:00,7.123151683599108,308.99015320869376,285.1636023387081,966.7060660286916,0.2842970471015275,11220.62465,42377.59352,9637.80183,2706.02785,94.11144,18078.53959,21.34342
2023-06-28 23:00:00,7.123151683599108,308.99015320869376,285.1636023387081,966.7060660286916,0.2842970471015275,11020.34132,47242.87743,10309.07383,2712.36853,82.91167,17850.47047,14.89259
2023-06-29 00:00:00,7.123151683599108,308.99015320869376,285.1636023387081,966.7060660286916,0.2842970471015275,10848.56635,54712.11963,12204.46542,2703.84757,126.08512,22030.57684,10.5266
2023-06-29 01:00:00,6.59105314829891,303.4048140171656,286.40322731599724,773.2959082788891,0.2862872273711322,10494.2208,49581.96865,12418.40278,2704.06111,148.56378,20521.57286,14.67754
2023-06-29 02:00:00,6.59105314829891,303.4048140171656,286.40322731599724,773.2959082788891,0.2862872273711322,10078.11847,42079.1046,12538.06499,2706.14743,134.66302,18873.31058,16.19791
2023-06-29 03:00:00,6.59105314829891,303.4048140171656,286.40322731599724,773.2959082788891,0.2862872273711322,9660.24949,32091.96713,12880.69329,2708.54805,135.02128,16956.69217,20.2701
2023-06-29 04:00:00,6.343319664747906,301.1335335279057,287.8204918207072,66.14584716203854,0.2893048107234358,9162.89975,25581.31627,13039.61819,2710.52929,129.85429,14685.60912,18.3159
2023-06-29 05:00:00,6.343319664747906,301.1335335279057,287.8204918207072,66.14584716203854,0.2893048107234358,8570.62267,22961.61152,13229.09204,2715.98109,29.0661,12507.34354,17.80127
2023-06-29 06:00:00,6.343319664747906,301.1335335279057,287.8204918207072,66.14584716203854,0.2893048107234358,8268.74605,18005.08892,13293.95338,2718.47673,25.97674,10825.78442,18.10857
2023-06-29 07:00:00,5.377175534030087,299.3027948661727,288.77545931371947,33.07289007897309,0.290091346246767,8088.87244,9384.17423,13241.82296,2715.58034,30.06472,9481.98778,16.38273
2023-06-29 08:00:00,5.377175534030087,299.3027948661727,288.77545931371947,33.07289007897309,0.290091346246767,7687.5305,0.0,12968.6706,2716.58075,44.11312,8645.63917,13.60592
2023-06-29 09:00:00,5.377175534030087,299.3027948661727,288.77545931371947,33.07289007897309,0.290091346246767,7270.05512,0.0,12614.03526,2714.88073,36.16983,8400.4454,16.81207
2023-06-29 10:00:00,4.397791832837526,297.80148692494333,289.7180794882214,0.0,0.2910977950601648,6985.91932,0.0,12337.63574,2714.9633,82.65919,8673.41094,19.01329
2023-06-29 11:00:00,4.397791832837526,297.80148692494333,289.7180794882214,0.0,0.2910977950601648,7255.94372,0.0,11827.52791,2719.29523,83.08862,9343.749,19.74207
2023-06-29 12:00:00,4.397791832837526,297.80148692494333,289.7180794882214,0.0,0.2910977950601648,7642.92939,0.0,11299.01895,2723.09997,76.76512,10028.88069,18.77173
2023-06-29 13:00:00,5.807072172301695,302.924533399958,289.6044100130589,1.327801725941102,0.2927336948759665,8253.87691,0.0,10881.96998,2726.75933,82.61655,11023.53589,16.16499
2023-06-29 14:00:00,5.807072172301695,302.924533399958,289.6044100130589,1.327801725941102,0.2927336948759665,8894.52412,0.0,10354.82289,2729.56969,88.77527,12101.94116,13.02991
2023-06-29 15:00:00,5.807072172301695,302.924533399958,289.6044100130589,1.327801725941102,0.2927336948759665,9574.95031,0.0,10012.15243,2734.23064,108.46123,13369.22087,14.35662
2023-06-29 16:00:00,6.0326933071206845,307.7435352944925,287.67171260832254,312.56353885287,0.2941114990401159,10091.04767,4053.14706,9812.37388,2739.86587,121.77503,14873.85699,15.78311
2023-06-29 17:00:00,6.0326933071206845,307.7435352944925,287.67171260832254,312.56353885287,0.2941114990401159,10527.35276,12646.56999,9640.84137,2742.87234,119.82413,16544.76755,16.98235
2023-06-29 18:00:00,6.0326933071206845,307.7435352944925,287.67171260832254,312.56353885287,0.2941114990401159,10938.86729,18048.55601,9496.83418,2745.25935,112.68907,18991.42893,18.9956
2023-06-29 19:00:00,6.791595637350156,309.68737976600585,286.20865715302807,574.6462654019605,0.296064192310376,11311.20974,19985.45188,9394.23907,2748.17656,108.77765,21188.12562,21.42067
2023-06-29 20:00:00,6.791595637350156,309.68737976600585,286.20865715302807,574.6462654019605,0.296064192310376,11256.84086,26251.76089,9449.74155,2752.31556,109.28046,22683.81837,24.06816
2023-06-29 21:00:00,6.791595637350156,309.68737976600585,286.20865715302807,574.6462654019605,0.296064192310376,11137.66883,33598.60016,9638.58538,2756.48957,105.60394,23705.91007,19.69316
2023-06-29 22:00:00,7.093879340976609,307.7384498933231,287.0397399753509,951.8997000893978,0.2994010887759373,10954.02689,43309.93014,10222.94205,2761.93782,94.11144,24207.67511,21.34342
