UTC time,creation_time (UTC),version,coal,nat_gas,nuclear,hydro,solar,wind,other
2023-08-09 00:00:00,2023-08-13 18:01:21,3.0,10299.0,45773.0,4934.0,216.0,8838.0,11058.0,214.0
2023-08-09 01:00:00,2023-08-13 18:01:21,3.0,9985.0,47539.0,4934.0,234.0,3578.0,11940.0,581.0
2023-08-09 02:00:00,2023-08-13 18:01:21,3.0,9553.0,48046.0,4937.0,233.0,117.0,12886.0,467.0
2023-08-09 03:00:00,2023-08-13 18:01:21,3.0,9564.0,44200.0,4938.0,44.0,0.0,15920.0,185.0
2023-08-09 04:00:00,2023-08-13 18:01:21,3.0,9087.0,37762.0,4939.0,4.0,0.0,19265.0,114.0
2023-08-09 05:00:00,2023-08-13 18:01:21,3.0,8977.0,31730.0,4939.0,4.0,0.0,21562.0,80.0
2023-08-09 06:00:00,2023-08-13 18:01:21,3.0,7611.0,28308.0,4940.0,4.0,0.0,22913.0,97.0
2023-08-09 07:00:00,2023-08-13 18:01:21,3.0,6967.0,27093.0,4941.0,4.0,0.0,21819.0,110.0
2023-08-09 08:00:00,2023-08-13 18:01:21,3.0,6916.0,26747.0,4942.0,4.0,0.0,20261.0,73.0
2023-08-09 09:00:00,2023-08-13 18:01:21,3.0,6767.0,26822.0,4943.0,22.0,0.0,18897.0,79.0
2023-08-09 10:00:00,2023-08-13 18:01:21,3.0,6743.0,26444.0,4943.0,6.0,0.0,18449.0,62.0
2023-08-09 11:00:00,2023-08-13 18:01:21,3.0,6416.0,25754.0,4944.0,4.0,0.0,20110.0,57.0
2023-08-09 12:00:00,2023-08-13 18:01:21,3.0,6301.0,26033.0,4945.0,4.0,2.0,20839.0,71.0
2023-08-09 13:00:00,2023-08-13 18:01:21,3.0,6189.0,26005.0,4946.0,4.0,1075.0,19919.0,90.0
2023-08-09 14:00:00,2023-08-13 18:01:21,3.0,5505.0,24698.0,4948.0,4.0,6291.0,19280.0,65.0
2023-08-09 15:00:00,2023-08-13 18:01:21,3.0,4917.0,24969.0,4949.0,6.0,9199.0,20795.0,108.0
2023-08-09 16:00:00,2023-08-13 18:01:21,3.0,5651.0,26903.0,4952.0,24.0,10208.0,21032.0,107.0
2023-08-09 17:00:00,2023-08-13 18:01:21,3.0,7110.0,29679.0,4954.0,36.0,11609.0,19741.0,156.0
2023-08-09 18:00:00,2023-08-13 18:01:21,3.0,8689.0,33512.0,4951.0,24.0,12679.0,17122.0,135.0
2023-08-09 19:00:00,2023-08-13 18:01:21,3.0,10062.0,37649.0,4945.0,24.0,12615.0,14672.0,148.0
2023-08-09 20:00:00,2023-08-13 18:01:21,3.0,10444.0,41459.0,4943.0,33.0,12293.0,13132.0,93.0
2023-08-09 21:00:00,2023-08-13 18:01:21,3.0,10407.0,42602.0,4942.0,113.0,12025.0,12333.0,158.0
2023-08-09 22:00:00,2023-08-13 18:01:21,3.0,10786.0,43710.0,4942.0,178.0,11668.0,11541.0,200.0
2023-08-09 23:00:00,2023-08-13 18:01:21,3.0,10675.0,45260.0,4942.0,178.0,11194.0,10785.0,205.0
