Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,other
41832,2023-10-10 00:00:00,2024-07-17 00:00:00,3.1,155.61,9773.0,2816.0,4114.0,5022.0,346.0,32499.0,53.0
41833,2023-10-10 01:00:00,2024-07-17 00:00:00,3.1,139.87,9922.0,63.0,6748.0,5022.0,308.0,32281.0,85.0
41834,2023-10-10 02:00:00,2024-07-17 00:00:00,3.1,134.97,9411.0,0.0,10313.0,5023.0,124.0,28338.0,67.0
41835,2023-10-10 03:00:00,2024-07-17 00:00:00,3.1,133.62,8955.0,0.0,12644.0,4918.0,55.0,24435.0,22.0
41836,2023-10-10 04:00:00,2024-07-17 00:00:00,3.1,133.48,8468.0,0.0,15111.0,4845.0,93.0,19717.0,6.0
41837,2023-10-10 05:00:00,2024-07-17 00:00:00,3.1,126.66,7539.0,0.0,16170.0,4819.0,61.0,16667.0,6.0
41838,2023-10-10 06:00:00,2024-07-17 00:00:00,3.1,105.03,5892.0,0.0,16231.0,4820.0,69.0,15648.0,6.0
41839,2023-10-10 07:00:00,2024-07-17 00:00:00,3.1,92.68,4994.0,0.0,15801.0,4821.0,78.0,15258.0,0.0
41840,2023-10-10 08:00:00,2024-07-17 00:00:00,3.1,90.55,4735.0,0.0,15260.0,4813.0,38.0,14899.0,1.0
41841,2023-10-10 09:00:00,2024-07-17 00:00:00,3.1,84.56,4338.0,0.0,15459.0,4810.0,44.0,14450.0,19.0
41842,2023-10-10 10:00:00,2024-07-17 00:00:00,3.1,88.47,4579.0,0.0,14545.0,4811.0,57.0,15342.0,0.0
41843,2023-10-10 11:00:00,2024-07-17 00:00:00,3.1,108.45,5798.0,0.0,13504.0,4811.0,22.0,16495.0,0.0
41844,2023-10-10 12:00:00,2024-07-17 00:00:00,3.1,123.83,7007.0,0.0,12142.0,4813.0,93.0,18949.0,0.0
41845,2023-10-10 13:00:00,2024-07-17 00:00:00,3.1,132.68,7682.0,49.0,11052.0,4814.0,92.0,20449.0,0.0
41846,2023-10-10 14:00:00,2024-07-17 00:00:00,3.1,148.99,7365.0,2782.0,9836.0,4815.0,127.0,19554.0,0.0
41847,2023-10-10 15:00:00,2024-07-17 00:00:00,3.1,185.08,7268.0,8056.0,6305.0,4816.0,58.0,19487.0,19.0
41848,2023-10-10 16:00:00,2024-07-17 00:00:00,3.1,196.21,7605.0,9641.0,5094.0,4816.0,34.0,20484.0,19.0
41849,2023-10-10 17:00:00,2024-07-17 00:00:00,3.1,194.93,7906.0,9698.0,5430.0,4816.0,50.0,21368.0,19.0
41850,2023-10-10 18:00:00,2024-07-17 00:00:00,3.1,188.4,7875.0,9705.0,6906.0,4817.0,92.0,21469.0,18.0
41851,2023-10-10 19:00:00,2024-07-17 00:00:00,3.1,181.19,7922.0,9382.0,8345.0,4816.0,223.0,21738.0,18.0
41852,2023-10-10 20:00:00,2024-07-17 00:00:00,3.1,177.04,8382.0,8446.0,8819.0,4816.0,203.0,23014.0,21.0
41853,2023-10-10 21:00:00,2024-07-17 00:00:00,3.1,172.92,8590.0,7635.0,9670.0,4817.0,97.0,23332.0,21.0
41854,2023-10-10 22:00:00,2024-07-17 00:00:00,3.1,162.37,8614.0,5964.0,11268.0,4817.0,147.0,23154.0,21.0
41855,2023-10-10 23:00:00,2024-07-17 00:00:00,3.1,148.0,8463.0,3869.0,13210.0,4817.0,91.0,22812.0,45.0
