UTC time,nat_gas,nuclear,oil,hydro,solar,wind,biomass,unknown
2023-08-26 00:00:00,1813.0,2829.0,0.0,25.0,0.0,1570.0,294.0,410.0
2023-08-26 01:00:00,1576.0,2828.0,0.0,18.0,0.0,1662.0,291.0,426.0
2023-08-26 02:00:00,1527.0,2829.0,0.0,10.0,0.0,1829.0,292.0,413.0
2023-08-26 03:00:00,1413.0,2830.0,0.0,5.0,0.0,1971.0,289.0,414.0
2023-08-26 04:00:00,1622.0,2491.0,0.0,3.0,0.0,1903.0,282.0,472.0
2023-08-26 05:00:00,1759.0,2386.0,0.0,4.0,319.0,1907.0,288.0,557.0
2023-08-26 06:00:00,1177.0,2388.0,0.0,6.0,1191.0,1647.0,288.0,535.0
2023-08-26 07:00:00,1162.0,2389.0,0.0,9.0,2302.0,1528.0,283.0,535.0
2023-08-26 08:00:00,1106.0,2388.0,0.0,10.0,3401.0,1786.0,279.0,539.0
2023-08-26 09:00:00,934.0,2388.0,0.0,11.0,3921.0,1729.0,277.0,554.0
2023-08-26 10:00:00,1079.0,2386.0,0.0,15.0,3784.0,1772.0,282.0,524.0
2023-08-26 11:00:00,1020.0,2385.0,0.0,16.0,3600.0,1324.0,283.0,493.0
2023-08-26 12:00:00,1052.0,2385.0,0.0,16.0,3432.0,1097.0,285.0,495.0
2023-08-26 13:00:00,1108.0,2385.0,0.0,15.0,3235.0,1066.0,285.0,447.0
2023-08-26 14:00:00,1231.0,2384.0,0.0,14.0,2616.0,1177.0,283.0,453.0
2023-08-26 15:00:00,1764.0,2383.0,0.0,13.0,1935.0,1223.0,279.0,493.0
2023-08-26 16:00:00,2500.0,2383.0,0.0,11.0,1171.0,1241.0,279.0,531.0
2023-08-26 17:00:00,2701.0,2381.0,0.0,11.0,507.0,1309.0,280.0,588.0
2023-08-26 18:00:00,2744.0,2387.0,0.0,10.0,53.0,1365.0,284.0,596.0
2023-08-26 19:00:00,2764.0,2429.0,0.0,10.0,0.0,1265.0,280.0,543.0
2023-08-26 20:00:00,2755.0,2483.0,0.0,11.0,0.0,1298.0,289.0,527.0
2023-08-26 21:00:00,2524.0,2547.0,0.0,10.0,0.0,1018.0,294.0,563.0
2023-08-26 22:00:00,1697.0,2582.0,0.0,9.0,0.0,880.0,300.0,468.0
2023-08-26 23:00:00,1243.0,2597.0,0.0,8.0,0.0,751.0,308.0,449.0
