UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_wind_production_forecast
2023-10-21 00:00:00,2024-07-17 00:00:00,3.1,3.616422403950714,292.36953777527526,277.630780944668,337.88499046304094,0.0,1645.45304,917.59536,24.11033
2023-10-21 01:00:00,2024-07-17 00:00:00,3.1,3.302095234467512,289.31175176757307,277.4695739544879,0.0,0.0001862840483158,1595.196,918.34723,87.92637
2023-10-21 02:00:00,2024-07-17 00:00:00,3.1,3.302095234467512,289.31175176757307,277.4695739544879,0.0,0.0001862840483158,1574.7352,901.41325,128.8375
2023-10-21 03:00:00,2024-07-17 00:00:00,3.1,3.302095234467512,289.31175176757307,277.4695739544879,0.0,0.0001862840483158,1545.68892,888.52335,159.56174
2023-10-21 04:00:00,2024-07-17 00:00:00,3.1,3.1363719251541355,287.1401160229354,277.2661835640927,0.0,0.0006538125798239,1433.7102,856.36117,156.6964
2023-10-21 05:00:00,2024-07-17 00:00:00,3.1,3.1363719251541355,287.1401160229354,277.2661835640927,0.0,0.0006538125798239,1398.33609,839.22886,189.18792
2023-10-21 06:00:00,2024-07-17 00:00:00,3.1,3.1363719251541355,287.1401160229354,277.2661835640927,0.0,0.0006538125798239,1337.60517,823.15206,221.25782
2023-10-21 07:00:00,2024-07-17 00:00:00,3.1,3.1186850653234925,285.2691846866317,277.09371976292744,0.0,0.0,1268.06222,826.51419,258.75887
2023-10-21 08:00:00,2024-07-17 00:00:00,3.1,3.1186850653234925,285.2691846866317,277.09371976292744,0.0,0.0,1285.18666,824.50628,289.97754
2023-10-21 09:00:00,2024-07-17 00:00:00,3.1,3.1186850653234925,285.2691846866317,277.09371976292744,0.0,0.0,1277.59225,832.54495,319.78775
2023-10-21 10:00:00,2024-07-17 00:00:00,3.1,3.1674398664025096,283.7316819850747,276.94310515452776,0.0,0.0,1329.04864,848.66884,366.46623
2023-10-21 11:00:00,2024-07-17 00:00:00,3.1,3.1674398664025096,283.7316819850747,276.94310515452776,0.0,0.0,1356.84,846.805,402.53206
2023-10-21 12:00:00,2024-07-17 00:00:00,3.1,3.1674398664025096,283.7316819850747,276.94310515452776,0.0,0.0,1385.95061,866.74413,421.3188
2023-10-21 13:00:00,2024-07-17 00:00:00,3.1,4.508488667730036,288.79408925599864,277.4772357027994,144.93022480466908,0.0011863004647219,1474.1326,879.82507,424.23896
