UTC time,coal,nat_gas,wind
2023-04-16 00:00:00,1109.0,422.0,495.0
2023-04-16 01:00:00,1112.0,376.0,537.0
2023-04-16 02:00:00,1110.0,386.0,444.0
2023-04-16 03:00:00,1146.0,398.0,430.0
2023-04-16 04:00:00,1219.0,376.0,367.0
2023-04-16 05:00:00,1272.0,374.0,335.0
2023-04-16 06:00:00,1139.0,389.0,361.0
2023-04-16 07:00:00,885.0,354.0,482.0
2023-04-16 08:00:00,668.0,415.0,458.0
2023-04-16 09:00:00,721.0,310.0,477.0
2023-04-16 10:00:00,843.0,368.0,480.0
2023-04-16 11:00:00,850.0,432.0,450.0
2023-04-16 12:00:00,855.0,355.0,499.0
2023-04-16 13:00:00,892.0,474.0,481.0
2023-04-16 14:00:00,942.0,400.0,489.0
2023-04-16 15:00:00,880.0,472.0,489.0
2023-04-16 16:00:00,779.0,496.0,543.0
2023-04-16 17:00:00,771.0,497.0,578.0
2023-04-16 18:00:00,783.0,497.0,601.0
2023-04-16 19:00:00,763.0,493.0,640.0
2023-04-16 20:00:00,700.0,430.0,631.0
2023-04-16 21:00:00,691.0,471.0,616.0
2023-04-16 22:00:00,757.0,484.0,539.0
2023-04-16 23:00:00,786.0,487.0,480.0
