UTC time,coal,nat_gas,wind
2023-03-04 00:00:00,1597.0,1361.0,15.0
2023-03-04 01:00:00,1540.0,1385.0,25.0
2023-03-04 02:00:00,1487.0,1344.0,20.0
2023-03-04 03:00:00,1302.0,1384.0,13.0
2023-03-04 04:00:00,1124.0,1366.0,78.0
2023-03-04 05:00:00,1118.0,1343.0,109.0
2023-03-04 06:00:00,1122.0,1316.0,131.0
2023-03-04 07:00:00,1127.0,1319.0,138.0
2023-03-04 08:00:00,1126.0,1356.0,164.0
2023-03-04 09:00:00,1124.0,1292.0,221.0
2023-03-04 10:00:00,1124.0,1334.0,204.0
2023-03-04 11:00:00,1127.0,1339.0,244.0
2023-03-04 12:00:00,1126.0,1266.0,324.0
2023-03-04 13:00:00,1064.0,1273.0,407.0
2023-03-04 14:00:00,1088.0,1415.0,280.0
2023-03-04 15:00:00,1129.0,1329.0,222.0
2023-03-04 16:00:00,1124.0,1405.0,97.0
2023-03-04 17:00:00,1128.0,1321.0,159.0
2023-03-04 18:00:00,1117.0,1229.0,361.0
2023-03-04 19:00:00,1118.0,1299.0,431.0
2023-03-04 20:00:00,1019.0,1330.0,483.0
2023-03-04 21:00:00,969.0,1338.0,501.0
2023-03-04 22:00:00,1068.0,1376.0,441.0
2023-03-04 23:00:00,1046.0,1321.0,401.0
