UTC time,coal,nat_gas,wind
2023-06-19 00:00:00,830.0,1436.0,6.0
2023-06-19 01:00:00,810.0,1439.0,2.0
2023-06-19 02:00:00,707.0,1403.0,0.0
2023-06-19 03:00:00,695.0,1275.0,2.0
2023-06-19 04:00:00,696.0,1195.0,14.0
2023-06-19 05:00:00,630.0,1193.0,23.0
2023-06-19 06:00:00,623.0,1259.0,34.0
2023-06-19 07:00:00,624.0,1139.0,35.0
2023-06-19 08:00:00,622.0,1092.0,17.0
2023-06-19 09:00:00,612.0,1034.0,6.0
2023-06-19 10:00:00,593.0,1038.0,10.0
2023-06-19 11:00:00,591.0,1116.0,19.0
2023-06-19 12:00:00,601.0,1212.0,42.0
2023-06-19 13:00:00,780.0,1303.0,47.0
2023-06-19 14:00:00,804.0,1360.0,13.0
2023-06-19 15:00:00,791.0,1313.0,10.0
2023-06-19 16:00:00,746.0,1348.0,31.0
2023-06-19 17:00:00,577.0,1453.0,49.0
2023-06-19 18:00:00,586.0,1593.0,40.0
2023-06-19 19:00:00,594.0,1625.0,47.0
2023-06-19 20:00:00,593.0,1624.0,56.0
2023-06-19 21:00:00,676.0,1619.0,68.0
2023-06-19 22:00:00,687.0,1593.0,80.0
2023-06-19 23:00:00,701.0,1615.0,91.0
