UTC time,coal,nat_gas,wind
2023-06-05 00:00:00,836.0,1351.0,29.0
2023-06-05 01:00:00,810.0,1277.0,174.0
2023-06-05 02:00:00,837.0,1253.0,184.0
2023-06-05 03:00:00,946.0,1259.0,147.0
2023-06-05 04:00:00,897.0,1177.0,146.0
2023-06-05 05:00:00,622.0,1112.0,269.0
2023-06-05 06:00:00,446.0,1273.0,123.0
2023-06-05 07:00:00,440.0,1240.0,96.0
2023-06-05 08:00:00,440.0,1159.0,95.0
2023-06-05 09:00:00,442.0,1098.0,166.0
2023-06-05 10:00:00,444.0,1073.0,236.0
2023-06-05 11:00:00,632.0,1215.0,206.0
2023-06-05 12:00:00,790.0,1086.0,217.0
2023-06-05 13:00:00,802.0,1220.0,161.0
2023-06-05 14:00:00,810.0,1329.0,39.0
2023-06-05 15:00:00,910.0,1351.0,1.0
2023-06-05 16:00:00,970.0,1414.0,0.0
2023-06-05 17:00:00,942.0,1506.0,0.0
2023-06-05 18:00:00,964.0,1537.0,4.0
2023-06-05 19:00:00,960.0,1570.0,15.0
2023-06-05 20:00:00,956.0,1612.0,61.0
2023-06-05 21:00:00,920.0,1523.0,52.0
2023-06-05 22:00:00,868.0,1538.0,63.0
2023-06-05 23:00:00,975.0,1471.0,119.0
