UTC time,coal,nat_gas,wind
2023-07-16 00:00:00,843.0,1703.0,23.0
2023-07-16 01:00:00,797.0,1690.0,7.0
2023-07-16 02:00:00,813.0,1591.0,8.0
2023-07-16 03:00:00,810.0,1424.0,2.0
2023-07-16 04:00:00,783.0,1245.0,10.0
2023-07-16 05:00:00,777.0,1147.0,25.0
2023-07-16 06:00:00,777.0,1187.0,51.0
2023-07-16 07:00:00,777.0,1187.0,129.0
2023-07-16 08:00:00,777.0,1126.0,180.0
2023-07-16 09:00:00,779.0,1129.0,106.0
2023-07-16 10:00:00,776.0,1134.0,57.0
2023-07-16 11:00:00,777.0,1057.0,38.0
2023-07-16 12:00:00,702.0,1062.0,180.0
2023-07-16 13:00:00,712.0,1164.0,205.0
2023-07-16 14:00:00,758.0,1143.0,278.0
2023-07-16 15:00:00,759.0,1017.0,500.0
2023-07-16 16:00:00,791.0,1216.0,487.0
2023-07-16 17:00:00,822.0,1339.0,287.0
2023-07-16 18:00:00,774.0,1294.0,376.0
2023-07-16 19:00:00,903.0,1393.0,161.0
2023-07-16 20:00:00,911.0,1425.0,58.0
2023-07-16 21:00:00,844.0,1327.0,54.0
2023-07-16 22:00:00,880.0,1354.0,51.0
2023-07-16 23:00:00,869.0,1350.0,52.0
