UTC time,coal,nat_gas,wind
2023-06-22 00:00:00,999.0,1348.0,292.0
2023-06-22 01:00:00,998.0,1406.0,223.0
2023-06-22 02:00:00,997.0,1297.0,243.0
2023-06-22 03:00:00,967.0,1245.0,240.0
2023-06-22 04:00:00,969.0,1224.0,164.0
2023-06-22 05:00:00,943.0,1133.0,73.0
2023-06-22 06:00:00,914.0,1210.0,34.0
2023-06-22 07:00:00,887.0,1161.0,11.0
2023-06-22 08:00:00,432.0,1177.0,14.0
2023-06-22 09:00:00,428.0,1023.0,40.0
2023-06-22 10:00:00,373.0,1041.0,60.0
2023-06-22 11:00:00,464.0,1088.0,91.0
2023-06-22 12:00:00,584.0,1067.0,140.0
2023-06-22 13:00:00,794.0,1157.0,111.0
2023-06-22 14:00:00,855.0,1314.0,41.0
2023-06-22 15:00:00,877.0,1472.0,15.0
2023-06-22 16:00:00,946.0,1545.0,9.0
2023-06-22 17:00:00,987.0,1580.0,28.0
2023-06-22 18:00:00,1005.0,1608.0,40.0
2023-06-22 19:00:00,1006.0,1561.0,28.0
2023-06-22 20:00:00,1004.0,1641.0,18.0
2023-06-22 21:00:00,1004.0,1585.0,28.0
2023-06-22 22:00:00,1009.0,1615.0,32.0
2023-06-22 23:00:00,1008.0,1638.0,24.0
