UTC time,coal,nat_gas,wind
2023-02-28 00:00:00,1604.0,927.0,354.0
2023-02-28 01:00:00,1591.0,942.0,317.0
2023-02-28 02:00:00,1562.0,847.0,368.0
2023-02-28 03:00:00,1430.0,842.0,478.0
2023-02-28 04:00:00,1168.0,885.0,443.0
2023-02-28 05:00:00,1062.0,789.0,426.0
2023-02-28 06:00:00,937.0,794.0,433.0
2023-02-28 07:00:00,1057.0,921.0,261.0
2023-02-28 08:00:00,1237.0,892.0,176.0
2023-02-28 09:00:00,1292.0,760.0,319.0
2023-02-28 10:00:00,1290.0,765.0,397.0
2023-02-28 11:00:00,1303.0,907.0,347.0
2023-02-28 12:00:00,1423.0,885.0,364.0
2023-02-28 13:00:00,1475.0,858.0,518.0
2023-02-28 14:00:00,1480.0,869.0,619.0
2023-02-28 15:00:00,1492.0,893.0,539.0
2023-02-28 16:00:00,1502.0,943.0,445.0
2023-02-28 17:00:00,1603.0,951.0,308.0
2023-02-28 18:00:00,1482.0,861.0,430.0
2023-02-28 19:00:00,1408.0,886.0,469.0
2023-02-28 20:00:00,1177.0,781.0,558.0
2023-02-28 21:00:00,1017.0,735.0,644.0
2023-02-28 22:00:00,916.0,891.0,568.0
2023-02-28 23:00:00,1167.0,884.0,345.0
