Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,wind
40392,2023-08-11 00:00:00,2024-07-17 00:00:00,3.1,593.24,961.0,1558.0,98.0
40393,2023-08-11 01:00:00,2024-07-17 00:00:00,3.1,574.25,888.0,1594.0,149.0
40394,2023-08-11 02:00:00,2024-07-17 00:00:00,3.1,541.7,773.0,1595.0,250.0
40395,2023-08-11 03:00:00,2024-07-17 00:00:00,3.1,524.96,793.0,1400.0,360.0
40396,2023-08-11 04:00:00,2024-07-17 00:00:00,3.1,505.53,778.0,1265.0,455.0
40397,2023-08-11 05:00:00,2024-07-17 00:00:00,3.1,508.73,755.0,1280.0,424.0
40398,2023-08-11 06:00:00,2024-07-17 00:00:00,3.1,495.99,679.0,1266.0,438.0
40399,2023-08-11 07:00:00,2024-07-17 00:00:00,3.1,473.72,623.0,1188.0,508.0
40400,2023-08-11 08:00:00,2024-07-17 00:00:00,3.1,457.75,619.0,1123.0,583.0
40401,2023-08-11 09:00:00,2024-07-17 00:00:00,3.1,449.81,622.0,1095.0,625.0
40402,2023-08-11 10:00:00,2024-07-17 00:00:00,3.1,454.3,621.0,1176.0,607.0
40403,2023-08-11 11:00:00,2024-07-17 00:00:00,3.1,471.69,628.0,1212.0,523.0
40404,2023-08-11 12:00:00,2024-07-17 00:00:00,3.1,499.39,717.0,1129.0,449.0
40405,2023-08-11 13:00:00,2024-07-17 00:00:00,3.1,535.19,840.0,1246.0,349.0
40406,2023-08-11 14:00:00,2024-07-17 00:00:00,3.1,590.01,957.0,1315.0,153.0
40407,2023-08-11 15:00:00,2024-07-17 00:00:00,3.1,606.16,963.0,1368.0,79.0
40408,2023-08-11 16:00:00,2024-07-17 00:00:00,3.1,614.46,960.0,1440.0,30.0
40409,2023-08-11 17:00:00,2024-07-17 00:00:00,3.1,616.96,964.0,1470.0,15.0
40410,2023-08-11 18:00:00,2024-07-17 00:00:00,3.1,611.68,961.0,1586.0,12.0
40411,2023-08-11 19:00:00,2024-07-17 00:00:00,3.1,613.92,962.0,1595.0,1.0
40412,2023-08-11 20:00:00,2024-07-17 00:00:00,3.1,608.97,957.0,1597.0,20.0
40413,2023-08-11 21:00:00,2024-07-17 00:00:00,3.1,602.98,949.0,1608.0,41.0
40414,2023-08-11 22:00:00,2024-07-17 00:00:00,3.1,592.43,945.0,1600.0,88.0
40415,2023-08-11 23:00:00,2024-07-17 00:00:00,3.1,587.93,951.0,1582.0,114.0
