UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_wind_production_forecast
2023-08-19 00:00:00,2024-07-17 00:00:00,3.1,4.038951245796247,308.3064885722616,288.6360773827947,621.4692957177746,0.0359135706915962,816.05401,1565.39406,255.53496
2023-08-19 01:00:00,2024-07-17 00:00:00,3.1,3.316414238595317,299.62866834232346,289.71800215326584,17.76525528373157,4.657101207896933e-05,794.37608,1531.29947,289.19844
2023-08-19 02:00:00,2024-07-17 00:00:00,3.1,3.316414238595317,299.62866834232346,289.71800215326584,17.76525528373157,4.657101207896933e-05,789.09984,1472.83089,317.2238
2023-08-19 03:00:00,2024-07-17 00:00:00,3.1,3.316414238595317,299.62866834232346,289.71800215326584,17.76525528373157,4.657101207896933e-05,774.805,1410.92733,327.46445
2023-08-19 04:00:00,2024-07-17 00:00:00,3.1,3.185246924746157,297.8349106221983,289.2045779671818,8.882752779853343,9.49247600026052e-05,755.61163,1317.57189,322.87913
2023-08-19 05:00:00,2024-07-17 00:00:00,3.1,3.185246924746157,297.8349106221983,289.2045779671818,8.882752779853343,9.49247600026052e-05,724.98879,1221.14944,334.5192
2023-08-19 06:00:00,2024-07-17 00:00:00,3.1,3.185246924746157,297.8349106221983,289.2045779671818,8.882752779853343,9.49247600026052e-05,695.7153,1126.71902,340.11739
2023-08-19 07:00:00,2024-07-17 00:00:00,3.1,2.880612667897748,296.65950921733645,289.06315297312915,0.0,9.670749584727172e-05,656.68348,1064.58391,343.15372
2023-08-19 08:00:00,2024-07-17 00:00:00,3.1,2.880612667897748,296.65950921733645,289.06315297312915,0.0,9.670749584727172e-05,664.26133,999.14329,344.04749
2023-08-19 09:00:00,2024-07-17 00:00:00,3.1,2.880612667897748,296.65950921733645,289.06315297312915,0.0,9.670749584727172e-05,653.64379,1012.77277,344.11594
2023-08-19 10:00:00,2024-07-17 00:00:00,3.1,2.556026854213231,296.0461785589814,289.1096105082637,1.1773734785529284,0.0010757924416009,681.05844,1026.90723,358.02496
2023-08-19 11:00:00,2024-07-17 00:00:00,3.1,2.556026854213231,296.0461785589814,289.1096105082637,1.1773734785529284,0.0010757924416009,704.22808,1031.95756,371.42967
2023-08-19 12:00:00,2024-07-17 00:00:00,3.1,2.556026854213231,296.0461785589814,289.1096105082637,1.1773734785529284,0.0010757924416009,735.45332,1082.80861,374.49163
2023-08-19 13:00:00,2024-07-17 00:00:00,3.1,3.221318527441457,304.3136090342046,290.5451912407703,301.27949794251936,0.0009803609198648,803.34775,1131.39644,363.82034
2023-08-19 14:00:00,2024-07-17 00:00:00,3.1,3.221318527441457,304.3136090342046,290.5451912407703,301.27949794251936,0.0009803609198648,850.41006,1152.23739,350.95699
