UTC time,coal,nat_gas,wind
2023-07-26 00:00:00,854.0,1401.0,511.0
2023-07-26 01:00:00,801.0,1286.0,570.0
2023-07-26 02:00:00,747.0,1220.0,592.0
2023-07-26 03:00:00,625.0,1185.0,680.0
2023-07-26 04:00:00,628.0,1205.0,720.0
2023-07-26 05:00:00,631.0,1237.0,704.0
2023-07-26 06:00:00,632.0,1260.0,743.0
2023-07-26 07:00:00,630.0,1253.0,721.0
2023-07-26 08:00:00,630.0,1296.0,703.0
2023-07-26 09:00:00,639.0,1309.0,668.0
2023-07-26 10:00:00,666.0,1321.0,633.0
2023-07-26 11:00:00,823.0,1320.0,515.0
2023-07-26 12:00:00,845.0,1264.0,385.0
2023-07-26 13:00:00,831.0,1147.0,387.0
2023-07-26 14:00:00,781.0,1234.0,316.0
2023-07-26 15:00:00,780.0,1391.0,337.0
2023-07-26 16:00:00,839.0,1498.0,288.0
2023-07-26 17:00:00,923.0,1504.0,213.0
2023-07-26 18:00:00,985.0,1632.0,160.0
2023-07-26 19:00:00,984.0,1815.0,121.0
2023-07-26 20:00:00,974.0,1697.0,199.0
2023-07-26 21:00:00,928.0,1772.0,244.0
2023-07-26 22:00:00,972.0,1815.0,229.0
2023-07-26 23:00:00,983.0,1881.0,196.0
