UTC time,coal,nat_gas,nuclear,oil,hydro,solar,wind,other
2023-08-03 00:00:00,17704.0,20199.0,1935.0,483.0,1771.0,110.0,7813.0,36.0
2023-08-03 01:00:00,17544.0,19777.0,1933.0,258.0,1650.0,60.0,8266.0,35.0
2023-08-03 02:00:00,17468.0,17235.0,1935.0,133.0,1591.0,11.0,10556.0,36.0
2023-08-03 03:00:00,16420.0,13914.0,1940.0,48.0,1271.0,0.0,13948.0,39.0
2023-08-03 04:00:00,15093.0,11250.0,1945.0,0.0,910.0,0.0,16006.0,37.0
2023-08-03 05:00:00,13068.0,9496.0,1951.0,0.0,844.0,0.0,16752.0,38.0
2023-08-03 06:00:00,11574.0,9121.0,1953.0,0.0,832.0,0.0,16196.0,41.0
2023-08-03 07:00:00,11046.0,8718.0,1953.0,0.0,817.0,0.0,15650.0,39.0
2023-08-03 08:00:00,10796.0,8041.0,1953.0,0.0,806.0,0.0,15433.0,39.0
2023-08-03 09:00:00,10289.0,7419.0,1953.0,0.0,805.0,0.0,15558.0,39.0
2023-08-03 10:00:00,9956.0,7543.0,1953.0,0.0,821.0,0.0,15157.0,41.0
2023-08-03 11:00:00,10536.0,7693.0,1953.0,0.0,946.0,0.0,14827.0,42.0
2023-08-03 12:00:00,11309.0,8629.0,1954.0,0.0,1022.0,0.0,13846.0,39.0
2023-08-03 13:00:00,12289.0,9067.0,1954.0,0.0,1221.0,13.0,12922.0,36.0
2023-08-03 14:00:00,13608.0,10371.0,1954.0,3.0,1349.0,96.0,11576.0,36.0
2023-08-03 15:00:00,14277.0,12018.0,1954.0,13.0,1484.0,196.0,10733.0,36.0
2023-08-03 16:00:00,15150.0,14522.0,1949.0,20.0,1583.0,187.0,9655.0,34.0
2023-08-03 17:00:00,16028.0,17013.0,1945.0,93.0,1699.0,226.0,7790.0,37.0
2023-08-03 18:00:00,16945.0,19488.0,1940.0,143.0,1843.0,222.0,6128.0,36.0
2023-08-03 19:00:00,17427.0,21143.0,1938.0,328.0,1855.0,227.0,5211.0,34.0
2023-08-03 20:00:00,17913.0,20813.0,1939.0,623.0,1873.0,208.0,5030.0,36.0
2023-08-03 21:00:00,18109.0,21221.0,1939.0,644.0,1949.0,207.0,5238.0,33.0
2023-08-03 22:00:00,18285.0,21408.0,1939.0,714.0,2062.0,175.0,5347.0,33.0
2023-08-03 23:00:00,18336.0,20694.0,1939.0,702.0,2058.0,89.0,5761.0,32.0
