UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_oil_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_biomass_production_forecast
2023-08-20 00:00:00,2024-07-17 00:00:00,3.1,2.6864648832785747,292.65908867686767,288.09103857958326,6.03895355273789,0.0057941150479544,9.77961,2034.33314,33347.91033,130.46862,3626.3096,0.0,1227.99999,403.84833
2023-08-20 01:00:00,2024-07-17 00:00:00,3.1,2.502544952276664,292.08869440720434,288.2149082445519,0.0,0.0002235981595014,2.80259,2056.81161,33473.49129,131.06556,3583.25451,0.0,1241.99999,407.3699
2023-08-20 02:00:00,2024-07-17 00:00:00,3.1,2.502544952276664,292.08869440720434,288.2149082445519,0.0,0.0002235981595014,6.56691,2106.56721,33640.68469,145.33571,3403.3234,0.0,1244.00003,408.10423
2023-08-20 03:00:00,2024-07-17 00:00:00,3.1,2.502544952276664,292.08869440720434,288.2149082445519,0.0,0.0002235981595014,8.82397,2210.02836,33646.76235,158.72953,3475.64163,0.0,1249.99998,407.952
2023-08-20 04:00:00,2024-07-17 00:00:00,3.1,2.330799904105922,292.63691749214786,288.4757594326585,7.044718565483805,0.0004512546901946,6.40355,2290.67286,33601.40057,168.09881,3520.73496,0.0,1334.00002,408.98029
2023-08-20 05:00:00,2024-07-17 00:00:00,3.1,2.330799904105922,292.63691749214786,288.4757594326585,7.044718565483805,0.0004512546901946,1.66567,2355.76113,33683.55722,177.89677,3641.71361,27.0,1385.99998,407.28089
2023-08-20 06:00:00,2024-07-17 00:00:00,3.1,2.330799904105922,292.63691749214786,288.4757594326585,7.044718565483805,0.0004512546901946,5.64216,2352.41693,33674.83292,173.30893,3734.05833,1226.00002,1452.00003,407.98862
2023-08-20 07:00:00,2024-07-17 00:00:00,3.1,2.636143353108082,297.6115403488815,288.70486638228897,352.15280769341035,0.0015619856783081,10.37196,2348.48358,33557.28828,165.91255,3874.95191,3921.99998,1206.99998,407.98449
2023-08-20 08:00:00,2024-07-17 00:00:00,3.1,2.636143353108082,297.6115403488815,288.70486638228897,352.15280769341035,0.0015619856783081,17.16479,2328.2004,33474.18988,166.92019,3930.84923,7071.00007,972.00002,410.67085
2023-08-20 09:00:00,2024-07-17 00:00:00,3.1,2.636143353108082,297.6115403488815,288.70486638228897,352.15280769341035,0.0015619856783081,12.85701,2305.81374,33277.48276,166.00771,3883.62287,9531.00012,722.99999,414.4042
2023-08-20 10:00:00,2024-07-17 00:00:00,3.1,2.801435525149483,300.73927378162296,288.3727803380855,545.624985640204,0.0043981747431947,4.65301,2230.64969,32998.64995,155.22922,3779.59568,11193.00022,696.99999,414.46508
2023-08-20 11:00:00,2024-07-17 00:00:00,3.1,2.801435525149483,300.73927378162296,288.3727803380855,545.624985640204,0.0043981747431947,0.0,2155.75223,33026.67454,148.37409,3537.55001,11956.00008,680.99999,415.88743
2023-08-20 12:00:00,2024-07-17 00:00:00,3.1,2.801435525149483,300.73927378162296,288.3727803380855,545.624985640204,0.0043981747431947,11.18661,2103.57973,33024.40371,145.94499,3511.72491,12075.99966,652.0,415.7639
2023-08-20 13:00:00,2024-07-17 00:00:00,3.1,3.268892395080184,301.3213850559426,288.1438882529196,720.9082719108382,0.0336241916150753,19.58544,2117.78909,33047.99894,145.47096,3453.05981,11408.00007,803.00001,414.0878
2023-08-20 14:00:00,2024-07-17 00:00:00,3.1,3.268892395080184,301.3213850559426,288.1438882529196,720.9082719108382,0.0336241916150753,18.8925,2199.41953,33036.91891,147.67204,3495.77875,10231.99981,972.00002,413.18708
2023-08-20 15:00:00,2024-07-17 00:00:00,3.1,3.268892395080184,301.3213850559426,288.1438882529196,720.9082719108382,0.0336241916150753,20.11664,2256.84315,33033.93712,148.49211,3707.0083,8342.99983,1110.00002,411.35811
2023-08-20 16:00:00,2024-07-17 00:00:00,3.1,3.2317170380389584,298.189988288887,289.2358008038883,524.6934803886401,0.0896225717236865,8.51478,2252.237,33013.61638,142.41781,3828.77099,5751.00017,1402.00002,411.95024
2023-08-20 17:00:00,2024-07-17 00:00:00,3.1,3.2317170380389584,298.189988288887,289.2358008038883,524.6934803886401,0.0896225717236865,16.78971,2278.83035,32990.57205,153.52052,4153.19922,2804.00007,1700.99999,413.02924
2023-08-20 18:00:00,2024-07-17 00:00:00,3.1,3.2317170380389584,298.189988288887,289.2358008038883,524.6934803886401,0.0896225717236865,19.34419,2380.483,33101.08932,171.69016,4380.28766,630.00001,2008.99993,412.7915
2023-08-20 19:00:00,2024-07-17 00:00:00,3.1,2.98278947580513,294.39954391148814,288.7317925107736,11.057497648039712,0.0263059794538117,21.42491,2337.33721,33286.58996,178.27861,4469.24644,0.0,2302.99993,413.74738
2023-08-20 20:00:00,2024-07-17 00:00:00,3.1,2.98278947580513,294.39954391148814,288.7317925107736,11.057497648039712,0.0263059794538117,24.65352,2264.18637,33302.675,175.14574,4411.01524,0.0,2688.99995,414.50304
2023-08-20 21:00:00,2024-07-17 00:00:00,3.1,2.98278947580513,294.39954391148814,288.7317925107736,11.057497648039712,0.0263059794538117,25.2891,2217.24911,33302.45747,164.44559,4213.69619,0.0,3029.99995,415.62344
2023-08-20 22:00:00,2024-07-17 00:00:00,3.1,2.720266759860008,293.19794203330275,288.3702155137878,5.528841749043325,0.0271718695970768,30.04579,2261.84442,33336.54645,150.96126,3898.99024,0.0,2466.99995,414.54626
2023-08-20 23:00:00,2024-07-17 00:00:00,3.1,2.720266759860008,293.19794203330275,288.3702155137878,5.528841749043325,0.0271718695970768,37.20091,2224.20804,33335.04759,147.58832,3740.31128,0.0,2425.99998,416.86123
2023-08-21 00:00:00,2024-07-17 00:00:00,3.1,2.720266759860008,293.19794203330275,288.3702155137878,5.528841749043325,0.0271718695970768,9.77961,2392.64483,32845.05323,130.46862,3643.58635,0.0,2225.63927,403.84833
2023-08-21 01:00:00,2024-07-17 00:00:00,3.1,2.484993879331027,292.42511581306235,288.153968865416,0.0,0.000180958854184,2.80259,2410.92702,32966.92553,131.06556,3493.1577,0.0,2239.45301,407.3699
2023-08-21 02:00:00,2024-07-17 00:00:00,3.1,2.484993879331027,292.42511581306235,288.153968865416,0.0,0.000180958854184,6.56691,2460.38917,33131.97897,145.33571,3254.92212,60.53938,2261.22748,408.10423
2023-08-21 03:00:00,2024-07-17 00:00:00,3.1,2.484993879331027,292.42511581306235,288.153968865416,0.0,0.000180958854184,8.82397,2565.23713,33138.50496,158.72953,3309.06986,53.04106,2285.17152,407.952
2023-08-21 04:00:00,2024-07-17 00:00:00,3.1,2.2816123536082893,293.0346826566449,288.4162244611229,6.794824157748201,0.0008487640901025,6.40355,2645.32202,33093.5075,168.09881,3407.3763,287.028,2327.90155,408.98029
2023-08-21 05:00:00,2024-07-17 00:00:00,3.1,2.2816123536082893,293.0346826566449,288.4162244611229,6.794824157748201,0.0008487640901025,1.66567,2707.83183,33173.625,177.89677,3629.30049,961.93777,2333.20791,407.28089
2023-08-21 06:00:00,2024-07-17 00:00:00,3.1,2.2816123536082893,293.0346826566449,288.4162244611229,6.794824157748201,0.0008487640901025,5.64216,2698.83465,33168.95601,173.30893,3870.03747,2281.28107,2350.21567,407.98862
2023-08-21 07:00:00,2024-07-17 00:00:00,3.1,2.5447321111183223,298.178397113341,288.5972390235665,346.4525576363444,0.0032663049233874,10.37196,2692.85208,33058.62621,165.91255,4158.19687,4309.40008,2381.77958,407.98449
2023-08-21 08:00:00,2024-07-17 00:00:00,3.1,2.5447321111183223,298.178397113341,288.5972390235665,346.4525576363444,0.0032663049233874,17.16479,2669.13612,32980.56289,166.92019,4328.95391,6731.61187,2449.8198,410.67085
2023-08-21 09:00:00,2024-07-17 00:00:00,3.1,2.5447321111183223,298.178397113341,288.5972390235665,346.4525576363444,0.0032663049233874,12.85701,2639.17298,32793.2875,166.00771,4314.04013,9046.2911,2524.29066,414.4042
2023-08-21 10:00:00,2024-07-17 00:00:00,3.1,2.8872695997981848,301.3966784061247,288.2211874806229,539.1870392503611,0.0055923663805062,4.65301,2550.15896,32525.15447,155.22922,4178.76034,10910.68129,2580.50818,414.46508
2023-08-21 11:00:00,2024-07-17 00:00:00,3.1,2.8872695997981848,301.3966784061247,288.2211874806229,539.1870392503611,0.0055923663805062,0.0,2465.50011,32556.23159,148.37409,3819.81966,11794.01254,2617.09455,415.88743
2023-08-21 12:00:00,2024-07-17 00:00:00,3.1,2.8872695997981848,301.3966784061247,288.2211874806229,539.1870392503611,0.0055923663805062,11.18661,2408.62275,32557.36878,145.94499,3645.12864,11515.28966,2630.03699,415.7639
2023-08-21 13:00:00,2024-07-17 00:00:00,3.1,3.4301519303379604,301.8532851096454,288.0090683069876,714.2667731726865,0.0612913909978554,19.58544,2424.2012,32585.17672,145.47096,3441.82376,10422.81735,2637.03254,414.0878
