Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass
36960,2023-03-21 00:00:00,40.65,38.0,5280.0,36631.0,175.0,5047.0,0.0,2954.0,398.0
36961,2023-03-21 01:00:00,40.77,39.0,5298.0,36577.0,175.0,4725.0,0.0,3332.0,399.0
36962,2023-03-21 02:00:00,41.38,39.0,5420.0,36704.0,173.0,4599.0,0.0,3539.0,402.0
36963,2023-03-21 03:00:00,40.96,38.0,5366.0,36709.0,175.0,4636.0,0.0,3593.0,401.0
36964,2023-03-21 04:00:00,41.14,38.0,5462.0,36804.0,174.0,5121.0,0.0,3549.0,398.0
36965,2023-03-21 05:00:00,39.85,38.0,5333.0,36572.0,175.0,5962.0,0.0,3553.0,393.0
36966,2023-03-21 06:00:00,37.82,39.0,5120.0,36059.0,176.0,6506.0,706.0,3766.0,395.0
36967,2023-03-21 07:00:00,38.5,39.0,5189.0,36040.0,339.0,6191.0,2337.0,3682.0,396.0
36968,2023-03-21 08:00:00,36.14,39.0,4915.0,35669.0,355.0,5892.0,4153.0,3704.0,397.0
36969,2023-03-21 09:00:00,32.56,39.0,4404.0,35647.0,356.0,5689.0,5237.0,3620.0,395.0
36970,2023-03-21 10:00:00,28.8,38.0,3860.0,35625.0,333.0,5579.0,5907.0,3549.0,399.0
36971,2023-03-21 11:00:00,26.51,38.0,3556.0,35435.0,306.0,5847.0,6115.0,3713.0,400.0
36972,2023-03-21 12:00:00,26.99,39.0,3606.0,35162.0,305.0,5297.0,6240.0,4077.0,404.0
36973,2023-03-21 13:00:00,27.46,39.0,3655.0,34722.0,295.0,5127.0,5839.0,4571.0,442.0
36974,2023-03-21 14:00:00,29.4,39.0,4016.0,34609.0,176.0,4842.0,4975.0,4902.0,424.0
36975,2023-03-21 15:00:00,28.5,39.0,3792.0,34756.0,175.0,4930.0,3656.0,4999.0,422.0
36976,2023-03-21 16:00:00,34.13,40.0,4520.0,34903.0,226.0,5589.0,2040.0,4824.0,433.0
36977,2023-03-21 17:00:00,40.39,40.0,5340.0,34957.0,271.0,6443.0,586.0,4314.0,444.0
36978,2023-03-21 18:00:00,40.74,41.0,5612.0,35247.0,175.0,7405.0,192.0,4361.0,442.0
36979,2023-03-21 19:00:00,40.8,41.0,5517.0,34765.0,175.0,6801.0,0.0,4800.0,441.0
36980,2023-03-21 20:00:00,36.44,41.0,4872.0,34664.0,174.0,6453.0,0.0,5621.0,443.0
36981,2023-03-21 21:00:00,36.4,42.0,4810.0,34267.0,174.0,5610.0,0.0,6360.0,443.0
36982,2023-03-21 22:00:00,34.32,41.0,4491.0,34162.0,173.0,5019.0,0.0,7043.0,449.0
36983,2023-03-21 23:00:00,30.48,39.0,3918.0,34372.0,178.0,4325.0,0.0,7630.0,449.0
