UTC time,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass
2023-06-07 00:00:00,10.0,2698.0,30636.0,154.0,6226.0,0.0,5011.0,485.0
2023-06-07 01:00:00,10.0,2746.0,30777.0,269.0,6066.0,0.0,4854.0,472.0
2023-06-07 02:00:00,11.0,2673.0,30811.0,269.0,5836.0,0.0,4578.0,453.0
2023-06-07 03:00:00,11.0,2674.0,30832.0,270.0,5861.0,0.0,4500.0,447.0
2023-06-07 04:00:00,12.0,2804.0,30846.0,272.0,6403.0,441.0,4566.0,458.0
2023-06-07 05:00:00,12.0,3072.0,30906.0,271.0,7060.0,1425.0,4186.0,457.0
2023-06-07 06:00:00,13.0,3190.0,31054.0,270.0,7657.0,3556.0,3389.0,459.0
2023-06-07 07:00:00,14.0,3159.0,31086.0,225.0,7208.0,6134.0,2681.0,454.0
2023-06-07 08:00:00,15.0,3137.0,30809.0,141.0,6914.0,8515.0,2435.0,461.0
2023-06-07 09:00:00,16.0,2836.0,30876.0,141.0,6552.0,10277.0,2348.0,456.0
2023-06-07 10:00:00,17.0,2800.0,30861.0,141.0,6207.0,11354.0,2525.0,453.0
2023-06-07 11:00:00,17.0,2671.0,30851.0,141.0,6021.0,11696.0,3081.0,458.0
2023-06-07 12:00:00,17.0,2581.0,30926.0,141.0,5782.0,11249.0,3356.0,451.0
2023-06-07 13:00:00,18.0,2334.0,30964.0,139.0,5890.0,10179.0,3440.0,448.0
2023-06-07 14:00:00,18.0,2372.0,30898.0,139.0,6147.0,8754.0,3347.0,459.0
2023-06-07 15:00:00,18.0,2305.0,30841.0,189.0,6684.0,6847.0,3600.0,461.0
2023-06-07 16:00:00,17.0,2555.0,30859.0,141.0,7825.0,4619.0,3938.0,445.0
2023-06-07 17:00:00,15.0,3087.0,30874.0,139.0,8670.0,2307.0,4322.0,443.0
2023-06-07 18:00:00,14.0,3062.0,30903.0,140.0,8721.0,870.0,4408.0,452.0
2023-06-07 19:00:00,13.0,3038.0,30790.0,140.0,8382.0,305.0,4844.0,455.0
2023-06-07 20:00:00,13.0,3088.0,30836.0,140.0,8457.0,215.0,5252.0,453.0
2023-06-07 21:00:00,12.0,3058.0,30764.0,141.0,8216.0,0.0,5481.0,454.0
2023-06-07 22:00:00,15.0,3150.0,30791.0,144.0,7833.0,0.0,5331.0,457.0
2023-06-07 23:00:00,15.0,3186.0,30768.0,167.0,7492.0,0.0,5228.0,456.0
