UTC time,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass
2023-03-08 00:00:00,322.0,5126.0,37001.0,1000.0,3086.0,0.0,6976.0,451.0
2023-03-08 01:00:00,300.0,4869.0,36808.0,997.0,2632.0,0.0,7777.0,451.0
2023-03-08 02:00:00,305.0,4818.0,35905.0,827.0,2495.0,0.0,8508.0,453.0
2023-03-08 03:00:00,307.0,5137.0,33993.0,836.0,2918.0,0.0,9231.0,451.0
2023-03-08 04:00:00,361.0,5215.0,33888.0,1132.0,3241.0,0.0,9860.0,451.0
2023-03-08 05:00:00,608.0,5447.0,33873.0,1257.0,4000.0,0.0,10161.0,449.0
2023-03-08 06:00:00,613.0,5447.0,33922.0,1187.0,6096.0,350.0,10604.0,452.0
2023-03-08 07:00:00,617.0,5328.0,34620.0,881.0,5281.0,1157.0,10783.0,455.0
2023-03-08 08:00:00,551.0,5388.0,34615.0,807.0,5280.0,2398.0,10860.0,453.0
2023-03-08 09:00:00,545.0,5517.0,34588.0,809.0,4836.0,3102.0,11323.0,455.0
2023-03-08 10:00:00,571.0,5817.0,34888.0,808.0,4286.0,3894.0,11770.0,456.0
2023-03-08 11:00:00,553.0,5666.0,35120.0,808.0,3907.0,4156.0,11273.0,458.0
2023-03-08 12:00:00,554.0,5489.0,35026.0,731.0,3900.0,4061.0,11353.0,464.0
2023-03-08 13:00:00,558.0,4919.0,35028.0,253.0,3901.0,3632.0,10820.0,492.0
2023-03-08 14:00:00,563.0,4624.0,34767.0,177.0,3829.0,2870.0,10262.0,472.0
2023-03-08 15:00:00,580.0,5418.0,34802.0,449.0,4054.0,1908.0,9824.0,506.0
2023-03-08 16:00:00,556.0,5804.0,35378.0,1312.0,4618.0,817.0,9797.0,525.0
2023-03-08 17:00:00,537.0,5892.0,36490.0,1362.0,5785.0,256.0,9724.0,530.0
2023-03-08 18:00:00,548.0,5638.0,36603.0,1368.0,5953.0,191.0,9843.0,535.0
2023-03-08 19:00:00,521.0,5080.0,36457.0,1136.0,5464.0,0.0,10222.0,556.0
2023-03-08 20:00:00,496.0,4458.0,36431.0,837.0,3906.0,0.0,11110.0,560.0
2023-03-08 21:00:00,350.0,4705.0,36744.0,217.0,3417.0,0.0,11853.0,565.0
2023-03-08 22:00:00,265.0,4567.0,36874.0,177.0,3345.0,0.0,12489.0,570.0
2023-03-08 23:00:00,38.0,4155.0,35642.0,178.0,3580.0,0.0,12154.0,578.0
