Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,nuclear,oil,hydro,solar,wind,biomass,unknown
43608,2023-12-23 00:00:00,2024-07-17 00:00:00,3.1,64.13,537.0,3954.0,0.0,40.0,0.0,4006.0,344.0,726.0
43609,2023-12-23 01:00:00,2024-07-17 00:00:00,3.1,64.85,545.0,3953.0,0.0,40.0,0.0,4029.0,348.0,738.0
43610,2023-12-23 02:00:00,2024-07-17 00:00:00,3.1,63.07,546.0,3953.0,0.0,39.0,0.0,4027.0,345.0,703.0
43611,2023-12-23 03:00:00,2024-07-17 00:00:00,3.1,61.52,542.0,3953.0,0.0,39.0,0.0,4160.0,350.0,693.0
43612,2023-12-23 04:00:00,2024-07-17 00:00:00,3.1,63.21,561.0,3952.0,0.0,39.0,0.0,4161.0,352.0,714.0
43613,2023-12-23 05:00:00,2024-07-17 00:00:00,3.1,64.7,564.0,3952.0,0.0,38.0,0.0,4244.0,351.0,751.0
43614,2023-12-23 06:00:00,2024-07-17 00:00:00,3.1,64.49,552.0,3950.0,0.0,41.0,0.0,4330.0,357.0,766.0
43615,2023-12-23 07:00:00,2024-07-17 00:00:00,3.1,68.16,572.0,3948.0,0.0,41.0,0.0,4323.0,356.0,825.0
43616,2023-12-23 08:00:00,2024-07-17 00:00:00,3.1,70.8,579.0,3952.0,0.0,41.0,85.0,4339.0,354.0,888.0
43617,2023-12-23 09:00:00,2024-07-17 00:00:00,3.1,70.07,590.0,3951.0,0.0,42.0,271.0,4380.0,359.0,899.0
43618,2023-12-23 10:00:00,2024-07-17 00:00:00,3.1,66.94,567.0,3951.0,0.0,42.0,607.0,4310.0,358.0,883.0
43619,2023-12-23 11:00:00,2024-07-17 00:00:00,3.1,67.27,572.0,3952.0,0.0,42.0,671.0,4226.0,362.0,885.0
43620,2023-12-23 12:00:00,2024-07-17 00:00:00,3.1,67.1,566.0,3953.0,0.0,42.0,631.0,4226.0,356.0,879.0
43621,2023-12-23 13:00:00,2024-07-17 00:00:00,3.1,71.25,586.0,3952.0,0.0,42.0,424.0,4150.0,358.0,915.0
43622,2023-12-23 14:00:00,2024-07-17 00:00:00,3.1,74.63,586.0,3952.0,0.0,42.0,225.0,4026.0,357.0,937.0
43623,2023-12-23 15:00:00,2024-07-17 00:00:00,3.1,73.51,585.0,3949.0,0.0,42.0,39.0,4019.0,355.0,886.0
43624,2023-12-23 16:00:00,2024-07-17 00:00:00,3.1,72.71,579.0,3948.0,0.0,41.0,0.0,3995.0,352.0,864.0
43625,2023-12-23 17:00:00,2024-07-17 00:00:00,3.1,73.69,620.0,3950.0,0.0,41.0,0.0,3996.0,356.0,860.0
43626,2023-12-23 18:00:00,2024-07-17 00:00:00,3.1,71.34,618.0,3949.0,0.0,41.0,0.0,3954.0,355.0,809.0
43627,2023-12-23 19:00:00,2024-07-17 00:00:00,3.1,67.94,580.0,3950.0,0.0,41.0,0.0,3966.0,353.0,768.0
43628,2023-12-23 20:00:00,2024-07-17 00:00:00,3.1,67.84,567.0,3947.0,0.0,41.0,0.0,4004.0,357.0,779.0
43629,2023-12-23 21:00:00,2024-07-17 00:00:00,3.1,68.99,562.0,3950.0,0.0,38.0,0.0,4106.0,358.0,818.0
43630,2023-12-23 22:00:00,2024-07-17 00:00:00,3.1,65.96,557.0,3952.0,0.0,38.0,0.0,4046.0,351.0,754.0
43631,2023-12-23 23:00:00,2024-07-17 00:00:00,3.1,61.58,566.0,3951.0,0.0,38.0,0.0,4149.0,342.0,677.0
