UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_oil_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_biomass_production_forecast,avg_unknown_production_forecast
2023-04-25 00:00:00,2024-07-17 00:00:00,3.1,1.7320934938729171,275.18643973934303,271.90126868842674,4.001505932682206,0.0,1512.71907,2873.41342,0.06523,35.42796,0.0,0.0,919.00002,636.18377,201.52899
2023-04-25 01:00:00,2024-07-17 00:00:00,3.1,1.5795658933180017,275.15163040653727,272.6115542788715,0.0,0.0,1461.69959,2877.913,1.22581,35.33793,0.0,0.0,1032.00002,638.56214,233.77139
2023-04-25 02:00:00,2024-07-17 00:00:00,3.1,1.5795658933180017,275.15163040653727,272.6115542788715,0.0,0.0,1435.11672,2877.50787,2.16136,36.41855,35.11203,0.0,1134.99997,635.46926,243.83427
2023-04-25 03:00:00,2024-07-17 00:00:00,3.1,1.5795658933180017,275.15163040653727,272.6115542788715,0.0,0.0,1457.73123,2880.83891,0.0,36.12145,135.97755,0.0,1194.00005,633.96674,285.71082
2023-04-25 04:00:00,2024-07-17 00:00:00,3.1,1.4362222945140228,276.9621991905666,273.3342931228746,13.717469706889206,0.0,1459.7668,2887.90256,0.19816,35.28072,293.20565,27.0,1216.00004,652.65312,394.73104
2023-04-25 05:00:00,2024-07-17 00:00:00,3.1,1.4362222945140228,276.9621991905666,273.3342931228746,13.717469706889206,0.0,1475.50981,2890.87365,1.04114,35.88639,572.04253,375.00001,1175.99995,679.364,645.92022
2023-04-25 06:00:00,2024-07-17 00:00:00,3.1,1.4362222945140228,276.9621991905666,273.3342931228746,13.717469706889206,0.0,1462.60039,2900.14226,0.82106,35.95461,979.83129,1187.99997,1020.00003,695.09507,1046.44833
2023-04-25 07:00:00,2024-07-17 00:00:00,3.1,1.8173300821401552,281.26890683224855,273.8472890663178,350.72926184149094,0.0004247503225255,1493.63909,2894.70634,0.3272,35.36831,1459.15568,2032.00001,984.99999,716.17406,1518.30277
2023-04-25 08:00:00,2024-07-17 00:00:00,3.1,1.8173300821401552,281.26890683224855,273.8472890663178,350.72926184149094,0.0004247503225255,1473.26133,2894.27708,0.0172,36.00905,1892.00205,2726.99991,930.00002,732.69031,1977.50659
2023-04-25 09:00:00,2024-07-17 00:00:00,3.1,1.8173300821401552,281.26890683224855,273.8472890663178,350.72926184149094,0.0004247503225255,1448.25111,2896.54023,0.34652,36.37182,2259.1036,3270.00001,815.00002,716.70133,2374.76567
2023-04-25 10:00:00,2024-07-17 00:00:00,3.1,1.887209114698386,284.0729612674457,274.0026357553708,540.5135376880964,0.0055264304540564,1420.24665,2897.15579,0.0,35.89249,2568.90892,3448.0001,751.99999,726.97747,2636.63607
