UTC time,nat_gas,nuclear,oil,hydro,solar,wind,biomass,unknown
2023-11-21 00:00:00,875.0,3950.0,0.0,37.0,0.0,269.0,319.0,664.0
2023-11-21 01:00:00,811.0,3950.0,0.0,36.0,0.0,615.0,317.0,684.0
2023-11-21 02:00:00,752.0,3949.0,0.0,36.0,0.0,750.0,316.0,656.0
2023-11-21 03:00:00,804.0,3949.0,0.0,36.0,0.0,742.0,323.0,653.0
2023-11-21 04:00:00,1161.0,3946.0,0.0,36.0,0.0,804.0,326.0,687.0
2023-11-21 05:00:00,1686.0,3947.0,0.0,36.0,0.0,716.0,320.0,764.0
2023-11-21 06:00:00,2034.0,3948.0,0.0,35.0,0.0,904.0,311.0,888.0
2023-11-21 07:00:00,2147.0,3936.0,0.0,34.0,29.0,894.0,301.0,925.0
2023-11-21 08:00:00,2211.0,3931.0,0.0,35.0,320.0,943.0,299.0,962.0
2023-11-21 09:00:00,2029.0,3928.0,0.0,35.0,762.0,913.0,304.0,981.0
2023-11-21 10:00:00,2052.0,3928.0,0.0,36.0,673.0,898.0,308.0,909.0
2023-11-21 11:00:00,2046.0,3929.0,0.0,36.0,695.0,940.0,315.0,871.0
2023-11-21 12:00:00,2108.0,3934.0,0.0,36.0,638.0,909.0,294.0,902.0
2023-11-21 13:00:00,2148.0,3939.0,0.0,35.0,542.0,706.0,315.0,938.0
2023-11-21 14:00:00,2137.0,3940.0,0.0,35.0,322.0,728.0,340.0,953.0
2023-11-21 15:00:00,2430.0,3944.0,0.0,35.0,45.0,906.0,344.0,933.0
2023-11-21 16:00:00,2376.0,3944.0,0.0,36.0,0.0,1277.0,341.0,963.0
2023-11-21 17:00:00,2315.0,3943.0,0.0,36.0,0.0,2202.0,331.0,988.0
2023-11-21 18:00:00,2338.0,3943.0,0.0,36.0,0.0,2366.0,322.0,972.0
2023-11-21 19:00:00,1799.0,3945.0,0.0,36.0,0.0,1962.0,331.0,927.0
2023-11-21 20:00:00,1716.0,3946.0,0.0,36.0,0.0,1761.0,328.0,877.0
2023-11-21 21:00:00,1053.0,3947.0,0.0,37.0,0.0,1397.0,330.0,787.0
2023-11-21 22:00:00,884.0,3945.0,0.0,37.0,0.0,1289.0,325.0,797.0
2023-11-21 23:00:00,843.0,3944.0,0.0,37.0,0.0,1115.0,329.0,703.0
