UTC time,solar,nuclear,nat_gas,other,oil,hydro,coal,wind
2019-01-01 00:00:00,166.0,0.0,2179.0,490.0,0.0,2.0,494.0,149.0
2019-01-01 01:00:00,7.0,0.0,2456.0,493.0,0.0,2.0,515.0,148.0
2019-01-01 02:00:00,0.0,0.0,2689.0,496.0,0.0,2.0,549.0,148.0
2019-01-01 03:00:00,0.0,0.0,2629.0,496.0,0.0,2.0,551.0,143.0
2019-01-01 04:00:00,0.0,0.0,2504.0,500.0,0.0,2.0,550.0,146.0
2019-01-01 05:00:00,0.0,0.0,2243.0,498.0,0.0,2.0,555.0,140.0
2019-01-01 06:00:00,0.0,0.0,2076.0,502.0,0.0,2.0,619.0,141.0
2019-01-01 07:00:00,0.0,0.0,2321.0,497.0,0.0,2.0,591.0,125.0
2019-01-01 08:00:00,0.0,0.0,2307.0,501.0,0.0,2.0,580.0,29.0
2019-01-01 09:00:00,0.0,0.0,2311.0,507.0,0.0,2.0,541.0,40.0
2019-01-01 10:00:00,0.0,0.0,2199.0,499.0,0.0,2.0,519.0,59.0
2019-01-01 11:00:00,0.0,0.0,2216.0,498.0,0.0,2.0,518.0,89.0
2019-01-01 12:00:00,0.0,0.0,2309.0,486.0,0.0,2.0,517.0,85.0
2019-01-01 13:00:00,0.0,0.0,2279.0,491.0,0.0,1.0,519.0,70.0
2019-01-01 14:00:00,0.0,0.0,2234.0,492.0,0.0,0.0,537.0,73.0
2019-01-01 15:00:00,0.0,0.0,2271.0,499.0,0.0,0.0,541.0,66.0
2019-01-01 16:00:00,84.0,0.0,2446.0,500.0,0.0,1.0,552.0,69.0
2019-01-01 17:00:00,290.0,0.0,2020.0,489.0,0.0,1.0,500.0,65.0
2019-01-01 18:00:00,379.0,0.0,1731.0,482.0,0.0,2.0,459.0,88.0
2019-01-01 19:00:00,404.0,0.0,1715.0,480.0,0.0,2.0,461.0,81.0
2019-01-01 20:00:00,395.0,0.0,1687.0,477.0,0.0,2.0,462.0,72.0
2019-01-01 21:00:00,399.0,0.0,1696.0,476.0,0.0,2.0,462.0,51.0
2019-01-01 22:00:00,419.0,0.0,1681.0,476.0,0.0,2.0,462.0,45.0
2019-01-01 23:00:00,402.0,0.0,1684.0,482.0,0.0,2.0,480.0,49.0
2019-01-02 00:00:00,227.0,0.0,2060.0,492.0,0.0,2.0,486.0,66.0
2019-01-02 01:00:00,17.0,0.0,2521.0,492.0,0.0,2.0,584.0,69.0
2019-01-02 02:00:00,0.0,0.0,2565.0,494.0,0.0,2.0,625.0,61.0
2019-01-02 03:00:00,0.0,0.0,2529.0,502.0,0.0,2.0,627.0,48.0
2019-01-02 04:00:00,0.0,0.0,2449.0,494.0,0.0,2.0,627.0,54.0
2019-01-02 05:00:00,0.0,0.0,2463.0,491.0,0.0,2.0,626.0,27.0
2019-01-02 06:00:00,0.0,0.0,2436.0,494.0,0.0,2.0,626.0,11.0
2019-01-02 07:00:00,0.0,0.0,2427.0,494.0,0.0,2.0,626.0,11.0
2019-01-02 08:00:00,0.0,0.0,2424.0,511.0,0.0,2.0,625.0,10.0
2019-01-02 09:00:00,0.0,0.0,2198.0,505.0,0.0,2.0,582.0,14.0
2019-01-02 10:00:00,0.0,0.0,2188.0,504.0,0.0,2.0,607.0,28.0
2019-01-02 11:00:00,0.0,0.0,2195.0,482.0,0.0,0.0,609.0,35.0
2019-01-02 12:00:00,0.0,0.0,2227.0,486.0,0.0,0.0,625.0,20.0
2019-01-02 13:00:00,0.0,0.0,2345.0,487.0,0.0,0.0,627.0,22.0
2019-01-02 14:00:00,0.0,0.0,2665.0,493.0,0.0,1.0,625.0,42.0
2019-01-02 15:00:00,0.0,0.0,2695.0,502.0,0.0,0.0,626.0,47.0
2019-01-02 16:00:00,94.0,0.0,2730.0,503.0,0.0,0.0,626.0,13.0
2019-01-02 17:00:00,329.0,0.0,2515.0,499.0,0.0,0.0,626.0,15.0
2019-01-02 18:00:00,404.0,0.0,2356.0,500.0,0.0,0.0,627.0,26.0
2019-01-02 19:00:00,403.0,0.0,2304.0,496.0,0.0,0.0,626.0,19.0
2019-01-02 20:00:00,400.0,0.0,2338.0,480.0,0.0,1.0,594.0,31.0
2019-01-02 21:00:00,405.0,0.0,2121.0,472.0,0.0,2.0,558.0,63.0
2019-01-02 22:00:00,411.0,0.0,1938.0,484.0,0.0,2.0,534.0,43.0
2019-01-02 23:00:00,406.0,0.0,1709.0,485.0,0.0,2.0,533.0,25.0
2019-01-03 00:00:00,255.0,0.0,1856.0,488.0,0.0,2.0,552.0,11.0
