UTC time,coal,nat_gas,nuclear,hydro,solar,wind,biomass,avg_solar_production_forecast
1/22/2020 14:00,1707,1976,1358,1304,71,2195,68,54
1/22/2020 15:00,1795,2002,1370,1568,1,2271,68,1
1/22/2020 16:00,1722,1999,1414,1884,0,2355,67,0
1/22/2020 17:00,1600,1979,1414,2001,0,2415,68,0
1/22/2020 18:00,1473,1934,1423,1979,0,2448,69,0
1/22/2020 19:00,1457,1743,1426,1776,0,2425,67,0
1/22/2020 20:00,1457,1598,1426,1517,0,2374,68,0
1/22/2020 21:00,1501,1708,1426,1161,0,2135,67,0
1/22/2020 22:00,1439,1855,1425,845,0,2201,66,0
1/22/2020 23:00,1454,1687,1426,769,0,2476,66,0
1/23/2020 0:00,1472,1666,1426,752,0,2457,67,0
1/23/2020 1:00,1470,1751,1426,739,0,2331,67,0
1/23/2020 2:00,1473,1665,1427,723,0,2484,66,0
1/23/2020 3:00,1488,1688,1426,830,0,2500,66,0
1/23/2020 4:00,1474,1767,1426,947,0,2600,67,0
1/23/2020 5:00,1549,1977,1426,1208,0,2583,69,1
1/23/2020 6:00,1782,2002,1425,1637,47,2171,69,51
1/23/2020 7:00,1766,2021,1399,1531,213,2118,68,209
1/23/2020 8:00,1657,1963,1400,1308,383,2403,69,380
1/23/2020 9:00,1478,1946,1399,1367,504,2518,70,494
1/23/2020 10:00,1605,1953,1398,1338,555,2395,69,547
1/23/2020 11:00,1630,1943,1399,1196,538,2496,67,526
1/23/2020 12:00,1543,1882,1393,1178,460,2527,68,431
1/23/2020 13:00,1482,1878,1393,1267,298,2387,67,244
1/23/2020 14:00,1471,1740,1403,1379,99,2287,69,61
1/23/2020 15:00,1486,1695,1417,1838,5,2026,69,1
1/23/2020 16:00,1458,1885,1417,1912,0,1792,68,0
1/23/2020 17:00,1549,1925,1420,2027,0,1495,68,0
1/23/2020 18:00,1685,1960,1422,1903,0,1368,67,0
1/23/2020 19:00,1531,1917,1425,1697,0,1260,67,0
1/23/2020 20:00,1457,1936,1426,1616,0,1138,68,0
1/23/2020 21:00,1460,1827,1425,1286,0,1069,66,0
1/23/2020 22:00,1461,1844,1425,1044,0,910,67,0
1/23/2020 23:00,1524,1871,1425,1044,0,635,68,0
1/24/2020 0:00,1706,1973,1425,862,0,401,69,0
1/24/2020 1:00,1802,1933,1425,750,0,281,68,0
1/24/2020 2:00,1816,1946,1426,773,0,279,68,0
1/24/2020 3:00,1809,1938,1426,786,0,280,68,0
1/24/2020 4:00,1765,1921,1425,960,0,289,67,0
1/24/2020 5:00,1767,1996,1426,1446,0,322,67,2
1/24/2020 6:00,1749,1993,1426,1636,57,426,67,69
1/24/2020 7:00,1689,1972,1425,1877,279,519,67,281
1/24/2020 8:00,1660,1960,1425,1744,497,494,66,506
1/24/2020 9:00,1564,1920,1426,1610,605,756,68,639
1/24/2020 10:00,1452,1736,1426,1625,668,1006,67,682
1/24/2020 11:00,1460,1738,1426,1573,646,1054,66,645
1/24/2020 12:00,1483,1801,1426,1558,559,972,67,516
1/24/2020 13:00,1613,1961,1426,1558,370,781,66,294
1/24/2020 14:00,1821,1984,1426,1738,122,717,67,73
1/24/2020 15:00,1786,2022,1426,1937,14,880,66,1
1/24/2020 16:00,1786,2030,1426,2189,12,1059,66,0
1/24/2020 17:00,1803,1993,1426,2151,4,1150,65,0
1/24/2020 18:00,1792,2001,1426,1961,0,1249,65,0
1/24/2020 19:00,1763,2006,1425,1648,0,1409,66,0
1/24/2020 20:00,1588,1856,1426,1359,0,1712,66,0
1/24/2020 21:00,1469,1715,1426,1078,0,1861,65,0
1/24/2020 22:00,1444,1688,1426,957,0,1960,65,0
1/24/2020 23:00,1474,1716,1426,893,0,2074,65,0
1/25/2020 0:00,1454,1715,1427,791,0,2109,65,0
1/25/2020 1:00,1455,1719,1427,769,0,2184,65,0
1/25/2020 2:00,1479,1730,1427,813,0,2115,65,0
1/25/2020 3:00,1469,1837,1427,802,0,2049,65,0
1/25/2020 4:00,1454,1602,1427,861,0,2033,66,0
1/25/2020 5:00,1456,1590,1426,976,1,1883,63,1
1/25/2020 6:00,1490,1724,1426,1324,56,1598,63,58
1/25/2020 7:00,1424,1770,1426,1336,274,1319,62,234
1/25/2020 8:00,1460,1754,1426,1622,480,706,64,419
1/25/2020 9:00,1508,1895,1425,1641,571,234,64,525
1/25/2020 10:00,1631,1937,1425,1590,585,101,63,564
1/25/2020 11:00,1619,1929,1425,1494,561,77,62,526
1/25/2020 12:00,1586,1922,1425,1400,445,43,63,407
1/25/2020 13:00,1522,1929,1425,1583,272,29,64,220
1/25/2020 14:00,1639,1939,1426,1711,78,58,65,54
1/25/2020 15:00,1602,1959,1426,2078,6,156,66,1
1/25/2020 16:00,1677,1974,1427,2215,6,230,65,0
1/25/2020 17:00,1671,1972,1426,2194,0,194,65,0
1/25/2020 18:00,1680,1975,1425,2127,0,144,66,0
1/25/2020 19:00,1681,1982,1424,1951,0,133,67,0
1/25/2020 20:00,1658,1977,1425,1584,0,102,66,0
1/25/2020 21:00,1613,1976,1426,1422,0,73,65,0
1/25/2020 22:00,1678,1963,1426,1035,0,69,64,0
1/25/2020 23:00,1792,1972,1426,777,0,60,65,0
1/26/2020 0:00,1790,1967,1427,677,0,87,65,0
1/26/2020 1:00,1756,1965,1426,613,0,136,65,0
1/26/2020 2:00,1690,1963,1427,681,0,137,65,0
1/26/2020 3:00,1717,1964,1426,716,0,101,65,0
1/26/2020 4:00,1563,1958,1425,756,0,98,64,0
1/26/2020 5:00,1428,1927,1426,800,0,132,66,1
1/26/2020 6:00,1412,1882,1426,1003,38,123,66,54
1/26/2020 7:00,1538,1877,1426,1165,182,91,67,222
1/26/2020 8:00,1578,1851,1427,1155,320,102,66,403
1/26/2020 9:00,1572,1870,1425,1141,408,83,64,508
1/26/2020 10:00,1556,1846,1425,1094,461,75,66,542
1/26/2020 11:00,1504,1846,1425,1050,442,53,66,515
1/26/2020 12:00,1396,1846,1426,979,374,19,67,409
1/26/2020 13:00,1491,1890,1426,1052,233,35,66,232
1/26/2020 14:00,1663,1922,1426,1192,57,42,64,54
1/26/2020 15:00,1801,1952,1426,1394,2,61,64,1
1/26/2020 16:00,1805,2013,1427,1770,0,102,64,0
1/26/2020 17:00,1813,1989,1426,1912,0,108,65,0
1/26/2020 18:00,1828,1997,1425,1784,0,101,65,0
1/26/2020 19:00,1803,2003,1425,1559,0,142,65,0
1/26/2020 20:00,1797,1960,1424,1296,0,178,66,0
1/26/2020 21:00,1827,1976,1425,989,0,226,65,0
1/26/2020 22:00,1784,1932,1425,832,0,268,64,0
1/26/2020 23:00,1851,1979,1425,826,0,258,65,0
1/27/2020 0:00,1857,1998,1425,832,0,243,64,0
1/27/2020 1:00,1781,2030,1425,747,0,215,64,0
1/27/2020 2:00,1779,2028,1425,768,0,254,64,0
1/27/2020 3:00,1765,2027,1426,826,0,343,64,0
1/27/2020 4:00,1863,2028,1426,1267,0,332,66,0
1/27/2020 5:00,1840,2049,1425,1920,0,357,67,0
1/27/2020 6:00,1854,2040,1425,2298,43,372,66,21
1/27/2020 7:00,1876,2053,1402,2349,142,351,67,85
1/27/2020 8:00,1850,2052,1387,2216,234,288,67,149
1/27/2020 9:00,1820,2046,1388,2133,269,195,69,180
1/27/2020 10:00,1830,2045,1377,2054,272,130,68,187
1/27/2020 11:00,1847,2045,1389,2018,194,101,66,173
1/27/2020 12:00,1840,2044,1361,1922,126,79,66,133
1/27/2020 13:00,1850,2047,1385,1860,72,81,65,74
1/27/2020 14:00,1875,2057,1359,1935,15,115,64,19
1/27/2020 15:00,1877,2061,1376,2026,0,116,64,0
1/27/2020 16:00,1895,2070,1414,2188,0,74,64,0
1/27/2020 17:00,1918,2063,1413,2232,0,27,62,0
1/27/2020 18:00,1949,2070,1413,2227,0,0,63,0
1/27/2020 19:00,1933,2071,1412,2118,0,3,64,0
1/27/2020 20:00,1904,2056,1412,1565,0,12,63,0
1/27/2020 21:00,1972,2021,1412,1211,0,66,63,0
1/27/2020 22:00,1903,1959,1413,1016,0,206,62,0
1/27/2020 23:00,1782,1837,1413,665,0,479,62,0
1/28/2020 0:00,1682,1869,1421,629,0,586,62,0
1/28/2020 1:00,1760,1903,1425,643,0,569,62,0
1/28/2020 2:00,1754,1905,1426,656,0,579,62,0
1/28/2020 3:00,1862,1902,1426,755,0,597,62,0
1/28/2020 4:00,1875,1906,1426,907,0,659,65,0
1/28/2020 5:00,1875,1977,1425,1229,0,757,65,0
1/28/2020 6:00,1911,2000,1425,1514,26,644,65,30
1/28/2020 7:00,1915,2002,1425,1584,143,565,66,125
1/28/2020 8:00,1881,1982,1424,1471,274,584,67,232
1/28/2020 9:00,1892,1974,1424,1381,384,367,69,316
1/28/2020 10:00,1848,1980,1424,1229,427,411,66,347
1/28/2020 11:00,1843,1976,1415,1150,399,479,67,333
1/28/2020 12:00,1844,1975,1416,1124,310,411,69,251
1/28/2020 13:00,1803,1921,1421,1225,173,376,67,149
1/28/2020 14:00,1821,1918,1424,1451,62,291,66,38
1/28/2020 15:00,1880,1929,1424,1807,2,290,65,1
1/28/2020 16:00,1877,1994,1424,1864,0,602,67,0
1/28/2020 17:00,1842,1983,1423,1723,0,840,66,0
1/28/2020 18:00,1728,1933,1424,1686,0,1067,68,0
1/28/2020 19:00,1709,1933,1424,1620,0,1026,66,0
1/28/2020 20:00,1755,1918,1425,1388,0,982,65,0
1/28/2020 21:00,1872,1908,1425,982,0,989,65,0
1/28/2020 22:00,1887,1909,1425,827,0,1044,62,4
1/28/2020 23:00,1683,1828,1425,672,0,1182,62,0
1/29/2020 0:00,1702,1841,1425,675,0,1221,64,0
1/29/2020 1:00,1545,1813,1425,606,0,1317,60,0
1/29/2020 2:00,1456,1827,1425,653,0,1258,59,0
1/29/2020 3:00,1624,1845,1425,754,0,1221,61,0
1/29/2020 4:00,1714,1848,1425,886,0,1328,56,0
1/29/2020 5:00,1705,1924,1424,1168,0,1471,56,0
1/29/2020 6:00,1713,1939,1424,1469,20,1449,56,22
1/29/2020 7:00,1721,1937,1412,1494,70,1434,55,100
1/29/2020 8:00,1806,1948,1396,1518,161,1392,56,191
1/29/2020 9:00,1695,1778,1408,1115,296,1995,57,298
1/29/2020 10:00,1485,1476,1410,1019,402,2522,56,390
1/29/2020 11:00,1495,1474,1423,1060,499,2513,56,402
1/29/2020 12:00,1486,1653,1384,1079,461,2275,56,331
1/29/2020 13:00,1520,1761,1361,1176,296,1678,56,199
1/29/2020 14:00,1807,1923,1382,1821,87,605,56,57
1/29/2020 15:00,1809,1970,1403,1918,6,587,56,2
1/29/2020 16:00,1849,1991,1420,2386,0,387,57,0
1/29/2020 17:00,1850,2007,1417,2417,0,319,57,0
1/29/2020 18:00,1750,2000,1416,1958,0,807,56,0
1/29/2020 19:00,1665,1904,1416,1598,0,1069,57,0
1/29/2020 20:00,1751,1948,1417,1691,0,494,57,0
1/29/2020 21:00,1789,2015,1416,1318,0,175,57,0
1/29/2020 22:00,1792,1957,1416,1172,0,95,56,0
1/29/2020 23:00,1731,1893,1424,773,0,186,56,0
1/30/2020 0:00,1648,1833,1424,557,0,366,55,0
1/30/2020 1:00,1576,1831,1425,574,0,395,56,0
1/30/2020 2:00,1554,1832,1425,597,0,388,55,0
1/30/2020 3:00,1608,1872,1425,735,0,304,56,0
1/30/2020 4:00,1761,1911,1424,959,0,224,56,0
1/30/2020 5:00,1726,1952,1424,1352,1,419,57,1
1/30/2020 6:00,1579,1924,1423,1234,55,704,56,50
1/30/2020 7:00,1514,1899,1401,1414,177,551,57,185
1/30/2020 8:00,1605,1904,1358,1224,337,351,57,327
1/30/2020 9:00,1576,1844,1365,1167,436,413,58,421
1/30/2020 10:00,1477,1766,1356,1261,483,697,58,462
1/30/2020 11:00,1508,1719,1370,1281,483,748,57,451
1/30/2020 12:00,1476,1767,1363,1221,444,760,58,375
1/30/2020 13:00,1479,1726,1380,1256,311,699,57,229
1/30/2020 14:00,1486,1802,1369,1431,104,611,54,68
1/30/2020 15:00,1510,1904,1369,1539,12,688,56,3
1/30/2020 16:00,1609,1956,1403,1678,0,891,58,0
1/30/2020 17:00,1478,1774,1417,1647,0,1379,58,0
1/30/2020 18:00,1535,1569,1416,1688,0,1516,59,0
1/30/2020 19:00,1520,1783,1420,1587,0,1128,58,0
1/30/2020 20:00,1521,1764,1421,1469,0,970,57,0
1/30/2020 21:00,1524,1882,1422,1048,0,805,56,0
1/30/2020 22:00,1548,1943,1425,962,0,664,56,0
1/30/2020 23:00,1556,1938,1424,882,0,658,56,0
1/31/2020 0:00,1699,1925,1424,798,0,617,57,0
1/31/2020 1:00,1594,1930,1425,712,0,685,61,0
1/31/2020 2:00,1461,1937,1425,755,0,693,61,0
1/31/2020 3:00,1653,1969,1425,908,0,619,64,0
1/31/2020 4:00,1812,2012,1425,1174,0,591,67,0
1/31/2020 5:00,1800,2063,1424,1518,1,816,69,0
1/31/2020 6:00,1805,2052,1424,1624,49,1086,67,41
1/31/2020 7:00,1789,2010,1371,1508,184,1129,69,158
1/31/2020 8:00,1776,1998,1375,1446,334,965,70,258
1/31/2020 9:00,1733,1986,1386,1406,340,1118,69,315
1/31/2020 10:00,1747,1992,1386,1321,227,1489,68,327
1/31/2020 11:00,1797,1989,1380,1471,166,1572,65,291
1/31/2020 12:00,1732,1989,1383,1437,120,1666,67,213
1/31/2020 13:00,1677,1977,1421,1375,81,1898,67,118
1/31/2020 14:00,1546,1854,1422,1346,32,2263,65,31
1/31/2020 15:00,1542,1851,1422,1590,1,2292,68,1
1/31/2020 16:00,1544,1831,1422,1794,0,2489,67,0
1/31/2020 17:00,1540,1881,1421,2007,0,2317,67,0
1/31/2020 18:00,1502,1902,1421,1829,0,2262,67,0
1/31/2020 19:00,1475,1799,1421,1579,0,2338,65,0
1/31/2020 20:00,1478,1722,1421,1440,0,2270,65,0
1/31/2020 21:00,1468,1714,1423,1069,0,2110,58,0
1/31/2020 22:00,1489,1822,1426,931,0,1741,57,0
1/31/2020 23:00,1562,1931,1425,929,0,1405,56,0
2/1/2020 0:00,1643,1961,1425,845,0,1204,59,0
2/1/2020 1:00,1624,1960,1425,798,0,1073,65,0
2/1/2020 2:00,1664,1962,1425,909,0,812,64,0
2/1/2020 3:00,1680,1965,1425,975,0,668,64,0
2/1/2020 4:00,1669,1986,1425,1013,0,549,64,0
2/1/2020 5:00,1673,1986,1425,1080,0,642,63,2
2/1/2020 6:00,1598,1950,1425,1100,48,855,65,49
2/1/2020 7:00,1638,1968,1425,1218,212,796,64,182
2/1/2020 8:00,1652,1955,1426,1407,336,461,65,323
2/1/2020 9:00,1623,1945,1426,1451,424,329,64,444
2/1/2020 10:00,1632,1923,1426,1300,460,411,63,497
2/1/2020 11:00,1360,1903,1426,1166,488,587,61,497
2/1/2020 12:00,1333,1888,1426,999,455,668,61,420
2/1/2020 13:00,1361,1880,1425,1055,348,538,60,268
2/1/2020 14:00,1367,1926,1425,1240,139,460,62,85
2/1/2020 15:00,1479,1926,1425,1520,8,522,62,5
2/1/2020 16:00,1706,1975,1425,1915,0,543,63,0
2/1/2020 17:00,1724,2009,1425,1956,0,478,62,0
2/1/2020 18:00,1722,2033,1425,1992,0,358,64,0
2/1/2020 19:00,1681,2021,1425,1654,0,433,64,0
2/1/2020 20:00,1675,1953,1425,1414,0,619,63,0
2/1/2020 21:00,1589,1875,1425,1088,0,970,63,0
2/1/2020 22:00,1583,1720,1425,910,0,1240,63,0
2/1/2020 23:00,1410,1339,1425,693,0,1505,64,0
2/2/2020 0:00,1221,1285,1425,634,0,1678,64,0
2/2/2020 1:00,1239,1282,1426,494,0,1678,63,0
2/2/2020 2:00,1236,1280,1426,537,0,1685,63,0
2/2/2020 3:00,1197,1281,1426,466,0,1847,64,0
2/2/2020 4:00,1239,1274,1426,671,0,1786,65,0
2/2/2020 5:00,1241,1434,1425,890,1,1823,66,2
2/2/2020 6:00,1230,1356,1425,1047,68,1940,66,67
2/2/2020 7:00,1217,1302,1425,1025,241,2009,65,222
2/2/2020 8:00,1229,1302,1426,925,349,2101,65,374
2/2/2020 9:00,1211,1296,1426,799,426,2215,66,468
2/2/2020 10:00,1246,1289,1426,866,489,2159,64,516
2/2/2020 11:00,1234,1284,1426,615,486,2335,64,500
2/2/2020 12:00,1225,1280,1427,534,443,2402,65,415
2/2/2020 13:00,1227,1278,1426,507,342,2369,64,264
2/2/2020 14:00,1254,1281,1425,621,128,2358,63,86
2/2/2020 15:00,1270,1283,1425,785,9,2362,65,5
2/2/2020 16:00,1333,1286,1425,1341,0,2360,66,0
2/2/2020 17:00,1362,1392,1425,1500,0,2145,60,0
2/2/2020 18:00,1497,1525,1424,1427,0,1840,59,0
2/2/2020 19:00,1504,1543,1425,1261,0,1731,60,0
2/2/2020 20:00,1541,1536,1424,1199,0,1427,62,0
2/2/2020 21:00,1573,1549,1423,1311,0,970,65,0
2/2/2020 22:00,1538,1565,1423,1033,0,1035,64,0
2/2/2020 23:00,1593,1380,1424,1090,0,962,64,0
2/3/2020 0:00,1488,1367,1424,876,0,1070,63,0
2/3/2020 1:00,1510,1312,1424,927,0,1037,63,0
2/3/2020 2:00,1385,1298,1424,789,0,1305,62,0
2/3/2020 3:00,1373,1323,1424,1100,0,1166,62,0
2/3/2020 4:00,1537,1601,1424,1150,0,1288,62,0
2/3/2020 5:00,1545,1602,1424,1362,0,1783,64,1
2/3/2020 6:00,1458,1567,1424,1275,29,2299,62,35
2/3/2020 7:00,1436,1590,1415,1250,126,2465,60,118
2/3/2020 8:00,1485,1833,1387,1147,270,2485,63,221
2/3/2020 9:00,1399,1797,1397,1159,316,2521,64,289
2/3/2020 10:00,1402,1864,1377,1177,256,2462,63,321
2/3/2020 11:00,1368,1877,1403,1235,298,2298,65,308
2/3/2020 12:00,1359,1897,1398,1252,238,2173,64,244
2/3/2020 13:00,1470,1953,1390,1420,143,1854,62,150
2/3/2020 14:00,1487,1961,1402,1421,42,1833,63,47
2/3/2020 15:00,1538,1955,1405,1631,1,1667,66,3
2/3/2020 16:00,1569,1983,1424,2030,0,1154,68,0
2/3/2020 17:00,1566,2009,1424,2253,0,810,68,0
2/3/2020 18:00,1551,2011,1424,2036,0,582,70,0
2/3/2020 19:00,1522,2016,1423,1750,0,509,70,0
2/3/2020 20:00,1522,1989,1423,1523,0,408,70,0
2/3/2020 21:00,1514,1893,1423,1165,0,358,69,0
2/3/2020 22:00,1513,1792,1423,1056,0,328,66,0
2/3/2020 23:00,1346,1441,1422,889,0,173,63,0
2/4/2020 0:00,1318,1405,1422,892,0,132,71,0
2/4/2020 1:00,1320,1340,1423,888,0,98,71,0
2/4/2020 2:00,1317,1386,1423,892,0,111,68,0
2/4/2020 3:00,1306,1420,1423,860,0,357,69,0
2/4/2020 4:00,1342,1332,1424,843,0,814,69,0
2/4/2020 5:00,1356,1321,1423,1222,1,1131,66,1
2/4/2020 6:00,1352,1381,1423,1300,54,1133,58,42
2/4/2020 7:00,1545,1505,1423,1435,112,790,57,119
2/4/2020 8:00,1628,1524,1423,1454,173,596,58,172
2/4/2020 9:00,1652,1508,1418,1322,197,584,58,198
2/4/2020 10:00,1695,1497,1416,1437,145,648,62,197
2/4/2020 11:00,1696,1503,1419,1442,90,723,64,172
2/4/2020 12:00,1649,1504,1419,1318,72,933,65,134
2/4/2020 13:00,1510,1450,1422,1201,64,1242,64,79
2/4/2020 14:00,1420,1300,1422,953,32,1869,62,24
2/4/2020 15:00,1454,1299,1424,1097,2,2032,63,1
2/4/2020 16:00,1449,1300,1423,1482,0,2233,68,0
2/4/2020 17:00,1458,1300,1423,1593,0,2320,69,0
2/4/2020 18:00,1481,1309,1423,1593,0,2315,69,0
2/4/2020 19:00,1446,1298,1422,1404,0,2232,70,0
2/4/2020 20:00,1500,1308,1422,1253,0,1876,69,0
2/4/2020 21:00,1538,1448,1423,1140,0,1256,62,0
2/4/2020 22:00,1503,1493,1423,930,0,966,65,0
2/4/2020 23:00,1296,1453,1423,1081,0,1080,68,0
2/5/2020 0:00,1273,1333,1424,809,0,1647,69,0
2/5/2020 1:00,1168,1265,1425,626,0,2176,69,0
2/5/2020 2:00,1149,1241,1424,657,0,2478,66,0
2/5/2020 3:00,1178,1276,1424,722,0,2486,64,0
2/5/2020 4:00,1197,1335,1424,910,0,2095,68,0
2/5/2020 5:00,1278,1456,1423,1197,0,2028,71,1
2/5/2020 6:00,1247,1470,1422,1129,15,1927,70,21
2/5/2020 7:00,1212,1573,1422,1496,49,1458,69,71
2/5/2020 8:00,1369,1629,1383,1532,77,1313,68,116
2/5/2020 9:00,1387,1748,1404,1477,89,1267,73,144
2/5/2020 10:00,1303,1734,1421,1359,95,1398,72,155
2/5/2020 11:00,1230,1537,1420,1321,110,1728,71,147
2/5/2020 12:00,1222,1538,1406,1391,99,1863,69,120
2/5/2020 13:00,1198,1521,1381,1673,82,2178,66,79
2/5/2020 14:00,1157,1561,1401,1401,40,2507,71,28
2/5/2020 15:00,1169,1474,1419,1535,2,2755,72,2
2/5/2020 16:00,1275,1598,1418,1784,0,2756,70,0
2/5/2020 17:00,1278,1598,1418,1821,0,2716,68,0
2/5/2020 18:00,1278,1638,1417,1769,0,2698,68,0
2/5/2020 19:00,1326,1842,1416,1843,0,2102,69,0
2/5/2020 20:00,1443,1925,1416,2102,0,1447,69,0
2/5/2020 21:00,1430,1924,1416,1873,0,1288,67,0
2/5/2020 22:00,1427,1930,1419,1501,0,1381,66,0
2/5/2020 23:00,1399,1828,1419,1068,0,1467,66,0
2/6/2020 0:00,1390,1828,1421,839,0,1558,64,0
2/6/2020 1:00,1364,1800,1422,756,0,1724,59,0
2/6/2020 2:00,1248,1807,1421,809,0,1780,57,0
2/6/2020 3:00,1169,1859,1423,962,1,1690,63,0
2/6/2020 4:00,1381,1828,1423,1129,0,1592,68,0
2/6/2020 5:00,1425,1943,1423,1496,0,1482,72,1
2/6/2020 6:00,1424,1957,1423,1636,24,1520,72,41
2/6/2020 7:00,1429,1924,1396,1595,93,1654,72,153
2/6/2020 8:00,1369,1920,1367,1468,176,1836,72,259
2/6/2020 9:00,1167,1895,1384,1470,246,1951,73,349
2/6/2020 10:00,1152,1886,1358,1420,287,2040,73,408
2/6/2020 11:00,1156,1680,1379,1306,310,2048,72,413
2/6/2020 12:00,980,1765,1396,1242,286,2057,72,368
2/6/2020 13:00,975,1763,1392,1414,209,2082,73,248
2/6/2020 14:00,972,1796,1380,1508,102,2108,73,97
2/6/2020 15:00,1025,1865,1369,1743,13,1998,73,9
2/6/2020 16:00,1121,1977,1383,2140,0,1918,74,0
2/6/2020 17:00,1124,1971,1399,2303,0,1771,74,0
2/6/2020 18:00,1112,1998,1415,2291,0,1538,72,0
2/6/2020 19:00,1101,1988,1422,2044,0,1378,70,0
2/6/2020 20:00,1110,1964,1422,1932,0,1213,67,0
2/6/2020 21:00,1116,1941,1422,1512,0,1057,65,0
2/6/2020 22:00,1130,1908,1423,1122,0,1139,65,0
2/6/2020 23:00,969,1700,1423,974,0,1392,66,0
2/7/2020 0:00,955,1563,1424,904,0,1504,64,0
2/7/2020 1:00,904,1653,1424,829,0,1432,65,0
2/7/2020 2:00,861,1620,1424,809,0,1529,65,0
2/7/2020 3:00,886,1542,1424,922,0,1649,67,0
2/7/2020 4:00,968,1587,1424,1177,0,1622,69,0
2/7/2020 5:00,959,1841,1423,1631,0,1606,71,2
2/7/2020 6:00,990,1896,1424,1926,26,1469,71,52
2/7/2020 7:00,981,1850,1377,1938,108,1526,72,161
2/7/2020 8:00,963,1854,1379,1828,188,1562,72,268
2/7/2020 9:00,968,1697,1389,1903,289,1506,73,341
2/7/2020 10:00,968,1804,1388,1846,339,1448,69,368
2/7/2020 11:00,949,1682,1409,1668,357,1793,72,359
2/7/2020 12:00,915,1422,1418,1667,319,2032,73,309
2/7/2020 13:00,924,1427,1420,1894,243,1815,74,206
2/7/2020 14:00,967,1507,1420,1893,120,1745,74,78
2/7/2020 15:00,976,1799,1422,2162,11,1404,74,7
2/7/2020 16:00,959,1898,1423,2336,0,1596,75,0
2/7/2020 17:00,957,1578,1423,2341,0,2004,75,0
2/7/2020 18:00,916,1449,1424,2201,0,2248,74,0
2/7/2020 19:00,861,1449,1424,2081,0,2299,70,0
2/7/2020 20:00,864,1443,1424,1874,0,2352,67,0
2/7/2020 21:00,899,1524,1424,1500,0,2181,66,0
2/7/2020 22:00,960,1716,1423,1292,0,1885,66,0
2/7/2020 23:00,998,1850,1423,1200,0,1719,65,0
2/8/2020 0:00,1010,1863,1423,1161,0,1675,65,0
2/8/2020 1:00,991,1842,1423,1076,0,1700,66,0
2/8/2020 2:00,929,1732,1424,966,0,1903,65,0
2/8/2020 3:00,885,1526,1425,960,0,2138,62,0
2/8/2020 4:00,860,1476,1424,1122,0,2167,61,0
2/8/2020 5:00,909,1455,1425,1284,2,2107,64,5
2/8/2020 6:00,859,1493,1425,1511,84,2042,63,90
2/8/2020 7:00,882,1617,1425,1613,253,1875,64,268
2/8/2020 8:00,846,1531,1424,1685,403,1828,64,408
2/8/2020 9:00,849,1492,1424,1666,487,1726,64,485
2/8/2020 10:00,855,1579,1424,1591,504,1551,63,501
2/8/2020 11:00,866,1528,1424,1499,468,1577,63,472
2/8/2020 12:00,887,1540,1424,1553,410,1303,65,398
2/8/2020 13:00,889,1667,1424,1554,283,1074,65,271
2/8/2020 14:00,888,1848,1424,1571,145,895,65,111
2/8/2020 15:00,942,1903,1423,1829,15,753,66,11
2/8/2020 16:00,1072,1952,1423,2190,0,663,66,0
2/8/2020 17:00,1084,1993,1423,2291,0,586,65,0
2/8/2020 18:00,1091,1972,1424,2193,0,522,66,0
2/8/2020 19:00,1020,1938,1423,1961,0,475,65,0
2/8/2020 20:00,1010,1911,1422,1696,0,423,64,0
2/8/2020 21:00,997,1886,1422,1450,0,465,63,0
2/8/2020 22:00,976,1852,1422,1207,0,477,63,0
2/8/2020 23:00,962,1594,1422,1160,0,434,64,0
2/9/2020 0:00,970,1578,1423,1106,0,380,63,0
2/9/2020 1:00,972,1594,1422,1083,0,321,62,0
2/9/2020 2:00,973,1602,1422,1070,0,306,63,0
2/9/2020 3:00,906,1580,1422,1080,0,357,64,0
2/9/2020 4:00,940,1515,1423,1105,0,426,64,0
2/9/2020 5:00,933,1487,1423,1203,2,433,67,5
2/9/2020 6:00,848,1569,1423,1483,98,501,67,103
2/9/2020 7:00,851,1628,1423,1506,323,399,66,309
2/9/2020 8:00,858,1522,1423,1582,500,332,68,488
2/9/2020 9:00,859,1506,1423,1538,610,290,68,603
2/9/2020 10:00,849,1482,1423,1470,673,292,67,648
2/9/2020 11:00,847,1449,1423,1325,675,341,66,625
2/9/2020 12:00,838,1468,1423,1220,611,348,66,530
2/9/2020 13:00,833,1511,1423,1292,467,249,66,368
2/9/2020 14:00,859,1508,1423,1525,227,219,66,141
2/9/2020 15:00,878,1721,1423,1755,48,151,66,13
2/9/2020 16:00,977,1877,1424,2081,12,175,67,0
2/9/2020 17:00,1011,1861,1424,2199,0,295,69,0
2/9/2020 18:00,982,1850,1424,2106,0,458,68,0
2/9/2020 19:00,913,1781,1423,1815,0,688,66,0
2/9/2020 20:00,941,1562,1424,1536,0,1028,66,0
2/9/2020 21:00,907,1479,1424,1353,0,1250,66,0
2/9/2020 22:00,852,1556,1424,1153,0,1354,64,0
2/9/2020 23:00,831,1263,1424,756,0,1448,64,0
2/10/2020 0:00,843,1186,1424,561,0,1517,64,0
2/10/2020 1:00,832,1176,1424,420,0,1783,64,0
2/10/2020 2:00,827,1197,1424,323,0,2085,67,0
2/10/2020 3:00,835,1198,1425,401,0,2329,66,0
2/10/2020 4:00,846,1226,1425,896,0,2356,67,0
2/10/2020 5:00,891,1335,1423,1721,4,2325,71,6
