UTC time,coal,nat_gas,hydro,solar,wind,biomass,unknown
2023-06-27 00:00:00,85.0,58.0,0.0,0.0,21.0,75.0,2.0
2023-06-27 01:00:00,81.0,56.0,0.0,4.0,27.0,75.0,2.0
2023-06-27 02:00:00,61.0,56.0,0.0,18.0,34.0,74.0,2.0
2023-06-27 03:00:00,60.0,58.0,0.0,44.0,33.0,75.0,2.0
2023-06-27 04:00:00,91.0,58.0,0.0,117.0,21.0,79.0,2.0
2023-06-27 05:00:00,136.0,58.0,0.0,244.0,32.0,84.0,2.0
2023-06-27 06:00:00,155.0,57.0,0.0,360.0,48.0,81.0,2.0
2023-06-27 07:00:00,157.0,56.0,0.0,416.0,62.0,78.0,2.0
2023-06-27 08:00:00,158.0,57.0,0.0,408.0,69.0,75.0,2.0
2023-06-27 09:00:00,152.0,56.0,0.0,399.0,74.0,71.0,2.0
2023-06-27 10:00:00,136.0,56.0,0.0,379.0,77.0,71.0,2.0
2023-06-27 11:00:00,161.0,56.0,0.0,361.0,77.0,71.0,2.0
2023-06-27 12:00:00,167.0,57.0,0.0,349.0,65.0,70.0,2.0
2023-06-27 13:00:00,192.0,57.0,0.0,323.0,59.0,68.0,2.0
2023-06-27 14:00:00,177.0,57.0,0.0,262.0,56.0,65.0,2.0
2023-06-27 15:00:00,234.0,57.0,0.0,162.0,59.0,70.0,2.0
2023-06-27 16:00:00,206.0,56.0,0.0,78.0,58.0,73.0,2.0
2023-06-27 17:00:00,199.0,57.0,1.0,37.0,31.0,77.0,2.0
2023-06-27 18:00:00,219.0,57.0,1.0,15.0,24.0,77.0,2.0
2023-06-27 19:00:00,220.0,57.0,1.0,2.0,32.0,77.0,2.0
2023-06-27 20:00:00,220.0,56.0,1.0,1.0,42.0,76.0,2.0
2023-06-27 21:00:00,212.0,55.0,0.0,0.0,36.0,76.0,2.0
2023-06-27 22:00:00,194.0,55.0,0.0,0.0,36.0,73.0,2.0
2023-06-27 23:00:00,194.0,56.0,0.0,0.0,25.0,69.0,2.0
