UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_biomass_production_forecast,avg_unknown_production_forecast
2023-07-14 00:00:00,2024-07-17 00:00:00,3.1,3.359203634577706,286.4871493879409,285.1265654497046,4.188933761802477,0.2571025401767634,82.99427,67.13185,0.0,23.01901,49.0,53.66337,1.87593
2023-07-14 01:00:00,2024-07-17 00:00:00,3.1,3.0845136684913403,286.5034238468616,285.20700298315563,15.073327498420475,0.0077754051289629,91.77585,66.99838,0.00425,22.86964,53.0,53.66824,1.84405
2023-07-14 02:00:00,2024-07-17 00:00:00,3.1,3.0845136684913403,286.5034238468616,285.20700298315563,15.073327498420475,0.0077754051289629,102.58235,67.0478,0.01787,22.25156,46.0,52.56746,1.87403
2023-07-14 03:00:00,2024-07-17 00:00:00,3.1,3.0845136684913403,286.5034238468616,285.20700298315563,15.073327498420475,0.0077754051289629,106.11261,66.5415,0.02462,22.78978,38.0,50.27635,1.84754
2023-07-14 04:00:00,2024-07-17 00:00:00,3.1,3.560204864223406,291.1059211191857,285.48632916587417,144.1598418211875,0.0149582449073783,106.27528,67.10567,0.00421,25.32228,28.0,50.34306,1.77689
2023-07-14 05:00:00,2024-07-17 00:00:00,3.1,3.560204864223406,291.1059211191857,285.48632916587417,144.1598418211875,0.0149582449073783,105.28143,67.44466,0.01416,29.47026,21.0,50.7506,1.80466
2023-07-14 06:00:00,2024-07-17 00:00:00,3.1,3.560204864223406,291.1059211191857,285.48632916587417,144.1598418211875,0.0149582449073783,109.10309,66.07414,0.00645,34.17314,19.0,49.86656,1.8016
2023-07-14 07:00:00,2024-07-17 00:00:00,3.1,3.814637147795818,294.6777567888296,283.94606063864416,635.2025355860947,0.0006495598656418,104.73736,65.44411,0.02071,39.76649,20.0,50.71411,1.79172
2023-07-14 08:00:00,2024-07-17 00:00:00,3.1,3.814637147795818,294.6777567888296,283.94606063864416,635.2025355860947,0.0006495598656418,97.80784,64.87608,0.0105,45.83219,21.0,52.2206,1.81786
2023-07-14 09:00:00,2024-07-17 00:00:00,3.1,3.814637147795818,294.6777567888296,283.94606063864416,635.2025355860947,0.0006495598656418,98.82291,64.88389,0.00768,51.40139,22.0,53.41547,1.77955
2023-07-14 10:00:00,2024-07-17 00:00:00,3.1,4.059117264617147,295.6103881012512,283.37609970908625,677.6364170490574,0.0006495598656418,100.03659,64.73575,0.01048,56.0355,23.0,50.91409,1.7951
2023-07-14 11:00:00,2024-07-17 00:00:00,3.1,4.059117264617147,295.6103881012512,283.37609970908625,677.6364170490574,0.0006495598656418,102.44249,64.89189,0.02161,59.19681,24.0,49.56365,1.90652
2023-07-14 12:00:00,2024-07-17 00:00:00,3.1,4.059117264617147,295.6103881012512,283.37609970908625,677.6364170490574,0.0006495598656418,100.436,65.09253,0.0,60.37994,27.0,50.0805,1.87053
2023-07-14 13:00:00,2024-07-17 00:00:00,3.1,4.001864538451493,295.11560083867005,283.69889007882165,504.30434032277446,0.0,106.34825,66.18906,0.0,59.16167,32.0,50.02355,1.82365
2023-07-14 14:00:00,2024-07-17 00:00:00,3.1,4.001864538451493,295.11560083867005,283.69889007882165,504.30434032277446,0.0,110.26913,65.19024,0.01217,55.25105,31.0,50.30258,1.84199
2023-07-14 15:00:00,2024-07-17 00:00:00,3.1,4.001864538451493,295.11560083867005,283.69889007882165,504.30434032277446,0.0,113.2274,62.72391,0.02955,49.95793,29.0,52.20791,1.82103
2023-07-14 16:00:00,2024-07-17 00:00:00,3.1,2.3259264416017995,291.5407437753421,285.2156112030838,351.1284621531022,0.0,116.63228,61.93952,0.05611,41.93026,26.0,53.07501,1.84608
2023-07-14 17:00:00,2024-07-17 00:00:00,3.1,2.3259264416017995,291.5407437753421,285.2156112030838,351.1284621531022,0.0,107.92727,62.34166,0.0873,34.21917,24.0,53.95434,1.90834
2023-07-14 18:00:00,2024-07-17 00:00:00,3.1,2.3259264416017995,291.5407437753421,285.2156112030838,351.1284621531022,0.0,105.15895,62.31885,0.04961,28.34458,27.0,55.24657,1.88903
2023-07-14 19:00:00,2024-07-17 00:00:00,3.1,1.701048696405029,288.0625462049212,283.9685346560361,8.601307267160688,0.0,105.89815,61.91318,0.0672,25.12512,34.0,54.36698,1.86662
