Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,hydro,solar,wind,biomass,unknown
43872,2024-01-03 00:00:00,482.61,334.0,22.0,1.0,0.0,197.0,78.0,1.0
43873,2024-01-03 01:00:00,499.63,362.0,27.0,1.0,0.0,191.0,82.0,1.0
43874,2024-01-03 02:00:00,501.16,345.0,26.0,1.0,0.0,179.0,80.0,1.0
43875,2024-01-03 03:00:00,531.53,398.0,25.0,1.0,0.0,171.0,81.0,1.0
43876,2024-01-03 04:00:00,547.27,449.0,26.0,1.0,0.0,174.0,86.0,1.0
43877,2024-01-03 05:00:00,543.63,452.0,26.0,1.0,0.0,180.0,87.0,1.0
43878,2024-01-03 06:00:00,542.31,458.0,26.0,1.0,0.0,185.0,87.0,1.0
43879,2024-01-03 07:00:00,546.92,456.0,23.0,0.0,4.0,175.0,87.0,1.0
43880,2024-01-03 08:00:00,544.09,461.0,23.0,0.0,24.0,164.0,85.0,1.0
43881,2024-01-03 09:00:00,533.56,453.0,20.0,0.0,46.0,154.0,86.0,1.0
43882,2024-01-03 10:00:00,527.65,456.0,21.0,0.0,54.0,158.0,84.0,1.0
43883,2024-01-03 11:00:00,528.36,454.0,23.0,0.0,44.0,165.0,84.0,1.0
43884,2024-01-03 12:00:00,526.87,452.0,22.0,0.0,20.0,188.0,85.0,1.0
43885,2024-01-03 13:00:00,526.27,457.0,23.0,1.0,3.0,206.0,86.0,1.0
43886,2024-01-03 14:00:00,517.09,484.0,23.0,1.0,1.0,237.0,88.0,1.0
43887,2024-01-03 15:00:00,521.41,496.0,22.0,1.0,1.0,237.0,88.0,1.0
43888,2024-01-03 16:00:00,518.15,498.0,22.0,1.0,0.0,244.0,89.0,1.0
43889,2024-01-03 17:00:00,541.53,569.0,22.0,1.0,0.0,243.0,90.0,1.0
43890,2024-01-03 18:00:00,554.23,584.0,21.0,1.0,0.0,230.0,88.0,1.0
43891,2024-01-03 19:00:00,547.1,525.0,21.0,1.0,0.0,217.0,80.0,1.0
43892,2024-01-03 20:00:00,546.47,547.0,21.0,1.0,0.0,231.0,77.0,1.0
43893,2024-01-03 21:00:00,542.15,527.0,22.0,1.0,0.0,227.0,78.0,1.0
43894,2024-01-03 22:00:00,528.99,500.0,22.0,1.0,0.0,233.0,79.0,1.0
43895,2024-01-03 23:00:00,535.08,536.0,22.0,0.0,0.0,245.0,77.0,1.0
